"","DCT1","DCT2","DCT3","ERST2","ERST3","LC1","LC2","LC3"
"Gm12248",0.0775759848823624,0.0965448868667471,0.0521062705064,1.90406868487893,1.99158513549009,0.218986546388737,0.0369835769423422,0.227388114668132
"Gm11992",0.645553833508018,0.636432380597626,0.895785724599949,1.50989412056941,1.53515904884774,0.259933596789494,0.270187804277623,0.255078788550367
"Gm10184",0.180678965162713,0.00264866238374226,0.526576931933136,1.73222464538503,1.79246696048364,0.771358127253401,0.758957459152738,0.664807215464771
"Gm10036",0.00212916741234755,0.031523806989335,0.0795684888877611,1.93545384417453,1.96947146053947,0.349253947414338,0.0369835769423422,0.261737283923701
"Gm10020",0.00212916741234755,0.00264866238374226,0.463411531042453,2.79733783610993,2.852245399913,0.0317528666197353,0.0369835769423422,0.323138879716328
"Glt8d2",0.31848925216136,0.288167638963502,0.107803176047604,1.38387125240841,1.39672038969239,0.726330195826725,0.649063374128673,0.686902207657589
"Gatm",0.945972294193486,0.95496236755336,0.987073108461428,1.42551672738,1.49785523413187,0.632768735983722,0.595582419218377,0.686902207657589
"Gal3st4",0.454453868349895,0.448956977639568,0.542667243275005,1.0761124546939,1.06668880333215,0.497840726000235,0.439056211518594,0.510804749749902
"Gadl1",0.162920217078151,0.102560122210644,0.284142966267392,1.36526931103576,1.39388996353067,0.545351965209628,0.666818498174199,0.640937779639989
"Fndc9",0.679360279428744,0.685665103963809,0.883327705666411,1.33583647017094,1.2553056925141,0.0317528666197353,0.0369835769423422,0.031523806989335
"Fmo2",0.654126591282076,0.618866573962055,0.753422880033182,1.42053336539461,1.45168325699591,0.847897774159081,0.74274593459169,0.80956701559499
"Flg",0.565518745413076,0.11836726799436,0.57948452143066,1.4559934551978,1.40398953894495,0.0317528666197353,0.0369835769423422,0.031523806989335
"Fam83f",0.871064409571076,0.869628574322508,0.946637325792598,1.42873149819225,1.42750936514532,0.170279258052629,0.174327190225779,0.125451430687051
"Fam81a",0.775363670804479,0.746812273141246,0.904885375827731,1.6147953601489,1.65382188391609,0.55487185279314,0.423720781136303,0.452511128052454
"Fam57b",0.0965448868667471,0.248326328443053,0.189852324088844,1.37976799769533,1.37079062255976,0.441393254810509,0.668622651898031,0.538186069940047
"Fam105a",0.43947712657701,0.475186550150467,0.448389444710972,1.17432737151523,1.17463181707241,0.450478672786112,0.393467714485132,0.417579964190436
"Faah",0.864867966602352,0.891394168987681,0.922096284316325,1.48041560352597,1.42303737246011,0.276900933218344,0.306202618857223,0.294489489921801
"Evi2a",0.769224884401624,0.737830083643886,0.737830083643886,1.41518166338272,1.47650358993214,0.763335214655681,0.831458132511896,0.835386870496658
"Entpd4",0.576397651006664,0.712499207842441,0.963722708817413,1.32766325994066,1.31814226632188,0.789007010118967,0.773435031102929,0.727113469850092
"Emid1",0.789332622250596,0.695987782048144,0.711565037536026,1.29516841845092,1.19196570020148,0.706150258139375,0.580816541230646,0.720427656878079
"Ell3",0.772980735768686,0.780552415672061,0.895785724599949,1.55907611866454,1.57583582299011,0.139638327915676,0.184695806456062,0.121247051195985
"Eif2s3y",0.00212916741234755,0.0693134617939873,0.00160465308814653,1.82700356564534,1.86757682031369,0.182139937056368,0.231281820663399,0.031523806989335
"Egfl8",0.620661012321443,0.642904146222292,0.595318691010456,1.33730549927382,1.25919758213824,0.682216409519381,0.720427656878079,0.666818498174199
"Dpep2",0.54977617819622,0.513478488200528,0.432668615559036,1.31832019511503,1.29280189139051,0.480589386799053,0.619049711305197,0.494999575778248
"Dlk2",0.382172319037702,0.323138879716328,0.4215507534448,1.39807730342531,1.33273553999411,0.182139937056368,0.29881747997634,0.178029550783154
"Dkk2",0.731748717735351,0.711012544640303,0.635026482940818,1.20851071414147,1.20036855543968,0.351909220643609,0.351909220643609,0.365028346200452
"Degs2",0.716832905008203,0.62809505365867,0.500146065065294,1.97269332905767,1.9520732023131,0.643082234808318,0.672540687948356,0.638587313418021
"Defb8",0.00212916741234755,0.00264866238374226,0.00160465308814653,1.86265003537672,1.79754390742853,0.0317528666197353,0.0369835769423422,0.031523806989335
"Cyp2j6",0.676356752334589,0.636432380597626,0.808103462044708,1.44592193496367,1.46085238588501,0.776745510870664,0.82286678212953,0.784189169562979
"Ctsw",0.486994869142358,0.496192058129622,0.534872261307921,0.986671471807526,1.02644288618799,0.216396577470585,0.238853833986437,0.284142966267392
"Cthrc1",0.61923284864834,0.576591465768162,0.619049711305197,2.17124472826909,2.22145032298886,0.692441602025421,0.642438372504364,0.643082234808318
"Clstn3",0.531962095008183,0.594494802942677,0.668981744175216,1.54357463278108,1.56311186052582,0.497840726000235,0.567322113986512,0.502204371309258
"Clec4n",0.397469562420323,0.464945091982843,0.237665539719885,1.27343304345302,1.31486667105714,0.432071493254747,0.432071493254747,0.504573961674
"Clec4a3",0.806936576479646,0.861451497779887,0.643082234808318,1.35953701611042,1.36806740712885,0.607281660137476,0.683713634803312,0.651491935554658
"Clec4a1",0.719876902823839,0.606387312816392,0.406110279187183,1.08795343953114,1.13709015714579,0.362081065751007,0.293945439026307,0.444647154576198
"Clca2",0.448291981751252,0.578297047698382,0.697920660478095,1.29149036068745,1.26360220924846,0.0317528666197353,0.128704713905437,0.111821337499539
"Chl1",0.642438372504364,0.704712806645046,0.810771894249347,1.49376687270267,1.48995920275509,0.184474226408271,0.193375156780047,0.163733082899903
"Ces4a",0.216960306693251,0.29347712712222,0.183659999764887,2.06018871304448,2.037310670131,0.114682184538347,0.0369835769423422,0.111821337499539
"Ces2g",0.513233540925513,0.573838449111687,0.429920615034876,1.20851071414147,1.18950201551966,0.61806383776864,0.700628062210226,0.610141819226876
"Cd7",0.52905626366863,0.631767187296405,0.715100932574651,1.62460977958271,1.65117259247152,0.892806386552708,0.925003815967995,0.892806386552708
"Cd53",1.05846789399303,1.03794515912343,0.792650743954474,1.4843344794211,1.49720078262894,0.55184648715274,0.539044668253771,0.577378459080643
"Cd48",0.55538438150811,0.567739274150934,0.449806272683943,1.13253353833733,1.13533466091966,0.495274160881362,0.482164894343086,0.397469562420323
"Cd3g",0.737830083643886,0.695987782048144,0.838111366757946,1.46248187496896,1.51083287490832,0.262893501675676,0.223173697044282,0.142284552468104
"Cd209b",0.729599486275289,0.816178057635047,0.476027162498179,1.2455518134796,1.22972975720273,0.484710161239798,0.491691421651703,0.500146065065294
"Cd207",0.583393884996444,0.498539328634225,0.46684060388505,1.31832019511503,1.23824741799011,0.173842494931985,0.0369835769423422,0.125451430687051
"Ccdc3",0.483137433028882,0.665991859384011,0.656486203537035,1.56488628553733,1.53846496631461,0.79931582809498,0.810636330453722,0.724600535899912
"Card14",0.376961776203165,0.429540638953037,0.531188341034616,1.08969004963722,1.03437932466063,0.173842494931985,0.200879901047388,0.183659999764887
"Camkk1",0.578622457765137,0.569409566109344,0.689691618932092,1.27794312604801,1.19859124668337,0.460650852812887,0.509844992855953,0.532510079063355
"Cadm3",0.545351965209628,0.50404845321875,0.497392387437186,1.07384066531739,1.03208536959774,0.325225062535115,0.303981387657173,0.384381422478817
"C77080",0.570006220024451,0.529935137836593,0.592185150949149,1.15456458300407,1.12721803711175,0.409114990080337,0.47798976833107,0.420048436499849
"Bcl11b",0.799102340734051,0.794312218386871,0.786351231292852,1.52721037359079,1.46936786477477,0.187016777182539,0.225542670296566,0.191806236772159
"BC100530",0.62809505365867,0.665991859384011,0.803241189406785,1.47637961614282,1.52097452294005,0.0317528666197353,0.0369835769423422,0.031523806989335
"BC021614",0.945481840076531,0.820327811106752,0.615848709775242,1.4663277108615,1.46661282412357,0.0317528666197353,0.212292699615795,0.031523806989335
"BC002163",0.00212916741234755,0.00264866238374226,0.40048656608862,2.3916712556321,2.47460891808112,0.803241189406785,0.0369835769423422,0.797213729864073
"Awat2",0.547132347572015,0.596784185058138,0.531188341034616,1.22862208713113,1.20715527587437,0.147904026345964,0.0369835769423422,0.031523806989335
"Ascl2",0.448291981751252,0.378003457723842,0.394025595394344,1.18974336001605,1.13005178822508,0.522063361463614,0.532827238103429,0.369703277861951
"Aox4",0.467075227724623,0.441903086358985,0.551301438470356,1.37120524862078,1.37393224776302,0.0317528666197353,0.0369835769423422,0.031523806989335
"Ankrd35",0.832260423520104,0.821368340450719,0.927306980539178,1.52953659501123,1.53349104860339,0.532827238103429,0.562229091935635,0.473085309108421
"Amd-ps3",0.705421871216426,0.111821337499539,0.900286616115352,1.69573017776902,1.65715092048107,0.509438028781361,0.469239459064662,0.826565712048869
"Aloxe3",0.753422880033182,0.657833110815104,0.849012134116083,1.59533175557636,1.5795152474195,0.232640069388762,0.254959998841653,0.249816616818668
"Alox5",0.338819085361998,0.334231633076625,0.328101864065149,1.11883659531844,1.06840283154006,0.638089294645461,0.457016081283388,0.548045323368961
"AL589742.2",0.170279258052629,0.00264866238374226,0.060878850790054,2.05854133047526,2.16372853300911,0.0317528666197353,0.0369835769423422,0.031523806989335
"Ahr",0.677626983262128,0.640466623613411,0.706734565244964,1.21246927030598,1.13433245780623,0.479189559587376,0.491691421651703,0.552391535835124
"Adora2b",0.58772153903271,0.596784185058138,0.740370072330067,1.29909310363957,1.29039457208662,0.195198730944043,0.256955470944526,0.235088817367482
"Adamts2",0.699994575708875,0.74274593459169,0.600134450269728,1.42157705277106,1.39672038969239,0.889714856313151,0.903937831000752,0.856990161267374
"Acoxl",0.430212352278453,0.152409520714166,0.578297047698382,1.9600365582702,1.95668078347462,0.0317528666197353,0.187016777182539,0.031523806989335
"Acox2",0.454453868349895,0.424698874426491,0.471720396014038,1.59869231070671,1.56593796263489,0.360526840120456,0.249482446446504,0.36020296666578
"AC107830.1",0.00212916741234755,0.00264866238374226,0.00160465308814653,1.88595784696006,2.04136297902098,0.0317528666197353,0.0369835769423422,0.031523806989335
"Abhd12b",0.525732783796257,0.542667243275005,0.597783877535013,1.85541346702791,1.91598167173812,0.197987240739001,0.13298526211092,0.142284552468104
"9130204L05Rik",0.117667071963976,0.152409520714166,0.0560925075810263,1.77436963337869,1.76516751696193,0.0317528666197353,0.0369835769423422,0.031523806989335
"6430548M08Rik",0.364051668985054,0.303825837631942,0.3637082704619,0.957791816750317,0.933225780927486,0.4215507534448,0.419961854591926,0.432854848914776
"2310001H17Rik",0.81820118148739,0.838754015647561,0.729297984028895,1.49581003599038,1.50359474978281,0.417062366869806,0.551301438470356,0.426441797873136
"2300005B03Rik",0.452511128052454,0.130977062705877,0.597783877535013,2.81426432421354,2.84916780497437,0.549233738324653,0.841911051637332,0.55538438150811
"2010016I18Rik",0.220685880716538,0.253658342625719,0.48392379713434,1.16612977066772,1.16209269698144,0.40105663830682,0.289308198124666,0.280662905278121
"Wfdc17",1.87951268675669,1.89663562539696,1.41957164461982,2.69823407375659,2.67365048946061,1.45486626697936,1.44973382320272,1.57124270716582
"U3",1.11448170475877,0.00264866238374226,0.938087521844473,1.74205019846714,1.67736547740935,1.13361104791536,1.25182511752591,1.00404635485862
"Tpsb2",1.36697738686697,1.38387125240841,1.1500208227709,2.14098982063029,2.14352840020977,0.680391714436501,0.740720692234038,0.66319597399407
"Tnmd",0.640937779639989,0.72827669576381,0.640937779639989,1.97606333514755,2.0736141097334,1.27904061432533,1.24638588335079,1.31058200652891
"Tmem263",1.0189076580097,0.998146432475672,1.06893670235614,1.6237128710224,1.69212349260167,1.09487313348327,1.0418334301291,1.12566599236486
"Tmem181b-ps",0.86002859612904,0.904311004823214,0.890846467202367,1.6676021350213,1.76152455963752,0.991661391325072,1.01482572866518,0.933028363503485
"Tmem154",0.871064409571076,0.883327705666411,1.01700209452135,1.52534365886095,1.53114527241604,0.806936576479646,0.81689802579028,0.794312218386871
"Tlcd2",0.989273131329785,1.02988390469027,0.970882768952463,2.20431057932077,2.22865001270549,1.109109660123,1.00866109975106,0.96830561964214
"Tgfbi",1.42462885866229,1.47785202807399,1.36623820403389,2.40740373445442,2.39696798619425,1.34646956409894,1.42750936514532,1.30843740235334
"Srpx",0.904311004823214,0.910468296471931,0.791629021227542,1.70009329416225,1.66175955856478,0.695987782048144,0.808187638970423,0.821691297934015
"Sphk1",1.25424726937128,1.28055186702436,1.26270581260917,2.0806524912476,2.02627569541534,0.669626936797958,0.715100932574651,0.646359922879241
"Snhg4",1.07939909150344,1.10597014269741,1.18062135948985,1.84446477365985,1.79645355350574,1.12056143643375,0.995258444585705,1.12968590338173
"Snhg20",1.2329637985549,1.20515796786639,1.07537154242445,2.09577794681034,2.06441027747321,1.48041560352597,1.44230998061242,1.44230998061242
"Slurp1",1.6237128710224,1.5753424003762,1.42053336539461,3.45373639191968,3.39952697332805,1.55325499259298,1.60953543427299,1.53224269406405
"Slc27a4",1.50359474978281,1.51473371282335,1.41854435474384,2.36830504764713,2.31706068904955,0.758557716162762,0.806511856658696,0.724600535899912
"Secisbp2l",1.05955555811413,1.07151881882619,1.12835666083481,1.80954847992644,1.84827929391643,1.10375252267669,1.02596657485349,1.09172083683685
