Gene_ID,Gene_Name,CRT1,CRT2,CRT3,VRT2,VRT1,DRT2,DRT1,Average(CRT),Average(VRT),Average(DRT),logFC.VRT,logFC.CRT,relative.VRT,relative.CRT,PValue
ENSMUSG00000021319.6,Sfrp4,8.76,9.83,8.93,5.04,5.02,0.14,0.31,9.173333333,5.03,0.225,3.891423874,4.467589083,14.84004822,22.12474746,4.80039E-05
ENSMUSG00000027513.11,Pck1,36.85,30.23,35.95,25.69,49.03,2.04,2.06,34.34333333,37.36,2.05,4.068153661,3.67453036,16.7739861,12.76861695,5.07535E-05
ENSMUSG00000032725.9,Folr2,36.34,28.35,32.88,23.77,19.02,3.45,4.05,32.52333333,21.395,3.75,2.440132181,2.759423636,5.426914504,6.771256805,5.26948E-05
ENSMUSG00000018927.3,Ccl6,124.14,95.51,131.79,78.88,63.48,16.46,15.71,117.1466667,71.18,16.085,2.111017179,2.532909783,4.31995768,5.787377626,5.33742E-05
ENSMUSG00000061780.5,Cfd,3619.23,3649.72,3377.95,3600.28,1775.89,147.98,156.31,3548.966667,2688.085,152.145,4.146950347,4.224202305,17.71562362,18.69009899,5.53117E-05
ENSMUSG00000015852.13,Fcrls,18.43,12.29,17.36,5.79,8.09,1.36,1.12,16.02666667,6.94,1.24,2.342757817,3.259122236,5.072713977,9.574002856,5.61118E-05
ENSMUSG00000003477.5,Inmt,6.44,7.14,6.28,10.9,8.45,0.36,0.37,6.62,9.675,0.365,4.318684612,3.504246574,19.95508628,11.34705947,6.36358E-05
ENSMUSG00000025509.15,Pnpla2,73.97,56.96,66.84,60.55,58.99,18.49,18.77,65.92333333,59.77,18.63,1.640687738,1.495736345,3.118144395,2.820080499,6.64273E-05
ENSMUSG00000055172.10,C1ra,16.87,12.97,17.79,7.56,9.14,2.44,2.3,15.87666667,8.35,2.37,1.729441331,2.369391006,3.315993849,5.167229657,7.04465E-05
ENSMUSG00000068887.4,Lce1j,52.96,52.99,44.33,20.43,13.82,5.32,7.45,50.09333333,17.125,6.385,1.372000959,2.631293718,2.58829303,6.195813497,7.11957E-05
ENSMUSG00000036905.8,C1qb,137.25,79.27,129.41,66.87,63.59,11.05,10.94,115.31,65.23,10.995,2.523186121,3.052106763,5.748502268,8.294222576,7.30888E-05
ENSMUSG00000031489.14,Adrb3,8.05,8.94,7.81,9.46,12.32,0.89,1.07,8.266666667,10.89,0.98,3.292371524,2.624110536,9.797213803,6.165041199,7.43521E-05
ENSMUSG00000089665.1,Fcor,69.55,69.66,62.65,89.26,63.62,10.06,8.83,67.28666667,76.44,9.445,2.97755809,2.498948918,7.876518529,5.652734424,7.73595E-05
ENSMUSG00000016194.14,Hsd11b1,8.76,8.65,10.82,17.61,14.17,1.38,1.72,9.41,15.89,1.55,3.228039682,2.202129259,9.36993917,4.601579836,8.17729E-05
ENSMUSG00000038521.17,C1s1,24.03,21.54,25.73,10.18,16.3,4.57,5.28,23.76666667,13.24,4.925,1.365016621,1.926284953,2.575792934,3.80075216,8.73161E-05
ENSMUSG00000078675.9,Mup16,25.98,46.07,27.32,49.27,64.39,1.91,2.64,33.12333333,56.83,2.275,4.533379887,3.483130391,23.15705502,11.18218638,9.6981E-05
ENSMUSG00000040016.16,Ptger3,14.23,9.96,13.66,5.38,8.76,1.22,1.12,12.61666667,7.07,1.17,2.445705005,2.994169873,5.447918061,7.967736146,0.000117142
ENSMUSG00000025479.8,Cyp2e1,68.18,43.85,70.32,34.12,63.53,3.12,3.43,60.78333333,48.825,3.275,3.802015845,3.845797117,13.94828503,14.37805993,0.000118227
ENSMUSG00000020467.15,Efemp1,81.03,77.23,101.28,48.63,53.22,21.31,26.01,86.51333333,50.925,23.66,1.064349673,1.545339243,2.091226999,2.918726933,0.000123994
ENSMUSG00000029759.9,Pon3,34.67,28.98,32.26,23.7,23.11,9.2,10.41,31.97,23.405,9.805,1.207165162,1.374452799,2.308835139,2.592695537,0.000126077
ENSMUSG00000020085.15,Aifm2,20.64,13.91,16.08,10.59,14.81,1.66,2.36,16.87666667,12.7,2.01,2.553287706,2.682794066,5.869703813,6.420982497,0.000126378
ENSMUSG00000068874.13,Selenbp1,36.14,28.16,33.22,22.58,23.64,9.8,10.02,32.50666667,23.11,9.91,1.173014468,1.382865727,2.254823436,2.607858744,0.000136904
ENSMUSG00000017723.11,Wfdc2,0.14,0.35,0.63,10.67,5.91,0,0.14,0.373333333,8.29,0.07,5.487734689,1.174580813,44.87172338,2.257272845,0.000146277
ENSMUSG00000047889.8,Serpinb6d,140.38,289.4,147.06,36.37,29.71,9.8,10.06,192.28,33.04,9.93,1.693127498,3.951138734,3.233569228,15.46718486,0.000149779
ENSMUSG00000017754.13,Pltp,63.09,38.33,59.14,22.04,19.81,7.24,7.16,53.52,20.925,7.2,1.486961561,2.552868316,2.802980215,5.867997742,0.000152744
ENSMUSG00000060703.12,Cd302,28.59,26.12,32.04,25.33,21.05,6.22,4.68,28.91666667,23.19,5.45,2.029198588,2.064458865,4.081780457,4.182770565,0.00015433
ENSMUSG00000044405.4,Adig,65.7,53.43,62.04,75.99,52.32,8.14,9.95,60.39,64.155,9.045,2.78626199,2.403551251,6.898400981,5.29103973,0.000155926
ENSMUSG00000033825.9,Tpsb2,48.38,28.51,49.13,25.36,29.47,3.92,3.78,42.00666667,27.415,3.85,2.756207203,3.088735902,6.756177365,8.507503866,0.000163912
ENSMUSG00000022490.6,Ppp1r1a,20.99,16.95,23.19,9.85,6.74,2.51,2.94,20.37666667,8.295,2.725,1.528397215,2.533713651,2.88465186,5.790603246,0.00017304
ENSMUSG00000052974.8,Cyp2f2,44.37,27.22,38.69,19.77,27.04,4.44,5.53,36.76,23.405,4.985,2.164283883,2.534254325,4.482438792,5.792773777,0.000176722
ENSMUSG00000090231.10,Cfb,21.56,15.41,20.95,13.2,19.78,3.66,3.45,19.30666667,16.49,3.555,2.137261621,2.086055635,4.399262296,4.245856566,0.000182697
ENSMUSG00000069515.5,Lyz1,66.92,35.58,64.47,20.59,22.4,3.84,4.44,55.65666667,21.495,4.14,2.305765886,3.39064537,4.94429864,10.48783777,0.000190215
ENSMUSG00000024164.15,C3,27.2,19.52,31.06,13.14,17.88,3.82,3.87,25.92666667,15.51,3.845,1.940102512,2.39864242,3.837329132,5.273067338,0.000206424
ENSMUSG00000036256.13,Igfbp7,376.54,294.71,338.29,246.42,226.44,91.71,94.23,336.5133333,236.43,92.97,1.317243723,1.532095909,2.491895766,2.892056844,0.000211664
ENSMUSG00000020810.5,Cygb,15.9,12.73,16.72,7.07,8.81,2.68,2.38,15.11666667,7.94,2.53,1.567650382,2.209179419,2.964215595,4.624121864,0.000221767
ENSMUSG00000020676.2,Ccl11,46.52,29.69,53.78,14.36,12.79,5.2,4.73,43.33,13.575,4.965,1.392105438,2.775785677,2.62461432,6.848488805,0.000223049
ENSMUSG00000028583.14,Pdpn,46.03,39.2,46.05,33.79,49.67,16.24,15.68,43.76,41.73,15.96,1.335540945,1.128616086,2.523700914,2.186488993,0.000237172
ENSMUSG00000009281.6,Rarres2,224.36,149.41,220.05,159.31,130.83,39.81,36.28,197.94,145.07,38.045,1.903289405,2.050261963,3.740651091,4.141811691,0.000254458
ENSMUSG00000025511.14,Tspan4,41,32.52,39.72,27.06,26.95,12.62,12.74,37.74666667,27.005,12.68,1.045457954,1.245389824,2.064021436,2.370826065,0.0002561
ENSMUSG00000001663.10,Gstt1,27.93,20.24,25.37,18.61,16.92,5.87,4.75,24.51333333,17.765,5.31,1.682346072,1.863942442,3.209494463,3.64001007,0.000260336
ENSMUSG00000025784.4,Clec3b,63.97,40.09,52.9,48.98,59.6,13.21,15.64,52.32,54.29,14.425,1.862717633,1.529123595,3.636921112,2.886104615,0.00026088
ENSMUSG00000002831.13,Plin4,19.73,16.01,19.24,9.77,20.96,1.27,1.49,18.32666667,15.365,1.38,3.332185696,3.308965872,10.07135364,9.910555137,0.000263193
ENSMUSG00000029373.7,Pf4,220.95,115.51,191.3,129.5,110.64,20.89,23.93,175.92,120.07,22.41,2.39012014,2.640051681,5.242010125,6.233539933,0.000263842
ENSMUSG00000065987.12,Cd209b,9.24,6.12,9.57,2.89,3.73,0.38,0.45,8.31,3.31,0.415,2.659502919,3.682347045,6.318153196,12.83798651,0.000279566
ENSMUSG00000036908.16,Unc93b1,25.23,16.08,24.46,9.94,13.11,3.31,3.81,21.92333333,11.525,3.56,1.623585415,2.266050952,3.081398809,4.810046869,0.000286891
ENSMUSG00000073834.10,Mup11,26.81,70.75,68.5,118.43,119.59,5.22,3.05,55.35333333,119.01,4.135,4.774654937,3.391764913,27.37249311,10.49597958,0.000289022
ENSMUSG00000025911.14,Adhfe1,12.27,9.83,13.61,7.05,10.39,1.53,1.53,11.90333333,8.72,1.53,2.386935984,2.554166405,5.230453301,5.873279946,0.000301865
ENSMUSG00000003948.16,Mmd,26.4,28.48,25.31,19.7,30.13,8.48,7.81,26.73,24.915,8.145,1.557004556,1.382297308,2.942422783,2.606831455,0.000309127
ENSMUSG00000033585.4,Ndn,22.46,18.63,24.82,21.37,18.51,5.31,5.66,21.97,19.94,5.485,1.802678701,1.661292803,3.488673782,3.16299835,0.000314879
ENSMUSG00000059412.6,Fxyd2,14.61,13.71,14.03,24.51,17.39,2.6,3.41,14.11666667,20.95,3.005,2.718887836,1.873069872,6.583650891,3.66311215,0.000315037
ENSMUSG00000032554.15,Trf,340.58,277.78,324.82,142.39,355.79,38.22,37.24,314.3933333,249.09,37.73,2.641623118,2.732455356,6.240333437,6.645857487,0.000316158
ENSMUSG00000036896.5,C1qc,87.26,50.28,77.58,47.97,33.04,5.62,6.49,71.70666667,40.505,6.055,2.690540989,3.218505322,6.455554357,9.30822008,0.000320803
ENSMUSG00000081559.3,Gm12411,65.51,64.7,67.65,101.28,152.89,11.03,29.28,65.95333333,127.085,20.155,2.601806895,1.388633849,6.070464424,2.618306245,0.000323197
ENSMUSG00000000440.12,Pparg,15.2,13.15,14.65,12.03,17.36,3.15,3.59,14.33333333,14.695,3.37,2.047367528,1.734975133,4.133510432,3.328737563,0.000342291
ENSMUSG00000036887.5,C1qa,114.37,64.49,105.12,65.34,50.22,9.84,12.48,94.66,57.78,11.16,2.333692088,2.747442523,5.040937571,6.715256574,0.000358975
ENSMUSG00000003420.7,Fcgrt,105.68,66.45,99.12,62.45,69.06,23.44,20.89,90.41666667,65.755,22.165,1.524832306,1.698469482,2.877532665,3.245564623,0.000371384
ENSMUSG00000030711.15,Sult1a1,31.8,26.84,32.4,34.95,28.4,9.03,9.64,30.34666667,31.675,9.335,1.714648692,1.369521951,3.282167103,2.58384934,0.000418019
ENSMUSG00000069792.5,Wfdc17,108.81,68.09,103.12,55.37,37.23,12.9,12.66,93.34,46.3,12.78,1.822512384,2.533862078,3.536966082,5.791199023,0.00042624
ENSMUSG00000020264.5,Slc36a2,10.47,9.2,11.87,8.38,13.56,1.71,1.83,10.51333333,10.97,1.77,2.517200944,2.180487596,5.724703383,4.53306735,0.000432222
ENSMUSG00000096688.1,Mup17,0.57,1.19,1.27,5.57,3.85,0,0,1.01,4.71,0,5.386781151,3.037961168,41.83913591,8.213295294,0.000478636
ENSMUSG00000031725.8,Ces1f,5.51,5.82,5.47,6.96,8.29,0.44,0.46,5.6,7.625,0.45,3.742917122,3.031742651,13.38845074,8.177969323,0.000510458
ENSMUSG00000022040.7,Ephx2,17.89,15.74,16.69,14.2,13.32,3.42,4.48,16.77333333,13.76,3.95,1.732566097,1.737521748,3.32318382,3.334618569,0.000584313
ENSMUSG00000052160.6,Pld4,14.55,8.12,14.06,4.75,5.78,1.44,1.46,12.24333333,5.265,1.45,1.743674306,2.666295947,3.348869844,6.3479728,0.000598567
ENSMUSG00000001865.2,Cpa3,26.92,15.67,27.9,10.95,10.86,3.34,2.86,23.49666667,10.905,3.1,1.738577444,2.55822939,3.337059579,5.889843866,0.000602414
ENSMUSG00000021390.5,Ogn,16.86,18,17.43,13.95,13.69,3.59,4.79,17.43,13.82,4.19,1.655843423,1.709865287,3.151073537,3.271302758,0.000618703
ENSMUSG00000072941.5,Sod3,23.07,17.76,19.82,16.64,26.59,6.81,6.54,20.21666667,21.615,6.675,1.636197178,1.26399885,3.108453889,2.40160494,0.000620062
ENSMUSG00000067235.14,H2-Q10,4.69,5.45,4.89,9.52,6.55,0.5,0.72,5.01,8.035,0.61,3.456204254,2.513920885,10.97542008,5.71170269,0.000622287
ENSMUSG00000073418.4,C4b,39.76,26.19,36.25,26.83,19.59,4.98,5.9,34.06666667,23.21,5.44,2.034583203,2.301816451,4.097043479,4.930781937,0.000629109
ENSMUSG00000025934.15,Gsta3,2.75,1.72,3.92,9.51,6.83,1.05,0.87,2.796666667,8.17,0.96,2.909675873,1.133368578,7.514493538,2.19370355,0.000661906
ENSMUSG00000025232.7,Hexa,50.83,35.49,49.7,32.45,29.2,12.42,12.65,45.34,30.825,12.535,1.253905358,1.524570825,2.38486129,2.877011174,0.000671821
ENSMUSG00000086679.2,Gm15551,2.48,1.41,2.92,6.48,5.68,0.19,0.26,2.27,6.08,0.225,4.15930005,2.517303584,17.86792316,5.725110677,0.000675923
ENSMUSG00000031250.8,Tnmd,13.43,8.9,13.63,4.74,4.87,2.14,1.85,11.98666667,4.805,1.995,1.183062994,2.204367542,2.270583345,4.608724543,0.000688173
ENSMUSG00000055653.13,Gpc3,23.67,18.32,23.39,9.25,18.79,4.04,3.76,21.79333333,14.02,3.9,1.774161149,2.129997474,3.420390747,4.377167142,0.000710021
ENSMUSG00000030579.9,Tyrobp,147.06,89.15,146.1,72.25,52.21,22.15,23.52,127.4366667,62.23,22.835,1.418679764,2.14966193,2.673407508,4.437237977,0.000721484
ENSMUSG00000028581.17,Laptm5,43.43,27.33,42,20.19,16.66,7.98,7.31,37.58666667,18.425,7.645,1.219135563,1.960171919,2.328071816,3.891083443,0.00073682
ENSMUSG00000028111.4,Ctsk,109.46,69.1,113.84,62.63,63.5,24.35,24.77,97.46666667,63.065,24.56,1.32081249,1.659329405,2.498067552,3.158696677,0.000736901
ENSMUSG00000102059.1,Gm20257,4.55,4.55,7.59,9.72,8.21,0.97,1.03,5.563333333,8.965,1,2.989101122,2.038138232,7.939791499,4.10715169,0.000791094
ENSMUSG00000036446.4,Lum,161.52,104.49,169,97.25,114.78,40.46,42.67,145.0033333,106.015,41.565,1.307628454,1.475000308,2.47534301,2.779837033,0.000809938
ENSMUSG00000009633.3,G0s2,50.41,48.91,38.96,72.95,41.72,6.65,6.89,46.09333333,57.335,6.77,3.038129778,2.428441841,8.21425525,5.383117221,0.000846395
ENSMUSG00000023224.12,Serping1,186.53,101.57,178.9,80.05,97.34,34.06,35.68,155.6666667,88.695,34.87,1.301942393,1.828291782,2.465606197,3.551163492,0.000929729
ENSMUSG00000040026.7,Saa3,1.67,4.85,0.84,11.46,10.64,0.58,0.79,2.453333333,11.05,0.685,3.767666743,1.381632396,13.62011277,2.605630289,0.000930153
ENSMUSG00000037060.2,Prkcdbp,151.05,131.49,128.09,118.01,107.81,52.59,55.9,136.8766667,112.91,54.245,1.026802093,1.013393619,2.037502872,2.018653953,0.000953852
ENSMUSG00000022122.14,Ednrb,12.37,11.65,13.67,9.36,10.92,2.15,2.49,12.56333333,10.14,2.32,2.035614269,2.064571179,4.099972603,4.183096208,0.000959649
ENSMUSG00000021423.5,Ly86,15.62,10.48,16.85,9.43,6.24,1.85,1.35,14.31666667,7.835,1.6,2.175498159,2.757282186,4.517417202,6.761213417,0.000971532
ENSMUSG00000000753.15,Serpinf1,159.5,108.97,153.54,141.33,99.92,33.98,35.63,140.67,120.625,34.805,1.772017753,1.687555232,3.415312884,3.221103979,0.001016862
ENSMUSG00000064080.12,Fbln2,45.84,30.93,44.45,22.8,29.58,11.75,13.48,40.40666667,26.19,12.615,1.005870901,1.350063906,2.008155379,2.549234174,0.001043825
ENSMUSG00000024338.14,Psmb8,109.64,84.03,85.89,61.04,40.84,20.5,23.91,93.18666667,50.94,22.205,1.170332418,1.742941659,2.250635489,3.347169611,0.001103529
ENSMUSG00000049892.7,Rasd1,23.37,17.99,20.9,11.67,13.61,6.08,5.58,20.75333333,12.64,5.83,1.06153391,1.493357721,2.087149453,2.81543476,0.001182624
ENSMUSG00000032334.9,Loxl1,20.78,13.1,18.33,10.82,16.02,4.28,4.22,17.40333333,13.42,4.25,1.592308343,1.687051911,3.015314205,3.21998041,0.001199563
ENSMUSG00000022032.14,Scara5,22.06,12.93,21.57,9.01,10.94,3.73,4.01,18.85333333,9.975,3.87,1.30079189,1.932996476,2.463640738,3.818474728,0.001214756
ENSMUSG00000024892.15,Pcx,21.94,18.77,21.92,10.18,24.49,3.06,2.9,20.87666667,17.335,2.98,2.452616797,2.44434548,5.474081054,5.442786628,0.001242218
ENSMUSG00000043832.13,Clec4a3,16.41,9.5,18.04,5.86,6.68,2.57,1.76,14.65,6.27,2.165,1.447063637,2.378651702,2.726525479,5.200504921,0.001284532
ENSMUSG00000082223.1,Gm15079,7.54,7.08,6.13,4.11,6.91,0.64,0.2,6.916666667,5.51,0.42,3.361509708,3.408795907,10.27815713,10.6206187,0.001289536
ENSMUSG00000020241.13,Col6a2,35.77,21.22,33.64,21.91,25.78,7.96,7.74,30.21,23.845,7.85,1.548826115,1.608833814,2.925789781,3.050051947,0.001355493
ENSMUSG00000023046.6,Igfbp6,100.38,93.02,94.89,118.33,67.68,22.14,21.84,96.09666667,93.005,21.99,2.062231764,1.801869701,4.176318567,3.486718037,0.001359732
ENSMUSG00000029322.12,Plac8,15.82,14.19,12.91,11.29,6.39,2.16,2.01,14.30666667,8.84,2.085,1.987826176,2.396728549,3.966389002,5.266076753,0.001403943
ENSMUSG00000029368.10,Alb,2.38,2.2,1.69,4.76,7.07,0.26,0.5,2.09,5.915,0.38,3.574620071,1.859596928,11.9142817,3.629062563,0.001437109
ENSMUSG00000040747.9,Cd53,22.31,15.71,26.42,7.7,12.92,4.94,4.32,21.48,10.31,4.63,1.094926677,1.867833682,2.136022252,3.649841166,0.001463734
ENSMUSG00000061068.6,Mcpt4,65.16,40.83,70.07,48.33,35.71,10.55,11.63,58.68666667,42.02,11.09,1.880461269,2.06951588,3.681927628,4.197457973,0.001476516
ENSMUSG00000029096.15,Htra3,54.69,36.33,48.36,32.79,44.45,17.07,16.73,46.46,38.62,16.9,1.14377125,1.131610025,2.209578597,2.191031195,0.001602885
ENSMUSG00000027408.7,Cpxm1,34.6,19.78,32.17,20.65,17.99,4.77,6.39,28.85,19.32,5.58,1.733299107,2.027092202,3.324872704,4.075825263,0.001620379
ENSMUSG00000029070.9,Mxra8,41.99,24.91,34.4,22.18,19.98,8.88,6.36,33.76666667,21.08,7.62,1.416243386,1.810795124,2.668896551,3.50835594,0.001632163
ENSMUSG00000078688.11,Mup2,0,5.97,2.95,13.47,20.86,0.44,0.81,2.973333333,17.165,0.625,4.510134431,1.758284287,22.78692633,3.382955704,0.001674671
ENSMUSG00000091938.2,Gm2564,113.88,53.8,109.97,37.2,25.17,14.55,13.65,92.55,31.185,14.1,1.109621575,2.378735684,2.157890376,5.200807658,0.001696077
ENSMUSG00000051439.6,Cd14,11.71,6.57,10.22,6.85,7.47,1.24,1.32,9.5,7.16,1.28,2.345285988,2.471301254,5.081611165,5.545437385,0.001733965
ENSMUSG00000011382.6,Dhdh,10.26,16.29,12.22,6.31,8.85,2.57,2.28,12.92333333,7.58,2.425,1.560075022,2.044192962,2.948691767,4.124424885,0.001753125
ENSMUSG00000032014.5,Oaf,14.46,10.3,15.2,8.21,12.04,2.92,2.69,13.32,10.125,2.805,1.770714369,1.885515191,3.412228757,3.694848449,0.001775058
ENSMUSG00000056481.6,Cd248,26.77,16.27,26.09,12.76,22.46,4.59,4.51,23.04333333,17.61,4.55,1.884024783,1.992880089,3.691033375,3.980308046,0.001826064
ENSMUSG00000006611.14,Hfe,17.92,12.12,18.74,10.16,12.2,4.67,3.35,16.26,11.18,4.01,1.41364237,1.671481524,2.664089167,3.185415404,0.001873868
ENSMUSG00000022102.13,Dok2,20.34,8.91,14.35,5.84,6.16,1.6,1.14,14.53333333,6,1.37,2.004359131,2.986739053,4.012104356,7.926802616,0.001910676
ENSMUSG00000019929.15,Dcn,928.46,569.29,991.84,588.54,554.22,225.86,227.57,829.8633333,571.38,226.715,1.303907877,1.544390514,2.468967553,2.916808184,0.001938671
ENSMUSG00000039109.15,F13a1,18.18,10.07,17.5,5.56,10.17,2.44,2.26,15.25,7.865,2.35,1.655394243,2.323295633,3.150092609,5.004741772,0.002061272
ENSMUSG00000049130.5,C5ar1,7.06,5.13,6.77,1.69,3.03,0.34,0.36,6.32,2.36,0.35,2.380735926,3.484811642,5.208023382,11.19522518,0.002118696
ENSMUSG00000046718.7,Bst2,70.42,49.56,62.68,75.1,56.26,22.32,22.67,60.88666667,65.68,22.495,1.51437899,1.110192607,2.856758319,2.158744657,0.002127744
ENSMUSG00000040950.13,Mgl2,74.01,30.29,76.83,18.87,26.4,6.37,5.45,60.37666667,22.635,5.91,1.874820469,3.003874106,3.667559749,8.021511472,0.002133581
ENSMUSG00000074336.4,Apoc4,17.27,7.41,19.81,8.2,6.99,0.12,0.48,14.83,7.595,0.3,4.1855256,4.862008059,18.19569939,29.08106217,0.002134245
ENSMUSG00000048126.16,Col6a3,25.69,16.17,25.48,21.74,21.97,7.7,7.42,22.44666667,21.855,7.56,1.478400016,1.23660946,2.786395439,2.356440836,0.002141031
ENSMUSG00000020473.13,Aebp1,45.83,28.9,47.6,24.17,19.79,10.4,10.43,40.77666667,21.98,10.415,1.032533589,1.636504265,2.045613503,3.109115615,0.002198865
ENSMUSG00000039209.12,Rpl39l,11.96,12.71,18.26,9.9,6.74,2.29,2.59,14.31,8.32,2.44,1.685109537,2.180924699,3.215648104,4.534440972,0.002223708
ENSMUSG00000040212.11,Emp3,130.28,73.84,114.85,91.72,88.4,34.52,30.76,106.3233333,90.06,32.64,1.427611058,1.374388944,2.690009109,2.592580784,0.002236994
ENSMUSG00000079592.9,C1qtnf5,15.11,10.49,14.77,9.2,8.22,3.18,2.5,13.45666667,8.71,2.84,1.539816812,1.882877797,2.907575818,3.688100059,0.002279952
ENSMUSG00000003123.15,Lipe,55.03,50.46,47.23,32.46,56.89,18.92,19.74,50.90666667,44.675,19.33,1.154923198,1.072500396,2.226724693,2.10307514,0.002327195
ENSMUSG00000055782.8,Abcd2,8.9,6.2,8.37,3.78,9.77,0.79,0.83,7.823333333,6.775,0.81,2.860726088,2.789961081,7.263808094,6.916111276,0.002388396
ENSMUSG00000078686.11,Mup9,51.42,25.27,9.66,42.95,107.03,0,0.1,28.78333333,74.99,0.05,8.796457475,7.157419502,444.6287649,142.7571804,0.00243169
ENSMUSG00000045573.9,Penk,42.63,22.35,34.87,21.4,19.15,7.18,6.55,33.28333333,20.275,6.865,1.508715289,1.938171099,2.845565304,3.832195333,0.00243865
ENSMUSG00000021091.8,Serpina3n,15.41,9.91,15.43,10.45,14.34,3.68,3.32,13.58333333,12.395,3.5,1.751268984,1.605066212,3.366545548,3.042097119,0.002477767
ENSMUSG00000026938.10,Fcna,5.52,6.91,6.12,5.35,6.39,0.46,0.53,6.183333333,5.87,0.495,3.260855401,3.060284736,9.585511383,8.341372211,0.002486331
ENSMUSG00000073489.5,Ifi204,7.49,7.58,7.27,2.31,2.49,1.17,0.58,7.446666667,2.4,0.875,1.308953867,2.621825977,2.477618168,6.155286365,0.00271318
ENSMUSG00000024395.7,Lims2,17.56,13.97,18.23,10.61,14.48,4.85,4.18,16.58666667,12.545,4.515,1.411112879,1.533380485,2.659422286,2.894633079,0.002826696
ENSMUSG00000031875.6,Cmtm3,24.82,17.37,25.75,16.25,10.37,4.52,5.33,22.64666667,13.31,4.925,1.376291599,1.856671473,2.596002188,3.62171111,0.002857505
ENSMUSG00000023019.12,Gpd1,68.63,54.37,71.82,18.5,62.34,7.85,7.81,64.94,40.42,7.83,2.29164616,2.71275652,4.896144579,6.555730375,0.002899794
ENSMUSG00000094945.3,Rhox4a2,4.03,2.56,4.01,0.24,0.39,0,0.08,3.533333333,0.315,0.04,1.459572723,4.273303563,2.75026898,19.33715387,0.002953176
ENSMUSG00000060791.15,Gmfg,20.31,13.27,20.77,12.41,15.77,3.1,6.28,18.11666667,14.09,4.69,1.52404986,1.606032957,2.875972459,3.044136302,0.003281299
ENSMUSG00000050708.14,Ftl1,2102.34,1372.54,1927.07,1607.06,1484.38,670.23,672.63,1800.65,1545.72,671.43,1.174781941,1.097421961,2.257587556,2.139719911,0.003381583
ENSMUSG00000045954.7,Sdpr,28.74,23.68,29.48,15.62,28.36,8.96,10.16,27.3,21.99,9.56,1.148626577,1.183716087,2.217027364,2.271611447,0.003440792
ENSMUSG00000059201.12,Lep,7.85,7.7,7.77,2.9,10.82,0.31,0.33,7.773333333,6.86,0.32,3.971807353,3.874403994,15.69036874,14.66600462,0.003461113
ENSMUSG00000101089.1,2610016A17Rik,1.23,0.98,1.01,6.41,2.94,0.53,0,1.073333333,4.675,0.265,3.626485543,1.365507179,12.35039726,2.576668927,0.003468194
ENSMUSG00000039007.9,Cpq,23.09,13.62,24.42,14.46,17.75,5.18,5.85,20.37666667,16.105,5.515,1.486639489,1.545266696,2.802354539,2.918580167,0.003517957
ENSMUSG00000027996.13,Sfrp2,9.45,17.04,9.63,10.3,14.96,2.29,1.79,12.04,12.63,2.04,2.525113294,2.180782241,5.756186334,4.533993244,0.003547101
ENSMUSG00000024672.11,Ms4a7,8.72,7.67,9.22,6.21,6.41,1.09,1.25,8.536666667,6.31,1.17,2.284805873,2.438256452,4.872985308,5.419863254,0.003659693
ENSMUSG00000025732.5,Fam195a,21.06,14.59,19.05,13.62,9.92,5.01,5.52,18.23333333,11.77,5.265,1.105311337,1.452045526,2.15145302,2.735956943,0.003665938
ENSMUSG00000043122.6,A530016L24Rik,6.69,5.58,5.33,5.91,7.4,0.71,0.73,5.866666667,6.655,0.72,2.983840263,2.531349673,7.910891379,5.781122622,0.003674263
ENSMUSG00000001119.7,Col6a1,40.27,24.54,39.02,16.29,31.3,8.08,8.43,34.61,23.795,8.255,1.469807728,1.73244631,2.769849766,3.322907907,0.003849429
ENSMUSG00000026712.3,Mrc1,11.06,6.97,11.53,6.69,4.94,1.41,1.78,9.853333333,5.815,1.595,1.756310733,2.228975128,3.37833111,4.688008313,0.00386798
ENSMUSG00000011305.11,Plin5,5,2.8,4.36,0.59,0.56,0.16,0.13,4.053333333,0.575,0.145,1.384262173,3.707157414,2.610384222,13.06067372,0.00395109
ENSMUSG00000048772.15,Tmem53,11.62,15.23,14.56,12.75,12.6,4.3,3.46,13.80333333,12.675,3.88,1.639778311,1.484184637,3.116179441,2.797590179,0.003959308
ENSMUSG00000059498.13,Fcgr3,31.17,17,29.11,15.9,14.81,6.78,5.89,25.76,15.355,6.335,1.223393081,1.684720681,2.334952305,3.214781492,0.003988434
ENSMUSG00000068220.5,Lgals1,584.59,410.81,568.85,631.41,467.2,211.17,200.38,521.4166667,549.305,205.775,1.398930674,1.015578788,2.637060507,2.021713813,0.004217345
ENSMUSG00000015354.8,Pcolce2,22.32,13.04,26.24,10.92,7.39,3.58,4.22,20.53333333,9.155,3.9,1.169137781,2.044311486,2.248772601,4.124763739,0.004774785
ENSMUSG00000038642.10,Ctss,69.48,34.45,70.85,36.01,30.32,13.22,10.84,58.26,33.165,12.03,1.419421933,1.941303898,2.674783147,3.84052595,0.004841154
ENSMUSG00000008845.9,Cd163,7.47,5.11,8.2,2.04,2.72,0.98,0.68,6.926666667,2.38,0.83,1.364740363,2.58668694,2.57529975,6.007176028,0.004882332
ENSMUSG00000030707.15,Coro1a,35.43,18.31,30.33,15.5,15.08,5.95,8.09,28.02333333,15.29,7.02,1.071669103,1.659940612,2.101863678,3.160035164,0.004891904
