Gene_ID,Gene_Name,CRT1,CRT2,CRT3,VRT2,VRT1,DRT2,DRT1,Average(CRT),Average(VRT),Average(DRT),logFC.VRT,logFC.DRT,relative.VRT,relative.DRT,PValue
ENSMUSG00000073002.9,Vamp5,70.73,47.86,64.61,25.72,23.58,16.83,19.68,61.06666667,24.65,18.255,-1.02006783,-1.414432288,0.493093168,0.375157346,0.000366353
ENSMUSG00000087090.7,Nctc1,12.82,6.3,11.91,0.55,0.41,2.46,2.75,10.34333333,0.48,2.605,-3.858311278,-1.627531225,0.06894973,0.323641558,0.00038437
ENSMUSG00000053675.8,Tgm5,48.19,35.13,46.8,8.39,16.3,16.65,16.13,43.37333333,12.345,16.39,-1.526004579,-1.077277756,0.347237682,0.473922232,0.000390159
ENSMUSG00000027077.7,Smtnl1,24.03,12.07,23.01,1.16,0.95,7.19,7.3,19.70333333,1.055,7.245,-3.803058744,-1.1104448,0.071641594,0.463151214,0.000400345
ENSMUSG00000027253.15,Lrp4,23.07,28.98,23.94,7.91,10.08,10.02,9.65,25.33,8.995,9.835,-1.204249976,-1.03669174,0.433994909,0.487443956,0.000405606
ENSMUSG00000031633.4,Slc25a4,677.9,422.18,633.93,160.1,132.25,172.61,178.76,578.0033333,146.175,175.685,-1.67997094,-1.391557521,0.312088923,0.38115309,0.000407539
ENSMUSG00000027868.11,Tbx15,13.88,9.04,14.38,2.48,4.05,2.88,2.67,12.43333333,3.265,2.775,-1.615263085,-1.802186256,0.326405419,0.286739735,0.00041652
ENSMUSG00000027488.12,Snta1,17.36,15.36,16.79,4.67,5.33,5.01,4.9,16.50333333,5,4.955,-1.422121211,-1.395319581,0.373163242,0.380160467,0.000428995
ENSMUSG00000057604.9,Lmcd1,32.32,19.36,30.77,5.85,4.22,8.8,8.7,27.48333333,5.035,8.75,-2.141565912,-1.318887573,0.226633665,0.400843901,0.000432092
ENSMUSG00000031431.13,Tsc22d3,206.59,163.62,217.62,39.69,80.94,54.89,55.02,195.9433333,60.315,54.955,-1.436499144,-1.508925427,0.369462759,0.351372837,0.000456528
ENSMUSG00000050315.13,Synpo2,24.23,13.68,24.82,1.97,3.93,5.01,5.03,20.91,2.95,5.02,-2.499587697,-1.715223589,0.176827223,0.304555362,0.000460924
ENSMUSG00000027010.16,Slc25a12,23.2,17.45,26.21,5.1,7.81,8.38,7.99,22.28666667,6.455,8.185,-1.491378553,-1.113712771,0.355672527,0.462103278,0.00046124
ENSMUSG00000002111.8,Spi1,14.2,10.53,16.37,5.54,3.79,2.4,2.16,13.7,4.665,2.28,-1.25330203,-2.211988398,0.419486989,0.215836625,0.000480616
ENSMUSG00000024049.14,Myom1,14.05,7.44,14.46,0.52,1.01,4.15,3.83,11.98333333,0.765,3.99,-3.503616943,-1.242844525,0.088167029,0.422538726,0.000500564
ENSMUSG00000038204.13,Asb10,6.37,4.11,7.09,0.49,0.25,0.81,0.62,5.856666667,0.37,0.715,-3.347271487,-2.537639831,0.098258669,0.172224246,0.000501978
ENSMUSG00000043644.4,0610009L18Rik,20.59,15.49,14.62,5.54,4.49,3.85,5.42,16.9,5.015,4.635,-1.451460372,-1.523430005,0.365651105,0.347857901,0.000505966
ENSMUSG00000038526.14,Car14,9.66,5.18,9.31,0.56,0.7,2.3,2.84,8.05,0.63,2.57,-3.178031231,-1.290131746,0.11048855,0.408913686,0.000529435
ENSMUSG00000030303.15,Far2,47.18,70.76,49.85,10.98,16.3,18.29,18,55.93,13.64,18.145,-1.752075647,-1.301242705,0.29687435,0.405776521,0.000538047
ENSMUSG00000053964.16,Lgals4,11.99,15.79,13.49,2.04,3.73,5.23,5.03,13.75666667,2.885,5.13,-1.932065404,-1.086355664,0.262053739,0.470949521,0.000548356
ENSMUSG00000006221.7,Hspb7,18.89,9.74,19.39,0.99,1.2,5.87,6.01,16.00666667,1.095,5.94,-3.457500008,-1.094978268,0.09103089,0.468143176,0.000549522
ENSMUSG00000008658.15,Rbfox1,8.02,5.1,9.02,0.52,0.55,2.05,1.91,7.38,0.535,1.98,-3.2516234,-1.525420669,0.104993841,0.34737825,0.000584644
ENSMUSG00000002808.6,Epdr1,23,16.29,23.6,5.44,9.05,6.79,6.38,20.96333333,7.245,6.585,-1.240035597,-1.335057107,0.42336221,0.396376378,0.000637556
ENSMUSG00000031250.8,Tnmd,13.43,8.9,13.63,4.74,4.87,2.14,1.85,11.98666667,4.805,1.995,-1.021304549,-2.204367542,0.492670656,0.216979772,0.000688173
ENSMUSG00000031461.4,Myom2,19.1,9.49,18.56,0.78,1.6,5.36,4.81,15.71666667,1.19,5.085,-3.322462329,-1.288561355,0.099962977,0.409359036,0.000692354
ENSMUSG00000076434.9,Wfdc3,86.87,55.36,73.97,28.88,22.92,21.51,22.27,72.06666667,25.9,21.89,-1.18390721,-1.391458766,0.440157816,0.381179182,0.000700748
ENSMUSG00000053279.6,Aldh1a1,18.86,14.14,19.3,4.26,9.65,3.03,3.73,17.43333333,6.955,3.38,-1.034404663,-2.010666358,0.488217305,0.248158477,0.00073423
ENSMUSG00000005583.16,Mef2c,54.99,27.23,50.24,6.59,6.89,13.62,14.8,44.15333333,6.74,14.21,-2.409170667,-1.306158537,0.188264036,0.404396233,0.00076482
ENSMUSG00000007097.14,Atp1a2,34.76,21.99,35.12,6.01,12.33,7.4,6.59,30.62333333,9.17,6.995,-1.449062344,-1.792449648,0.366259391,0.288681458,0.00079097
ENSMUSG00000031448.12,Adprhl1,9.11,3.96,6.81,0.93,0.58,0.49,0.7,6.626666667,0.755,0.595,-2.678949466,-2.93805249,0.156154985,0.130484243,0.000793027
ENSMUSG00000030730.12,Atp2a1,1306.8,763.76,1260.28,74.17,213.36,288.72,278.6,1110.28,143.765,283.66,-2.703177071,-1.64057488,0.153554525,0.320728646,0.000797337
ENSMUSG00000018868.3,Pnpla5,14.28,24.74,14.59,2.03,2.03,3.57,4.16,17.87,2.03,3.865,-2.790216637,-1.859294459,0.144564313,0.275611032,0.000809401
ENSMUSG00000028989.3,Angptl7,11.59,10.6,13.19,1.95,3.57,3.01,3.38,11.79333333,2.76,3.195,-1.773446438,-1.530999673,0.29250913,0.346037508,0.000817389
ENSMUSG00000020836.15,Coro6,10.33,7.3,8.38,1.06,1.04,2.68,2.45,8.67,1.05,2.565,-2.638527934,-1.398110873,0.160592015,0.379425653,0.000821068
ENSMUSG00000018566.14,Slc2a4,22.91,14.13,20.36,3.99,8.02,3.95,4.7,19.13333333,6.005,4.325,-1.375380887,-1.798168877,0.38545093,0.287539313,0.000832339
ENSMUSG00000069248.11,Serpinb6e,5.52,10.06,5.83,0.5,0.47,1.5,1.07,7.136666667,0.485,1.285,-3.319622325,-2.060506062,0.100159952,0.239731923,0.000887449
ENSMUSG00000029380.11,Cxcl1,8.9,3.92,9.69,1.06,0.36,0.29,0.31,7.503333333,0.71,0.3,-2.931281937,-3.892660432,0.131098044,0.067327494,0.000944737
ENSMUSG00000047343.4,Mettl21c,6.17,4.33,5.51,0.13,0.02,1.73,1.5,5.336666667,0.075,1.615,-4.566871871,-1.344598004,0.042192434,0.393763692,0.001158341
ENSMUSG00000038967.13,Pdk2,49.44,31.48,47.28,14.04,18.65,15.64,16.14,42.73333333,16.345,15.89,-1.100571605,-1.099841104,0.466331696,0.46656788,0.001189443
ENSMUSG00000078815.8,Cacng6,6.1,5.03,7.34,0.26,0.46,1.86,1.22,6.156666667,0.36,1.54,-3.44773837,-1.609934162,0.091648916,0.327613301,0.001246951
ENSMUSG00000015396.3,Cd83,6.39,5.67,5.97,0.85,1.04,0.62,0.52,6.01,0.945,0.57,-2.256227569,-2.852131869,0.209318602,0.138491384,0.001332116
ENSMUSG00000041481.16,Serpina3g,21.34,14.4,20.3,7.15,5.01,6.31,6.7,18.68,6.08,6.505,-1.322001026,-1.187293606,0.39997978,0.439125858,0.001353367
ENSMUSG00000050777.7,Tmem37,8.7,5.63,9.82,1.78,2.44,1.19,0.94,8.05,2.11,1.065,-1.59998072,-2.478233085,0.329881386,0.179464067,0.001367842
ENSMUSG00000047419.5,Cmya5,7.77,4.47,8.19,0.47,0.54,2.02,2.1,6.81,0.505,2.06,-3.206043784,-1.357567259,0.108363907,0.390239776,0.001377453
ENSMUSG00000032532.6,Cck,11.7,7.32,10.21,3.8,2.14,1.79,1.58,9.743333333,2.97,1.685,-1.399531053,-2.138916297,0.379052332,0.227050277,0.001422419
ENSMUSG00000039891.6,Txlnb,7.61,4.55,8.1,0.39,0.65,1.75,2.18,6.753333333,0.52,1.965,-3.159767022,-1.410277451,0.111896202,0.376239324,0.001450988
ENSMUSG00000030621.17,Me3,9.97,6.68,7.53,1.37,1.26,1.63,1.94,8.06,1.315,1.785,-2.239403266,-1.791467933,0.211773905,0.288877965,0.001485567
ENSMUSG00000060923.5,Acyp2,36.64,31.24,46.19,15.79,10.84,11.98,13.72,38.02333333,13.315,12.85,-1.223060305,-1.236907579,0.428373071,0.42428113,0.001489235
ENSMUSG00000049593.8,Lce1h,37.53,40.24,35.27,17.1,7.57,9.44,7.85,37.68,12.335,8.645,-1.318965757,-1.790704444,0.400822178,0.289030883,0.001500896
ENSMUSG00000031220.14,Awat2,16.95,28.45,15.52,3.18,4.51,3.99,3.9,20.30666667,3.845,3.945,-2.089345029,-2.01384759,0.234987345,0.247611875,0.001586917
ENSMUSG00000061877.12,BC048679,4.16,2.39,4.37,0.25,0,0.1,0.1,3.64,0.125,0.1,-3.695451845,-3.83498391,0.077189486,0.070073661,0.001635756
ENSMUSG00000030089.15,Slc41a3,11.09,6.49,9.12,1.95,1.69,1.83,2.17,8.9,1.82,2,-1.943828169,-1.777260901,0.259925815,0.291736762,0.001656046
ENSMUSG00000002007.5,Srpk3,7.98,4.93,7.02,0.47,0.49,1.97,2.24,6.643333333,0.48,2.105,-3.230375366,-1.292971082,0.106551635,0.408109703,0.001678259
ENSMUSG00000051890.13,Klhdc1,15.08,17.06,25.14,5.51,5.7,6.26,5.37,19.09333333,5.605,5.815,-1.469346485,-1.377755471,0.361145854,0.384817024,0.001690596
ENSMUSG00000091938.2,Gm2564,113.88,53.8,109.97,37.2,25.17,14.55,13.65,92.55,31.185,14.1,-1.269114108,-2.378735684,0.414914474,0.192277828,0.001696077
ENSMUSG00000029821.15,Dfna5,13.93,15.56,16.16,3.48,6.53,5.08,4.62,15.21666667,5.005,4.85,-1.305231562,-1.309572788,0.404656153,0.403440329,0.00169732
ENSMUSG00000079588.3,Tmem182,14.07,7.94,14.72,1.71,3.41,3.74,3.54,12.24333333,2.56,3.64,-1.93072608,-1.402102976,0.262297129,0.37837719,0.001799234
ENSMUSG00000079186.2,Gzmc,15.16,8.06,11.86,3.27,2.6,3.42,3.04,11.69333333,2.935,3.23,-1.675695678,-1.503530063,0.313015135,0.352689355,0.001824565
ENSMUSG00000042254.14,Cilp,17.15,9.41,16.58,4.56,5.39,3.32,3.6,14.38,4.975,3.46,-1.232053788,-1.702549604,0.425710982,0.307242649,0.001845967
ENSMUSG00000026676.7,Ccdc3,25.85,18.22,19.25,2.68,8.68,5.61,2.85,21.10666667,5.68,4.23,-1.595481758,-1.970025775,0.330911708,0.255248471,0.001865366
ENSMUSG00000108526.1,RP23-292C5.8,14.77,13.56,15.05,3.56,4.77,5.61,4.72,14.46,4.165,5.165,-1.490400072,-1.14775868,0.355913837,0.451325851,0.001955853
ENSMUSG00000086298.1,Gm11716,19.28,12.09,19.15,3.93,0.79,5.34,4.7,16.84,2.36,5.02,-2.497281297,-1.405523113,0.177110138,0.377481249,0.001961921
ENSMUSG00000044734.15,Serpinb1a,18.18,12.52,19.59,6.28,6.54,4.9,5.68,16.76333333,6.41,5.29,-1.09283633,-1.325077567,0.468838734,0.399127733,0.001967869
ENSMUSG00000049130.5,C5ar1,7.06,5.13,6.77,1.69,3.03,0.34,0.36,6.32,2.36,0.35,-1.104075716,-3.484811642,0.465200413,0.089323795,0.002118696
ENSMUSG00000040950.13,Mgl2,74.01,30.29,76.83,18.87,26.4,6.37,5.45,60.37666667,22.635,5.91,-1.129053636,-3.003874106,0.457215546,0.124664785,0.002133581
ENSMUSG00000038763.11,Alpk3,6.32,4.76,5.82,0.19,0.41,1.59,1.43,5.633333333,0.3,1.51,-3.517227247,-1.511190742,0.087339177,0.350821546,0.002183616
ENSMUSG00000026628.13,Atf3,26.85,44.43,28.2,9.83,7.42,7.73,9.56,33.16,8.625,8.645,-1.650258946,-1.608551885,0.31858297,0.327927345,0.002195663
ENSMUSG00000004748.5,Mtfp1,10,5.57,8.96,2.35,1.9,1.16,1.57,8.176666667,2.125,1.365,-1.612385114,-2.17285057,0.327057201,0.221772046,0.002359674
ENSMUSG00000042895.5,Abra,6.86,4.96,6.82,0.41,0.52,1.58,2.08,6.213333333,0.465,1.83,-3.172717474,-1.389548863,0.110896253,0.381684138,0.002378374
ENSMUSG00000049134.15,Nrap,19.11,7.33,17.02,0.76,1.35,4.44,4.75,14.48666667,1.055,4.595,-3.363418235,-1.314958098,0.097165082,0.401937169,0.002386034
ENSMUSG00000096944.1,Gm26722,5.1,13.16,11.2,0,0,1.44,0.64,9.82,0,1.04,-6.152512017,-2.79156916,0.01405754,0.144428848,0.002432945
ENSMUSG00000023021.15,Cers5,34.24,64.69,36.34,11.68,10.91,9.51,9.31,45.09,11.295,9.41,-1.709250373,-1.930860564,0.305818932,0.262272679,0.002631523
ENSMUSG00000025165.12,Sectm1a,12.2,9.2,11.97,3.72,4.53,2.53,2.2,11.12333333,4.125,2.365,-1.12948901,-1.86449531,0.457077589,0.274619255,0.002665058
ENSMUSG00000073489.5,Ifi204,7.49,7.58,7.27,2.31,2.49,1.17,0.58,7.446666667,2.4,0.875,-1.31287211,-2.621825977,0.402518749,0.162461978,0.00271318
ENSMUSG00000039914.5,Coq10a,14.07,7.44,13.67,2.79,2.79,4.35,3.86,11.72666667,2.79,4.105,-1.75005313,-1.172057268,0.29729083,0.443788052,0.002800859
ENSMUSG00000039103.12,Nexn,25.33,15.65,28.59,6.41,3.25,9.25,8.48,23.19,4.83,8.865,-1.956239113,-1.056701413,0.257699365,0.480729948,0.002866613
ENSMUSG00000025172.2,Ankrd2,12.18,4.22,12.96,0.64,0.3,1.61,1.83,9.786666667,0.47,1.72,-3.804026161,-2.117370188,0.07159357,0.230466635,0.002939099
ENSMUSG00000038155.10,Gstp2,31.97,19.26,35.81,9.46,6.65,8.82,10.28,29.01333333,8.055,9.55,-1.552738901,-1.271844145,0.340862336,0.414130067,0.002944556
ENSMUSG00000094945.3,Rhox4a2,4.03,2.56,4.01,0.24,0.39,0,0.08,3.533333333,0.315,0.04,-2.81373084,-4.273303563,0.142227186,0.051713919,0.002953176
ENSMUSG00000049404.7,Rarres1,185.6,274.56,177.98,88.48,86.32,76.14,78.05,212.7133333,87.4,77.095,-1.001626242,-1.149762249,0.499436705,0.450699499,0.003260012
ENSMUSG00000025202.7,Scd3,15.31,28.95,15.74,3.22,3.01,5.95,5.38,20,3.115,5.665,-2.361243896,-1.482234238,0.194623268,0.357934066,0.003272093
ENSMUSG00000031204.2,Asb12,5.67,5.26,6.37,0.16,0.77,1.85,1.16,5.766666667,0.465,1.505,-3.067556105,-1.548584371,0.119281639,0.341845332,0.003371595
ENSMUSG00000031543.18,Ank1,14.14,5.55,13.5,0.64,1.22,4.34,3.91,11.06333333,0.93,4.125,-3.141897004,-1.082249797,0.11329083,0.472291738,0.00345901
ENSMUSG00000049641.12,Vgll2,7.2,1.95,5.91,0.18,0.49,0.4,0.22,5.02,0.335,0.31,-3.238468706,-3.291260908,0.105955567,0.102148441,0.003584515
ENSMUSG00000079428.8,Tceal7,6.43,4.53,8.24,0.59,0.62,1.86,2.24,6.4,0.605,2.05,-2.90270457,-1.276508623,0.133720766,0.412793276,0.003607445
ENSMUSG00000017817.11,Jph2,10.23,5.41,9,0.61,2.18,2.47,2.68,8.213333333,1.395,2.575,-2.187651009,-1.315923374,0.219508543,0.401668332,0.00380073
ENSMUSG00000060586.10,H2-Eb1,486.02,229.34,474.4,170.57,106.18,78.5,84.44,396.5866667,138.375,81.47,-1.199292035,-1.952796989,0.435488934,0.258314944,0.003934658
ENSMUSG00000011305.11,Plin5,5,2.8,4.36,0.59,0.56,0.16,0.13,4.053333333,0.575,0.145,-2.322895241,-3.707157414,0.19986597,0.076565729,0.00395109
ENSMUSG00000019368.13,Sec14l4,19.36,31.22,19.92,6.2,8.95,7.74,7.67,23.5,7.575,7.705,-1.341809693,-1.277235483,0.394525459,0.412585355,0.004225727
ENSMUSG00000063611.4,Gm10134,9.27,3.75,7.3,1.11,0,0.86,0.92,6.773333333,0.555,0.89,-3.086564697,-2.465969332,0.117720322,0.180996119,0.00423387
ENSMUSG00000041559.7,Fmod,12.97,6.82,12.79,3.38,3.51,2.57,3.12,10.86,3.445,2.845,-1.347385144,-1.574771432,0.393003715,0.335696306,0.004246675
ENSMUSG00000002104.11,Rapsn,8.37,5.31,7.45,1.16,1.44,1.57,1.57,7.043333333,1.3,1.57,-2.063657489,-1.774028014,0.239208823,0.292391238,0.004720525
ENSMUSG00000008845.9,Cd163,7.47,5.11,8.2,2.04,2.72,0.98,0.68,6.926666667,2.38,0.83,-1.221946576,-2.58668694,0.428703893,0.166467571,0.004882332
ENSMUSG00000031016.8,Wee1,9.08,9.19,9.23,1.28,3.13,2.37,2.79,9.166666667,2.205,2.58,-1.724183539,-1.469208472,0.302669763,0.361180404,0.004946941
ENSMUSG00000107689.1,RP23-281H4.12,24.82,12.26,29.58,4.08,2.59,9.44,6.58,22.22,3.335,8.01,-2.414707311,-1.139512876,0.187542918,0.453912815,0.005109515
ENSMUSG00000018845.14,Unc45b,10.99,8.61,8.17,1.61,3.36,2.33,2.44,9.256666667,2.485,2.385,-1.573676235,-1.591544799,0.335951241,0.331815964,0.005158959
ENSMUSG00000051456.4,Hspb3,8.19,5.48,7.7,1.36,0.59,2.35,2.44,7.123333333,0.975,2.395,-2.455984608,-1.214260654,0.182253117,0.430993897,0.005170631
ENSMUSG00000039873.4,Neurl2,10.34,7.15,9,2.71,1.68,2.84,1.8,8.83,2.195,2.32,-1.677061196,-1.562523926,0.312719005,0.338558272,0.005429498
ENSMUSG00000021768.15,Dusp13,11.42,5.57,13.74,0.55,2.48,2.48,2.35,10.24333333,1.515,2.415,-2.391180716,-1.718260059,0.190626327,0.303915032,0.005493405
ENSMUSG00000040751.12,Lat2,9.19,6.91,8.5,2.49,2,2.22,1.28,8.2,2.245,1.75,-1.541162503,-1.842745964,0.343608468,0.278790641,0.005655607
ENSMUSG00000025453.16,Nnt,9.65,7.49,11.67,1.88,2.94,2.77,3.04,9.603333333,2.41,2.905,-1.66809546,-1.370872485,0.314668472,0.386657343,0.005682452
ENSMUSG00000082902.3,Ccl19-ps1,4.81,3.48,7.72,0.93,0.65,1.03,0,5.336666667,0.79,0.515,-2.316933201,-2.806121525,0.200693639,0.142979327,0.005728512
ENSMUSG00000049103.13,Ccr2,7.17,4.32,8.42,2.36,2.38,0.63,0.89,6.636666667,2.37,0.76,-1.167271282,-2.637614988,0.445262716,0.160693671,0.00590552
ENSMUSG00000022043.18,Trim35,19.95,13.08,19.07,4.6,9.12,6.7,6.7,17.36666667,6.86,6.7,-1.048194432,-1.041015687,0.483572989,0.48598521,0.006308098
ENSMUSG00000028600.15,Podn,8.97,5.7,7.6,2.53,3.11,1,1.1,7.423333333,2.82,1.05,-1.08563833,-2.381904211,0.471183743,0.191856,0.006315661
ENSMUSG00000055632.17,Hmcn2,5.46,3.73,5.74,0.8,0.76,0.65,0.61,4.976666667,0.78,0.63,-2.234866228,-2.465126346,0.212440947,0.181101908,0.00646272
ENSMUSG00000030798.13,Cd37,13.83,7.37,11.81,4.66,3.62,2.52,3.09,11.00333333,4.14,2.805,-1.10866499,-1.613097221,0.463722943,0.326895807,0.00650387
ENSMUSG00000021373.15,Cap2,6.9,4.19,8.67,0.78,1.01,1.76,2.34,6.586666667,0.895,2.05,-2.455206083,-1.317104841,0.182351493,0.401339528,0.006536909
ENSMUSG00000019122.8,Ccl9,28.12,9.19,20.86,8.31,7.35,1.29,2.15,19.39,7.83,1.72,-1.016177178,-3.092833423,0.494424734,0.11720992,0.006809091
ENSMUSG00000041329.13,Atp1b2,9.28,5.86,10,1.12,1.97,3.48,2.86,8.38,1.545,3.17,-2.079521617,-1.05585134,0.23659285,0.48101329,0.006899564
ENSMUSG00000059606.3,Rnase2b,58.04,173.25,60.81,14.62,11.09,16.84,16.49,97.36666667,12.855,16.665,-2.638523944,-2.231176368,0.160592459,0.212984985,0.007045884
ENSMUSG00000021579.4,Lrrc14b,3.7,1.65,2.56,0,0.03,0.1,0.12,2.636666667,0.015,0.11,-4.133266677,-3.323502075,0.056985288,0.09989096,0.00719152
ENSMUSG00000018599.5,Mief2,12.12,6.87,10.36,1.34,3.26,3.46,3.75,9.783333333,2.3,3.605,-1.758789425,-1.096231216,0.295496014,0.46773678,0.007295792
ENSMUSG00000000214.10,Th,3.46,2.53,3.67,0.14,0.12,0.22,0.28,3.22,0.13,0.25,-3.495821087,-2.89353047,0.088644745,0.134573806,0.007398346
ENSMUSG00000039345.15,Mettl22,24.9,15.08,18.85,3.67,8.9,5.64,8.86,19.61,6.285,7.25,-1.346466423,-1.103029394,0.393254063,0.465537925,0.007502179
ENSMUSG00000103711.1,Tstd1,12.4,5.78,5.7,1.74,2.04,1.49,1.78,7.96,1.89,1.635,-1.734203604,-1.892580655,0.30057489,0.269324867,0.008005357
ENSMUSG00000032942.14,Ucp3,7.08,4.48,7.2,0.94,1.13,1.33,1.72,6.253333333,1.035,1.525,-2.194667072,-1.645069372,0.218443628,0.319731021,0.00812525
ENSMUSG00000094834.1,Gm25472,51.53,148.56,39.42,0,0,19.51,15.85,79.83666667,0,17.68,-9.169053685,-1.858767101,0.00173716,0.275711796,0.008333919
ENSMUSG00000037736.18,Limch1,15.63,10.25,13.88,5.5,5.26,4.6,3.6,13.25333333,5.38,4.1,-1.005032689,-1.348354436,0.498258842,0.39273976,0.008389042
ENSMUSG00000015665.8,Awat1,39.84,73.96,35.66,15.09,12.83,14,13.37,49.82,13.96,13.685,-1.54976475,-1.540204663,0.341565756,0.343836674,0.008573621
ENSMUSG00000036278.6,Macrod1,40.36,18.18,35,10.9,9.83,8.94,11.23,31.18,10.365,10.085,-1.296792123,-1.296987195,0.407030237,0.406975205,0.009293551
ENSMUSG00000038663.7,Fsd2,6.8,5.21,7.34,1.13,1.34,1.63,1.5,6.45,1.235,1.565,-2.007114922,-1.653954657,0.248770113,0.317767909,0.009796555
ENSMUSG00000040197.4,Cd209e,6.81,2.02,9.03,1.02,0.88,0.52,0.33,5.953333333,0.95,0.425,-2.236073972,-3.183536842,0.212263178,0.110067707,0.010078543
ENSMUSG00000069862.6,Rps12-ps9,16.39,11.57,6.19,2.37,2.37,3.49,2.72,11.38333333,2.37,3.105,-1.933164322,-1.520373284,0.261854205,0.348595709,0.010260549
ENSMUSG00000026308.8,Klhl30,4.6,2.8,4.85,0.33,0.23,0.97,0.67,4.083333333,0.28,0.82,-3.137407299,-1.859451186,0.113643943,0.275581092,0.010499721
ENSMUSG00000105245.1,Gm43076,4.38,2.26,4.84,0.44,1.35,0.2,0.09,3.826666667,0.895,0.145,-1.693257824,-3.62698735,0.309227853,0.080940897,0.01052006
ENSMUSG00000090527.2,Gm5538,5.68,13.65,5.73,1.12,0.81,2,1.44,8.353333333,0.965,1.72,-2.695072967,-1.892557734,0.154419519,0.269329146,0.010542657
ENSMUSG00000062866.15,Phactr2,13.7,13.39,15.13,3.07,7.11,5.13,5.69,14.07333333,5.09,5.41,-1.169927379,-1.043634546,0.444443712,0.485103823,0.010578934
ENSMUSG00000071005.7,Ccl19,59.39,20.51,45.93,17.6,11.85,5.64,8.78,41.94333333,14.725,7.21,-1.217217677,-2.199634431,0.430111414,0.217692796,0.011585085
ENSMUSG00000064179.13,Tnnt1,13.23,7.46,10.1,3.96,2.46,3.32,3.44,10.26333333,3.21,3.38,-1.365347658,-1.254445121,0.388140893,0.419154749,0.012585897
ENSMUSG00000082815.1,Gm5678,8.59,5.76,7.81,2.2,1.42,1.9,2.09,7.386666667,1.81,1.995,-1.687011169,-1.516393578,0.310569666,0.349558646,0.013144383
ENSMUSG00000070424.11,Art5,6.23,3.94,4.68,0.31,0.76,1.85,0.98,4.95,0.535,1.415,-2.688576663,-1.416518274,0.155116422,0.3746153,0.013591025
ENSMUSG00000042717.5,Ppp1r3a,4.31,3.42,5.1,0.2,0.32,1.28,1.48,4.276666667,0.26,1.38,-3.276880846,-1.245262786,0.103171697,0.421831055,0.01370151
ENSMUSG00000013936.12,Myl2,2.75,4.27,1.83,0.93,0,0,0,2.95,0.465,0,-2.132819793,-4.463919,0.228011771,0.045313383,0.013914058
ENSMUSG00000027075.16,Slc43a1,6.28,4.64,7.35,1.86,2.22,0.65,1.15,6.09,2.04,0.9,-1.251472399,-2.301503995,0.420019321,0.202851518,0.013970915
ENSMUSG00000026630.9,Batf3,5.93,2.56,6.12,1.92,1.53,0.51,0.31,4.87,1.725,0.41,-1.164995243,-2.941984365,0.44596573,0.13012911,0.014187927
ENSMUSG00000036052.14,Dnajb5,8.56,5.99,10.53,1.54,2.45,3.03,2.88,8.36,1.995,2.955,-1.730136335,-1.150210866,0.301423471,0.450559372,0.014200961
ENSMUSG00000090799.1,Klhl33,3.49,2.17,3.95,0.12,0.43,0.23,0.31,3.203333333,0.275,0.27,-2.818677861,-2.80880281,0.141740322,0.142713843,0.014365454
ENSMUSG00000094969.1,Gm22420,43.4,46.84,17.42,2.65,9.73,11.25,11.2,35.88666667,6.19,11.225,-2.238569077,-1.349182842,0.211896391,0.39251431,0.014521849
ENSMUSG00000036570.14,Fxyd1,390.49,188.75,356.7,146.73,102.63,106.6,105.98,311.98,124.68,106.29,-1.009962208,-1.223487732,0.496559255,0.428246176,0.01492015
ENSMUSG00000060560.8,Ces4a,6.07,18.64,7.04,1.37,0.69,1.28,1.71,10.58333333,1.03,1.495,-2.947228088,-2.41807872,0.129656992,0.187105164,0.015113983
ENSMUSG00000083929.3,Gm10600,3.7,2.98,3.91,0.26,0,1.16,0.66,3.53,0.13,0.91,-3.623139015,-1.523876407,0.081157092,0.347750283,0.015693648
ENSMUSG00000054263.11,Lifr,12.46,11,12.56,3.06,6.23,3.98,4.09,12.00666667,4.645,4.035,-1.071882394,-1.230021218,0.475697915,0.426311176,0.015832779
ENSMUSG00000024210.2,Ip6k3,5.67,3.08,4.83,0.47,0.57,0.91,1.21,4.526666667,0.52,1.06,-2.596968513,-1.67293401,0.165285433,0.313614896,0.016137457
ENSMUSG00000006435.15,Neurl1a,6.53,3.15,4.95,0.58,0.6,1.58,1.13,4.876666667,0.59,1.355,-2.550510845,-1.453406754,0.17069458,0.365158127,0.016710807
ENSMUSG00000067597.5,Dgat2l6,2.25,7.52,1.95,0.28,0.09,0.27,0.26,3.906666667,0.185,0.265,-3.472269023,-3.103250179,0.090103751,0.116366671,0.018071076
ENSMUSG00000022747.16,St3gal6,11.37,8.22,14.76,2.75,5.84,3.74,4.1,11.45,4.295,3.92,-1.114237781,-1.202814152,0.461935145,0.434427052,0.018416694
ENSMUSG00000085888.7,Gm12224,3.89,2.85,4.67,0.15,0.19,1.5,1.3,3.803333333,0.17,1.4,-3.508866724,-1.062512512,0.087846784,0.478797488,0.018821327
ENSMUSG00000055692.18,Tmem191c,5.92,6.33,6.23,1.45,2.77,0.83,1.26,6.16,2.11,1.045,-1.221504672,-2.12447827,0.428835227,0.229333931,0.019002807
ENSMUSG00000046480.5,Scn4b,6.39,3.92,6.96,0.44,1.31,1.93,2.24,5.756666667,0.875,2.085,-2.294073652,-1.103952462,0.203898964,0.465240159,0.019924657
