Gene_ID,Gene_Name,CRT1,CRT2,CRT3,VRT2,VRT1,DRT2,DRT1,Average(CRT),Average(VRT),Average(DRT),logFC.VRT,logFC.DRT,relative.VRT,relative.DRT,PValue
ENSMUSG00000091659.1,Gm17099,18.82,14.3,13.99,37.85,26.67,43.21,49.23,15.70333333,32.26,46.22,1.318320417,1.868357483,2.493756181,3.651166559,0.000250448
ENSMUSG00000053897.15,Slc39a8,15.51,25,17.76,29.67,49.91,57.01,56.72,19.42333333,39.79,56.865,1.299731109,1.861063607,2.461829945,3.632753831,0.000251389
ENSMUSG00000018648.15,Dusp14,172.71,233.18,167.31,429.82,535.66,360.88,364.69,191.0666667,482.74,362.785,1.607082617,1.239292652,3.046351926,2.360827534,0.000273135
ENSMUSG00000104806.1,Gm42566,65.46,73.42,59.69,202.68,142.11,167.84,184.62,66.19,172.395,176.23,1.68089627,1.727841641,3.206270778,3.312319045,0.000275387
ENSMUSG00000049548.8,Krt82,17.85,30.36,14.75,57.24,67.5,58.8,61.78,20.98666667,62.37,60.29,1.840951854,1.832735517,3.582463125,3.562118516,0.000277694
ENSMUSG00000021469.9,Msx2,17.61,28.7,16.19,47.34,50.73,53.25,56.31,20.83333333,49.035,54.78,1.508131546,1.705934594,2.844414166,3.262402065,0.00027936
ENSMUSG00000045319.13,Proser2,15.1,18.09,14.53,25.1,36.63,25.85,25.36,15.90666667,30.865,25.605,1.225854065,1.00037572,2.338938722,2.000520926,0.000280549
ENSMUSG00000055717.13,Slain1,1.05,2.19,1.53,5.14,7.35,6.64,8.38,1.59,6.245,7.51,2.158099954,2.459701895,4.463266506,5.501030474,0.000294996
ENSMUSG00000027368.6,Dusp2,31.85,48.06,27.11,105.03,95.34,94.88,108.84,35.67333333,100.185,101.86,1.771294741,1.824436922,3.413601717,3.541687501,0.000297077
ENSMUSG00000089235.1,Gm23119,0,0,0,5.07,6.12,3.62,1.93,0,5.595,2.775,5.629725822,4.686262907,49.51266922,25.74575917,0.000301257
ENSMUSG00000010064.15,Slc38a3,6.66,6.68,6.47,8.99,16,14.82,16.63,6.603333333,12.495,15.725,1.181681377,1.552000957,2.26840993,2.93223546,0.000304107
ENSMUSG00000078253.3,Krtap16-1,71.31,107.24,69.98,215.16,345.58,141.97,146.1,82.84333333,280.37,144.035,2.014258391,1.110592807,4.039728653,2.15934357,0.000305583
ENSMUSG00000042109.7,Csdc2,17.29,23.15,16.84,32.73,60.27,50.26,51.22,19.09333333,46.5,50.74,1.546437268,1.72185335,2.920949201,3.298598876,0.00031027
ENSMUSG00000032316.7,Clk3,45.72,48.5,45.11,62.37,95.66,76.87,74.96,46.44333333,79.015,75.915,1.033283772,1.02639128,2.046677473,2.036922768,0.000312133
ENSMUSG00000067613.5,5430421N21Rik,637.54,987.84,561.67,2694.29,2574.72,2154.03,2195.42,729.0166667,2634.505,2174.725,2.13491881,1.887940426,4.392124073,3.701064879,0.000312139
ENSMUSG00000025499.17,Hras,125.56,122.33,122.18,223.46,198.05,215.88,220.77,123.3566667,210.755,218.325,1.065065198,1.142638534,2.092264431,2.207844452,0.000320282
ENSMUSG00000047109.12,Cldn14,6.47,9.27,5.34,24.72,19.71,18.58,17.83,7.026666667,22.215,18.205,1.921622708,1.673872964,3.788489392,3.190699991,0.000335315
ENSMUSG00000054083.7,Capn12,12.59,21.13,11.17,29.67,52.56,53.35,51.29,14.96333333,41.115,52.32,1.719472111,2.114531751,3.293158866,4.330494425,0.000339358
ENSMUSG00000031610.3,Scrg1,6.89,9.41,6.65,25.76,17.98,25.13,23.17,7.65,21.87,24.15,1.779984355,1.959183545,3.434224504,3.88841862,0.00035088
ENSMUSG00000003411.10,Rab3b,7.11,6.85,7.65,16.37,17.55,12.47,11.51,7.203333333,16.96,11.99,1.497601739,1.041140262,2.8237292,2.057853475,0.000357727
ENSMUSG00000051879.3,Krt71,2471.08,3232.51,2369.58,5335.11,7845.35,6054.54,5702.54,2691.056667,6590.23,5878.54,1.553676805,1.442894798,2.93564355,2.718658231,0.000364538
ENSMUSG00000046095.5,Krt32,99.83,143.35,87.35,272.08,348.71,260.39,248.42,110.1766667,310.395,254.405,1.761056009,1.520352444,3.389461325,2.8686112,0.00036612
ENSMUSG00000001021.12,S100a3,1393.5,2451.05,1373.35,6719.57,6358.07,5959.68,5828.95,1739.3,6538.82,5894.315,2.191107256,2.070974526,4.566558312,4.201703985,0.000386309
ENSMUSG00000028771.13,Ptpn12,15.65,29.28,25.6,38.88,46.45,57.47,63.65,23.51,42.665,60.56,1.132490331,1.677215384,2.192368529,3.198100738,0.000386782
ENSMUSG00000043485.2,Krt34,151.72,221.67,145.04,642.85,480.98,483.33,488.26,172.81,561.915,485.795,1.996731917,1.803853392,3.990949205,3.491515536,0.000411127
ENSMUSG00000071561.2,BC100530,2.92,3.06,1.96,23.17,13.48,4.44,5.67,2.646666667,18.325,5.055,3.007885502,1.211072626,8.043846226,2.315096974,0.000435795
ENSMUSG00000027579.6,Srms,4.27,4.92,4.43,7.61,16.91,15.68,15.45,4.54,12.26,15.565,1.681106765,2.064370048,3.20673862,4.18251307,0.00043869
ENSMUSG00000106106.2,Rn18s-rs5,1559.86,1301.96,1389.34,4680.72,2114.55,10335.4,7212.24,1417.053333,3397.635,8773.82,1.591968408,2.955904003,3.014603805,7.759178967,0.000440954
ENSMUSG00000024511.15,Rab27b,12.02,13.68,10.99,16.22,24.5,21.05,22.91,12.23,20.36,21.98,1.004874588,1.156649996,2.006769044,2.229391513,0.000443143
ENSMUSG00000104498.1,Gm37110,13.29,14.73,10.63,17.74,26.03,24.74,23.92,12.88333333,21.885,24.33,1.034194121,1.228348357,2.047969346,2.342986038,0.000457634
ENSMUSG00000107535.1,RP23-42H18.6,13.29,14.73,10.63,17.74,26.03,24.74,23.92,12.88333333,21.885,24.33,1.034194121,1.228348357,2.047969346,2.342986038,0.000457634
ENSMUSG00000001655.6,Hoxc13,20.78,34.95,21.83,52.26,58.91,60.36,58.36,25.85333333,55.585,59.36,1.37742232,1.511868727,2.598037618,2.851791935,0.000458992
ENSMUSG00000020589.16,Fam49a,7.3,11.42,8.52,14.16,25.55,24.26,24.96,9.08,19.855,24.61,1.391711266,1.742867517,2.623897322,3.346997601,0.000462015
ENSMUSG00000071562.5,Stfa1,3.23,3.6,1.36,16.15,11.82,5.61,6.48,2.73,13.985,6.045,2.577146556,1.421458944,5.967582294,2.678562471,0.00048287
ENSMUSG00000069722.4,Krtap3-3,809.88,1074.92,788.22,3071.17,2238.68,2051.54,1979.5,891.0066667,2654.925,2015.52,1.87461699,1.492806582,3.667042509,2.814359412,0.00050189
ENSMUSG00000034248.7,Slc25a37,9.27,13.38,9.48,14.37,28.96,31.42,32.11,10.71,21.665,31.765,1.280516032,1.874635937,2.429258526,3.667090667,0.000502688
ENSMUSG00000039770.5,Ypel5,47.01,53.62,50.36,68.06,108.55,82.74,82.51,50.33,88.305,82.625,1.075242209,1.032208419,2.107075792,2.045152493,0.000507787
ENSMUSG00000026019.15,Wdr12,13.25,15.18,12.01,19.4,29.04,20.92,23.36,13.48,24.22,22.14,1.114759451,1.028073865,2.165588979,2.039299774,0.000522492
ENSMUSG00000047564.4,Krtap3-1,1880.93,2289.8,1677.32,7410.17,4979.65,4311.48,4196.24,1949.35,6194.91,4253.86,1.972804673,1.441767512,3.92530477,2.716534768,0.000534022
ENSMUSG00000044243.3,Bhlha9,7.36,14.24,7.69,39.23,31.43,19.82,22.77,9.763333333,35.33,21.295,2.123132796,1.431399281,4.356389035,2.697081806,0.00054852
ENSMUSG00000032322.14,Pstpip1,6.66,7.37,8.27,14.7,14.83,15.44,14.88,7.433333333,14.765,15.16,1.254756861,1.332232216,2.386269292,2.517919598,0.000553866
ENSMUSG00000051481.5,Krtap31-2,22.26,39.65,17.82,84.78,91.37,62.87,69.38,26.57666667,88.075,66.125,2.000958974,1.625156694,4.002659725,3.084756673,0.000564037
ENSMUSG00000078252.1,Krtap17-1,227.67,320.38,222.91,715.62,631.04,460.6,468.16,256.9866667,673.33,464.38,1.677540441,1.167237494,3.198821392,2.245812515,0.000602654
ENSMUSG00000052316.9,Lrrc15,89.26,76.65,86.4,132.29,254.19,158.26,161.18,84.10333333,193.24,159.72,1.455566106,1.245450252,2.742641596,2.370925371,0.000618743
ENSMUSG00000047641.7,Krt83,212.69,325.83,197.73,546.64,729.91,602.06,623.38,245.4166667,638.275,612.72,1.642764766,1.631531891,3.122636778,3.098418222,0.000624455
ENSMUSG00000035592.2,Krt33a,476.27,810.76,436.59,2039.69,1850.53,1748.64,1776.39,574.54,1945.11,1762.515,2.042213038,1.926937514,4.118768494,3.80247171,0.000640392
ENSMUSG00000067596.3,Krt74,1.82,3.18,2.44,2.21,6.98,11.62,11.1,2.48,4.595,11.36,1.125782881,2.450788923,2.182199319,5.467149866,0.000671438
ENSMUSG00000091212.1,Krtap11-1,363.07,637.4,323.94,1586.27,1524,1371.43,1433.37,441.47,1555.135,1402.4,2.095606699,1.976248424,4.27405863,3.93468577,0.0006889
ENSMUSG00000030205.15,Gprc5d,258.04,484.11,264.64,1083.37,1217.37,994.3,962.99,335.5966667,1150.37,978.645,2.047575697,1.853492208,4.134106907,3.613738739,0.000708105
ENSMUSG00000028132.15,Tmem56,9.25,14.49,9.26,22.1,23.67,19.42,20.25,11,22.885,19.835,1.325791777,1.1601447,2.506704224,2.234798412,0.000716251
ENSMUSG00000050239.2,Krtap24-1,21.11,41.8,22.66,73.54,99.08,60.94,64.2,28.52333333,86.31,62.57,1.862246519,1.444368965,3.635733664,2.721437616,0.000723543
ENSMUSG00000029999.14,Tgfa,14.75,16.92,16.95,24.21,57.18,46.88,49.95,16.20666667,40.695,48.415,1.587470875,1.889639633,3.005220555,3.705426563,0.000756403
ENSMUSG00000020327.3,Fgf22,20.3,30.8,20.61,61.94,54.24,43.97,37.37,23.90333333,58.09,40.67,1.560602399,1.081365433,2.949769857,2.116037849,0.000759902
ENSMUSG00000031936.9,Hephl1,3.26,5.09,3.48,5.59,10.19,10.9,11.84,3.943333333,7.89,11.37,1.250555895,1.81179716,2.37933085,3.510793545,0.000778256
ENSMUSG00000102712.1,Gm37758,186.09,203.29,205.24,389.5,317.59,342.57,401.6,198.2066667,353.545,372.085,1.131480979,1.225589062,2.19083522,2.33850913,0.000779642
ENSMUSG00000027403.12,Tgm6,6.54,7.43,6.59,8.82,18.32,17.19,17.58,6.853333333,13.57,17.385,1.246433279,1.643293911,2.372541428,3.123782293,0.00079121
ENSMUSG00000024409.8,Psors1c2,412.62,711.9,397.05,1837.31,1526.12,1412.36,1474.12,507.19,1681.715,1443.24,2.017055123,1.818340747,4.047567452,3.526753509,0.000841784
ENSMUSG00000025227.14,Tmem180,7.16,9.21,6.97,17.76,14.64,13.62,14.54,7.78,16.2,14.08,1.323744398,1.161613987,2.503149396,2.237075562,0.00084483
ENSMUSG00000026241.5,Nppc,6.67,9.47,6.79,15.09,11.47,17.38,18.62,7.643333333,13.28,18,1.064368641,1.53852804,2.091254495,2.904979614,0.000905447
ENSMUSG00000030484.5,Lypd5,188.27,199.58,186.86,293.15,552.63,360.05,344.89,191.57,422.89,352.47,1.395124111,1.198411198,2.630111771,2.29486804,0.000913982
ENSMUSG00000105017.1,Gm43107,10.47,22.87,17.46,41.3,31.43,48.59,54.08,16.93333333,36.365,51.335,1.380733886,1.909666437,2.604008009,3.757222196,0.000936476
ENSMUSG00000106511.1,Gm43521,10.47,22.87,17.46,41.3,31.43,48.59,54.08,16.93333333,36.365,51.335,1.380733886,1.909666437,2.604008009,3.757222196,0.000936476
ENSMUSG00000021994.14,Wnt5a,7.63,11.55,8.97,11.59,21.12,21.87,22.17,9.383333333,16.355,22.02,1.067638236,1.536580265,2.095999301,2.901060264,0.000959148
ENSMUSG00000075707.5,Dio3,2.55,3.68,1.58,9.59,6.72,8.54,9.49,2.603333333,8.155,9.015,1.872164177,2.054488015,3.660813245,4.153961988,0.000967054
ENSMUSG00000039508.5,Fam26d,11.21,18.53,11.21,20.1,57.47,60.11,63.29,13.65,38.785,61.7,1.759539344,2.483058895,3.385899952,5.590816117,0.000982729
ENSMUSG00000040055.8,Gjb6,12.15,20.84,12.66,23.36,34.01,32.78,36.68,15.21666667,28.685,34.73,1.183329806,1.500868493,2.271003306,2.830130331,0.001008787
ENSMUSG00000064702.1,Gm24950,2.69,2.5,2.29,16.96,8.73,11.88,10.27,2.493333333,12.845,11.075,2.580518887,2.407238626,5.981547961,5.30458036,0.001022335
ENSMUSG00000065251.1,Gm23971,2.69,2.5,2.29,16.96,8.73,11.88,10.27,2.493333333,12.845,11.075,2.580518887,2.407238626,5.981547961,5.30458036,0.001022335
ENSMUSG00000065767.1,Gm23849,2.69,2.5,2.29,16.96,8.73,11.88,10.27,2.493333333,12.845,11.075,2.580518887,2.407238626,5.981547961,5.30458036,0.001022335
ENSMUSG00000065944.1,Rnu2-10,2.69,2.5,2.29,16.96,8.73,11.88,10.27,2.493333333,12.845,11.075,2.580518887,2.407238626,5.981547961,5.30458036,0.001022335
ENSMUSG00000021678.8,F2rl1,10.77,9.95,10.66,12.27,23.78,21.21,21.63,10.46,18.025,21.42,1.052220476,1.342779091,2.073719089,2.536394389,0.001022384
ENSMUSG00000078270.3,Gm14193,58.62,43.55,53.88,255.81,128.36,101.35,99.15,52.01666667,192.085,100.25,2.203379746,1.267261036,4.605570083,2.407041534,0.001072263
ENSMUSG00000048706.3,Lurap1l,12.72,15.71,10.36,18.27,24.77,21.43,22.12,12.93,21.52,21.775,1.005400199,1.063657324,2.007500294,2.090223662,0.001115937
ENSMUSG00000006345.10,Ggt1,6.05,13.2,7.31,14.34,22.61,25.32,25.32,8.853333333,18.475,25.32,1.324979134,1.819374563,2.505292642,3.529281639,0.00113674
ENSMUSG00000032537.14,Ephb1,3.16,2.75,2.57,5.63,9.84,8.31,8.98,2.826666667,7.735,8.645,1.683507786,1.88191947,3.212079912,3.685651008,0.00114215
ENSMUSG00000093954.8,Gm16867,1.55,1.72,0.77,6.7,4.29,6.03,6.18,1.346666667,5.495,6.105,2.195904903,2.384465348,4.581769569,5.221503741,0.001164221
ENSMUSG00000067615.3,Krt81,502.99,786.34,471.91,1946.02,1469.59,1399.08,1511.41,587.08,1707.805,1455.245,1.834888517,1.620463325,3.567438396,3.074737663,0.001169424
ENSMUSG00000022180.6,Slc7a8,12.08,12.1,12.19,15.71,30.21,22.56,23.54,12.12333333,22.96,23.05,1.188007847,1.237650464,2.278379146,2.358141785,0.001187314
ENSMUSG00000070335.4,Krtap9-1,184.06,263.03,175.37,657.47,481.25,371.49,391.72,207.4866667,569.36,381.605,1.753473387,1.191853603,3.37169348,2.284460667,0.001222185
ENSMUSG00000037846.18,Rtkn2,3.12,4.69,2.36,6.14,10.47,9.05,10.11,3.39,8.305,9.58,1.53367036,1.77737938,2.895214744,3.428029157,0.001227324
ENSMUSG00000046490.7,Rnf222,14.35,15.9,14.22,17.99,35.24,29.08,30.76,14.82333333,26.615,29.92,1.111536329,1.32504872,2.160756242,2.505413483,0.001240424
ENSMUSG00000023387.7,Kcnk16,2.61,4.28,2.1,4.11,7.26,10.45,8.99,2.996666667,5.685,9.72,1.16653205,1.96856338,2.244714634,3.913781947,0.001267216
ENSMUSG00000063661.5,Krt73,185.62,317.61,179.25,423.18,801.76,743.32,744.27,227.4933333,612.47,743.795,1.672920103,2.019288377,3.188593315,4.053837833,0.001325086
ENSMUSG00000044164.2,Rnf182,2.76,3.39,2.53,8.74,4.72,9.49,10.29,2.893333333,6.73,9.89,1.454460563,2.041611689,2.740540704,4.117052052,0.001342388
ENSMUSG00000024136.14,Dnase1l2,79.9,115.07,70,170.36,180.72,169.02,181.2,88.32333333,175.54,175.11,1.267633337,1.299540719,2.407662774,2.461505084,0.001352168
ENSMUSG00000035158.15,Mitf,7.67,8.61,7.04,9.36,18.28,15.8,17.5,7.773333333,13.82,16.65,1.094340832,1.402980361,2.13515504,2.644473212,0.001364906
ENSMUSG00000098914.1,Gm27747,0,0,0,14.46,39.54,4.01,4.73,0,27,4.37,7.873495477,5.320786882,234.5083492,39.96837137,0.001367588
ENSMUSG00000039062.15,Anpep,55.17,41.76,56.22,64.43,121.12,93.55,102.82,51.05,92.775,98.185,1.122867799,1.263253343,2.177794459,2.40036424,0.001373463
ENSMUSG00000082020.1,Gm14182,10.2,15.73,17.1,29.45,26.51,24.55,25.43,14.34333333,27.98,24.99,1.238036301,1.113317842,2.358772534,2.163426102,0.001392027
ENSMUSG00000017588.2,Krt27,1927.31,2751.95,1813.66,7403.17,4857.97,4888.56,5367.45,2164.306667,6130.57,5128.005,1.805669855,1.55680376,3.495914387,2.942013282,0.001413162
ENSMUSG00000078657.6,Crnn,118.54,208.13,116.13,451.6,416.74,295.01,296.22,147.6,434.17,295.615,1.838170229,1.312136657,3.575562518,2.483090178,0.001415954
ENSMUSG00000034159.12,2310007B03Rik,48.16,77.7,42.66,112.35,147.3,108.23,121.28,56.17333333,129.825,114.755,1.474121764,1.341327889,2.778144739,2.533844322,0.001573836
ENSMUSG00000033857.12,Engase,6.06,7.78,5.73,11.51,22.31,10.3,12.39,6.523333333,16.91,11.345,1.631161485,1.102012183,3.097622819,2.1465387,0.001578103
ENSMUSG00000034295.9,Fhod3,3.48,4.29,3.73,8.27,9.68,9.68,9.99,3.833333333,8.975,9.835,1.473788506,1.644210563,2.777503069,3.125767697,0.001694724
ENSMUSG00000059632.3,Krtap8-1,1935.56,3140.91,1922.73,11838.34,6043.96,6855.06,8540.11,2333.066667,8941.15,7697.585,2.252484945,2.031288116,4.765028837,4.087696589,0.00174997
ENSMUSG00000038775.14,Vill,3.7,3.33,3.04,8.27,12.11,6.5,5.96,3.356666667,10.19,6.23,1.838977204,1.17930979,3.577563077,2.264684047,0.001755086
ENSMUSG00000042532.14,Golga7b,44.24,71.65,41.82,102.18,104.39,115.26,105.54,52.57,103.285,110.4,1.251510367,1.383299161,2.380905512,2.608642349,0.001770569
ENSMUSG00000052560.15,Cpne8,60.73,71.77,58.19,149.16,94.8,142.75,139.73,63.56333333,121.98,141.24,1.24290084,1.467859326,2.366739367,2.766111528,0.001776004
ENSMUSG00000062382.7,Gm10116,6.78,12.76,7.41,17.12,26.48,20.04,16.96,8.983333333,21.8,18.5,1.541714252,1.348554031,2.911402392,2.546567628,0.001799881
ENSMUSG00000078255.1,Krtap9-5,7.26,17.09,7.18,28.75,34.72,19.39,21.76,10.51,31.735,20.575,1.858743911,1.276897616,3.626917455,2.42317335,0.001832682
ENSMUSG00000027800.14,Tm4sf1,305.58,434.38,287.09,817.09,698.15,587.66,654.03,342.35,757.62,620.845,1.43526251,1.170995234,2.704313692,2.251669733,0.00184395
ENSMUSG00000047281.3,Sfn,851.28,905.19,792.26,1135.46,2127.51,1556.79,1530.02,849.5766667,1631.485,1543.405,1.193582719,1.179713805,2.287200307,2.265318343,0.001892463
ENSMUSG00000019312.10,Grb7,16.04,15.24,15.99,18.21,34.58,27.15,26.9,15.75666667,26.395,27.025,1.012999389,1.091934804,2.018102413,2.131597142,0.001952195
ENSMUSG00000107611.1,RP23-100O18.6,3.66,0.93,1.72,4.42,5.93,8.24,7.2,2.103333333,5.175,7.72,1.517543042,2.124098412,2.863030505,4.359305805,0.002093751
ENSMUSG00000053030.11,Spink2,7.11,7.98,5.23,13.5,11.62,11.87,15.36,6.773333333,12.56,13.615,1.155134276,1.30962799,2.227050505,2.478776146,0.002102553
ENSMUSG00000041608.7,Entpd3,1.98,3.21,2.51,3.28,7.73,8.72,8.36,2.566666667,5.505,8.54,1.333760627,1.996835431,2.52058853,3.991235568,0.002163116
ENSMUSG00000042306.11,S100a14,356.04,426.27,364.03,710.85,567.82,634.45,673.19,382.1133333,639.335,653.82,1.038887062,1.091108914,2.054642029,2.130377231,0.00226697
ENSMUSG00000028633.7,Ctps,15.34,26.49,15.38,21.92,54.92,58.87,61.55,19.07,38.42,60.21,1.26858733,1.968965299,2.409255386,3.914872437,0.002284898
ENSMUSG00000055926.2,Gm14137,9.43,9.52,8.43,10.85,23.8,19.33,19.23,9.126666667,17.325,19.28,1.188994965,1.385616083,2.279938588,2.612835111,0.002492312
ENSMUSG00000048582.6,Gja3,3.76,4.87,3.36,6.23,10.6,10.23,9.9,3.996666667,8.415,10.065,1.323557692,1.619065716,2.502825473,3.071760459,0.002688311
ENSMUSG00000017897.18,Eya2,4.94,5.22,3.48,13.16,9.98,7.45,7.75,4.546666667,11.57,7.6,1.598524159,1.038835638,3.028333637,2.054568795,0.002770435
ENSMUSG00000028635.7,Edn2,6.18,4.96,3.53,13.38,8.61,10.95,13.01,4.89,10.995,11.98,1.424243604,1.585688535,2.68373757,3.001510125,0.0027997
ENSMUSG00000048013.9,Krt35,116.01,215.28,103.24,380.82,369.43,355.03,370.59,144.8433333,375.125,362.81,1.650274244,1.63277032,3.138933019,3.101079087,0.00281493
ENSMUSG00000078256.3,Gm11565,161.93,306.36,154.6,595.21,528.49,485.48,534.46,207.63,561.85,509.97,1.718477738,1.60394271,3.290889848,3.039729001,0.002824787
ENSMUSG00000062248.5,Cks2,27.71,39.6,29.51,70.24,48.94,58.78,70.87,32.27333333,59.59,64.825,1.173833853,1.319384212,2.256104438,2.495595672,0.002880536
ENSMUSG00000067614.4,Krt86,324.55,515.34,285.57,1077.9,871.49,641.06,697.37,375.1533333,974.695,669.215,1.667358444,1.145090558,3.176324798,2.211600125,0.002957978
ENSMUSG00000054484.14,Tmem62,6.81,9.95,6.84,9.35,17.54,15.47,16.66,7.866666667,13.445,16.065,1.038128178,1.334694896,2.053561535,2.522221357,0.002983955
ENSMUSG00000060487.5,Samd5,8.86,10.29,8.9,13.22,28.94,17.26,17.6,9.35,21.08,17.43,1.435165771,1.206494055,2.704132362,2.307761375,0.003009088
ENSMUSG00000074506.4,Gm10705,13.15,20.42,14.35,45.52,30.49,27.25,27.3,15.97333333,38.005,27.275,1.529242306,1.084612372,2.886342104,2.120805581,0.003250776
ENSMUSG00000039639.6,Kcne1,9.21,17.53,7.32,27.42,22.92,26.48,29.76,11.35333333,25.17,28.12,1.419261626,1.615575646,2.674485952,3.064338443,0.003282453
ENSMUSG00000093843.1,Gm25939,0,0,0,10.85,5.06,3.09,2.18,0,7.955,2.635,6.128838178,4.614552951,69.9784196,24.49733578,0.003412072
ENSMUSG00000070167.1,Snora57,4.3,8.96,11.8,12.98,20.4,20.66,19.77,8.353333333,16.69,20.215,1.262738894,1.579219527,2.39950845,2.988081561,0.003484991
ENSMUSG00000038903.13,Ccdc68,1.52,2.45,2.53,4.3,5.04,6.84,8.31,2.166666667,4.67,7.575,1.332638615,2.056928164,2.518628983,4.160993873,0.003516394
ENSMUSG00000070334.4,Krtap31-1,83.46,162.77,81.35,324.55,271.45,232.49,264.16,109.1933333,298,248.325,1.733308789,1.49262206,3.324895019,2.813999477,0.003557101
ENSMUSG00000029171.12,Pgm1,23.61,23.45,23.35,26.19,62.79,48.98,48.38,23.47,44.49,48.68,1.183424069,1.367557797,2.271151693,2.580333957,0.003582475
ENSMUSG00000030905.5,Crym,245.08,444.81,231.89,1056.34,736.55,673.06,719.13,307.26,896.445,696.095,1.840577081,1.488269655,3.581532617,2.805522835,0.003613478
ENSMUSG00000036923.12,Stox1,5.43,12.05,7.51,16.39,17.44,14.96,17.26,8.33,16.915,16.11,1.287424601,1.257231235,2.440919305,2.390365506,0.003734622
ENSMUSG00000049670.8,Morn4,5.12,5.34,4.77,7.25,12.32,11.5,10.83,5.076666667,9.785,11.165,1.203595345,1.432515079,2.3031292,2.699168568,0.00373855
ENSMUSG00000087273.1,Gm13203,5.18,7.07,6.31,16.54,10.15,12.85,13.38,6.186666667,13.345,13.115,1.370776812,1.384177087,2.586097758,2.610230274,0.003769732
ENSMUSG00000040428.17,Plekha4,18.13,21.36,14.95,37.47,27.63,28.05,31.1,18.14666667,32.55,29.575,1.122079289,1.018481779,2.176604504,2.025786001,0.003868653
ENSMUSG00000071471.2,Krtap26-1,186.29,343.83,163.14,700.91,613.6,421.66,456.99,231.0866667,657.255,439.325,1.790919149,1.234438092,3.460352833,2.352896878,0.004016319
ENSMUSG00000057440.7,Mpp7,7.01,7.78,6.88,11.91,13.08,13.18,14.21,7.223333333,12.495,13.695,1.05610866,1.227189933,2.079315473,2.341105473,0.004119054
ENSMUSG00000001510.8,Dlx3,45.34,71.69,51.37,59.49,131.29,131.81,132.03,56.13333333,95.39,131.92,1.012201327,1.545845899,2.016986359,2.919752133,0.004235664
ENSMUSG00000083878.3,Gm12034,1.55,0,1.23,2.3,6.69,5.67,7.49,0.926666667,4.495,6.58,2.391530679,2.969651217,5.247137801,7.833468349,0.004489278
ENSMUSG00000097180.5,2700038G22Rik,3.25,3.42,2.24,9.14,6.59,8.19,6.44,2.97,7.865,7.315,1.639625092,1.576212754,3.115848509,2.981860475,0.004634547
ENSMUSG00000025402.12,Nab2,8.85,7.56,8.54,11.03,18,14,14.39,8.316666667,14.515,14.195,1.0694993,1.078946196,2.098704867,2.112492466,0.004760837
ENSMUSG00000106715.3,Tmem265,20.97,29.34,20.83,44.79,34.38,40.19,37.55,23.71333333,39.585,38.87,1.02081743,1.02781957,2.029068303,2.038940351,0.004774889
ENSMUSG00000083798.1,Gm14584,0,0,0,1.42,3.69,1.14,0.98,0,2.555,1.06,4.533170446,3.38576618,23.15369349,10.45242785,0.004869341
ENSMUSG00000086127.1,Gm11934,1.48,3.09,1.97,9.32,4.34,11.62,7.31,2.18,6.83,9.465,1.862152506,2.365806947,3.635496751,5.154408743,0.005030456
ENSMUSG00000031872.13,Bean1,1.11,1.66,1.09,4.18,4.68,5.33,5.41,1.286666667,4.43,5.37,1.951566396,2.26238703,3.867942627,4.797846596,0.005085698
ENSMUSG00000020183.11,Cpm,96.74,120.8,97.14,129.92,358.4,242.64,252.67,104.8933333,244.16,247.655,1.452889819,1.554531046,2.737558546,2.937382303,0.005103934
ENSMUSG00000094655.1,Gm25360,0,2.22,0,12.06,13.63,3.99,15.81,0.74,12.845,9.9,4.160240967,3.82805971,17.87958031,14.20236919,0.005132726
ENSMUSG00000098457.1,Mir8097,11.9,6.34,4.93,34.55,19.15,15.5,20.99,7.723333333,26.85,18.245,2.064050059,1.543366891,4.181585492,2.914739379,0.005386003
ENSMUSG00000068105.10,Tnfrsf13c,1.45,1.32,1.18,3.42,3.98,5.66,5.79,1.316666667,3.7,5.725,1.668967113,2.322889449,3.179868517,5.003332909,0.005439918
ENSMUSG00000054753.9,AU018091,10.07,12.46,9.26,11,32.17,27.31,27.95,10.59666667,21.585,27.63,1.2884041,1.689504821,2.442577097,3.225459766,0.00547941
ENSMUSG00000056605.6,Krt72,286.05,533.23,263.64,772.93,842.74,751.29,791.33,360.9733333,807.835,771.31,1.433465384,1.403356126,2.700947099,2.645162083,0.005581141
ENSMUSG00000029095.17,Ablim2,7.64,5.86,5.09,7.55,14.82,11.68,12.45,6.196666667,11.185,12.065,1.113359697,1.26270185,2.163488867,2.39944684,0.005610232
ENSMUSG00000085111.3,Ascl4,2.38,3.57,2.86,6.56,7.36,8.07,7.52,2.936666667,6.96,7.795,1.481264719,1.682084373,2.791933771,3.208912328,0.005633327
ENSMUSG00000010760.4,Phlda2,4.02,6.92,3.82,14.87,9.64,10,9.99,4.92,12.255,9.995,1.570556282,1.318326506,2.970192182,2.493766705,0.005692532
ENSMUSG00000025332.14,Kdm5c,9.07,7.73,9.7,9.3,26.02,21.68,20.17,8.833333333,17.66,20.925,1.261844457,1.549766278,2.398021272,2.927697055,0.006113293
ENSMUSG00000025329.3,Padi1,6.34,5.28,5.87,6.51,25.62,20.84,19.8,5.83,16.065,20.32,1.713755393,2.095483592,3.280135456,4.273693937,0.006317323
