gene_name,gene_id,CCT1,CCT2,CEA1,CEA2,CMA1,CMA2,CLA1,CLA2,CC1,CC2,CC3,CRT1,CRT2,CRT3
Arfgap1,ENSMUSG00000027575.19,0.866309151,1.011596714,0.695986661,1.698289459,6.584373693,2.674123309,11.9681858,10.04693184,10.24999292,10.72883765,9.627216573,0.997864043,2.705001379,0.9826291
Utp15,ENSMUSG00000041747.2,0.014453408,0.052529529,0.034592088,0,0.200044799,0.188671708,0.663350473,0.610953038,0.761118787,0.562739672,0.520806415,0.083294231,0.145931822,0.092709186
Rpl31-ps10,ENSMUSG00000070667.7,0.269409098,0.401998763,0.588261958,0.837420311,0.960937228,1.198130238,2.698768942,3.276883537,3.185038246,2.536672958,3.026856515,1.112570491,1.263614295,1.512304996
Otulin,ENSMUSG00000046034.7,9.641787299,8.967588037,7.151185052,8.519757203,26.0283596,31.65487635,40.41802195,38.90083783,37.83902957,35.15690066,40.89320457,5.977668161,12.0331445,6.586421368
Nhlrc3,ENSMUSG00000042997.13,749.6249762,673.6446677,783.8253197,769.9857806,1503.93373,1324.044442,2504.513009,2297.209162,2239.220378,2591.025324,2476.673365,230.4350528,494.3740903,208.6838953
Dusp5,ENSMUSG00000034765.6,2.831450774,4.946044607,4.074367624,4.738458469,28.9147256,34.48009685,45.56312562,45.8326809,43.04750235,45.59863561,43.97675776,8.159873257,16.55853214,6.417291992
Slc25a44,ENSMUSG00000050144.13,186.2406183,170.8757213,372.6473233,347.1036577,985.9398285,709.4933425,1313.625592,1312.456085,1119.845404,1191.680699,1258.038722,166.6130081,322.0262443,146.0252198
Nptx1,ENSMUSG00000025582.4,9.389756066,8.924866229,11.91234764,9.78190587,29.05809546,21.4850147,38.05385923,46.45180535,41.95184866,39.79455494,44.3181539,13.45416629,14.90794464,10.83645358
CK137956,ENSMUSG00000028813.2,401.5684391,395.7540415,462.4622969,524.8563045,1114.365696,890.6197118,1798.423073,1596.17452,1507.975127,1592.376517,1656.762618,219.3028765,416.3296812,207.9157583
Pcdhb3,ENSMUSG00000045498.1,0.108052952,0.069540621,0.245511403,0.072176727,7.936506701,8.855869391,21.39841563,25.79080443,17.08921077,17.37564952,16.12079878,2.67906109,4.195451313,2.508061678
Zkscan2,ENSMUSG00000030757.13,1.357595231,1.247151188,1.207135197,1.362903071,1.467541845,1.418518498,2.622049063,2.58560232,2.867817856,2.721238576,3.087883064,0.505589998,0.821654683,0.600981519
Zfp316,ENSMUSG00000046658.16,605.0593072,569.0246463,591.2339644,619.8171597,714.8158317,616.1742063,1188.616029,1224.496063,1329.893521,1397.53958,1381.139437,166.0362049,297.3741274,160.6814829
Slc30a6,ENSMUSG00000024069.12,19.16063174,14.41298086,22.69867809,20.19997072,84.07126488,79.04246996,87.66165423,87.21551833,90.28277816,93.10396729,95.56473692,17.7241298,28.52210928,15.69519486
Ccdc141,ENSMUSG00000044033.16,24.88352888,25.01219779,32.32008052,41.16191376,113.3705585,78.79126813,155.9712729,159.7061284,132.3221294,133.1955884,140.8521873,26.12382988,32.48015052,22.61025688
Hmgn3,ENSMUSG00000066456.14,0.082388606,0.042671646,0.161504788,0.091185216,0.729457579,0.611599458,0.63464759,0.777342374,0.999443343,0.648837325,0.730405026,0.137531957,0.193231689,0.021386011
Gm5595,ENSMUSG00000069727.5,229.7978325,238.9783842,337.3144161,350.9426656,500.6233203,421.5874262,684.0093391,643.441074,650.6466972,671.0133326,702.7011212,48.84802497,117.8039167,43.84849808
Tubgcp5,ENSMUSG00000033790.11,2.78E-17,2.78E-17,2.78E-17,2.78E-17,0.182542983,0.708549547,3.20316186,4.170855488,2.983409228,3.587893228,2.619120722,1.542509714,1.38269048,0.652371853
Pck2,ENSMUSG00000040618.6,0.594454253,0.706242683,0.617116902,0.790847527,3.543463457,3.317248855,4.541840688,5.103450373,3.792460057,4.694554165,4.320175063,0.799556208,1.206606982,0.905479833
D7Ertd443e,ENSMUSG00000030994.15,3.716416638,3.348144452,4.763801717,3.539015946,20.2062814,28.0221874,27.43482196,26.73712418,28.78512805,28.84544367,30.45779076,12.45449974,16.92138752,12.29210838
Spaca3,ENSMUSG00000053184.15,10.50869726,9.009615892,22.30145912,21.11052559,330.3970203,325.6667798,536.409754,537.953984,417.0304386,445.1094475,452.3442251,144.7189856,286.9836952,138.4366857
Elovl5,ENSMUSG00000032349.13,4.420591678,4.698819929,7.02914034,7.441717044,27.49013156,18.74465652,32.18151963,32.69053887,30.85987894,30.93818055,30.72992335,4.741183483,11.36909857,6.706199516
Arl6ip6,ENSMUSG00000026960.6,3.736950223,3.893199529,3.602405046,4.897655634,5.756116192,5.535886423,12.7902808,14.75541112,13.12479751,13.42552234,12.77315929,2.683386619,3.795618668,3.209762991
Mro,ENSMUSG00000064036.15,401.3613442,389.8760153,674.8493389,635.1114232,2331.724649,1829.778376,3002.107379,3046.645595,2451.589527,2453.002041,2556.812567,325.1702505,596.273676,290.6124721
Cage1,ENSMUSG00000044566.15,30.3106324,27.71987098,50.46164638,51.74761563,84.29973339,64.99627035,96.9989991,106.5781458,106.3770253,99.11368288,107.2117396,18.28074464,25.15906413,14.98014454
Kctd1,ENSMUSG00000036225.14,4.475273005,3.438128602,4.662804102,4.393470007,6.254041711,4.770600642,13.12478287,14.76510644,12.80106571,14.16208601,13.12827654,4.444832699,3.717496703,4.324167294
Sdcbp,ENSMUSG00000028249.15,159.8802062,171.7088396,312.7365368,290.2384677,1316.144711,1134.48101,1523.778776,1632.530211,1437.326756,1270.815492,1397.749127,230.8558615,453.0438935,237.4319131
Fam63a,ENSMUSG00000038712.16,10.70436368,10.48041338,15.26127167,12.87287596,41.98166981,44.22989072,75.27177079,79.47299527,62.06601761,57.95379577,61.63828593,10.81003794,16.32493611,11.7679152
B630019K06Rik,ENSMUSG00000052364.4,167.0855365,157.2861701,233.9605104,216.7432571,457.1791621,424.068083,718.5835368,765.2530497,752.7039268,726.3950245,693.3080513,126.0445682,181.2240568,126.9918991
4930563D23Rik,ENSMUSG00000051728.5,17.57524907,17.25770168,18.46944351,18.34964632,22.51959562,17.62046661,37.04999373,37.11023003,44.9996126,38.68647068,40.34320023,7.402282394,9.969299742,7.131505946
A830005F24Rik,ENSMUSG00000053181.1,6.101823306,5.448943798,13.75328506,10.65662874,27.81728024,18.3445002,34.27298596,37.23999627,31.50221325,35.40834323,31.58804213,3.770424603,7.171628344,5.013644751
Cdhr1,ENSMUSG00000021803.9,0.371276545,0.269478022,0.807794237,1.143793662,3.185136871,2.389820373,3.0055175,3.142462762,3.603971704,3.782108629,2.987331032,0.298944536,0.323642236,0.115254295
Zmpste24,ENSMUSG00000043207.10,3368.929282,3327.822458,4053.913892,4503.110602,10558.22247,8212.373838,14937.06455,15605.11805,14022.06107,13622.2084,13581.23639,3169.617567,4565.638426,3357.955653
Slc17a1,ENSMUSG00000021335.13,10.13336858,11.25063223,13.86107126,12.55537995,21.94229809,23.51985237,40.58947606,42.35603808,38.70432167,38.49352927,36.99393772,10.81786615,11.30551324,10.94997137
Mterf1b,ENSMUSG00000053178.5,86.7567275,80.05240026,180.5011475,164.6619808,407.6045598,295.8964786,433.2432175,467.1537642,463.5467496,387.3786468,411.4073178,63.69562589,100.549493,62.64411344
Pdx1,ENSMUSG00000029644.7,138.7668922,136.5725406,142.5676968,171.3612719,327.2102695,222.4153227,366.0099011,388.532233,374.5642738,390.257117,382.6187463,98.54080885,127.6314071,97.14951255
Cpa6,ENSMUSG00000042501.12,4.805601912,4.221747685,5.279587877,5.056468233,14.03144801,17.54244881,26.22034407,24.13114567,24.8396603,26.23401434,23.20259578,8.995488582,11.69410997,8.259591345
Engase,ENSMUSG00000033857.12,26.93473732,24.58191556,34.1680599,31.20756346,55.49548917,53.66514656,78.21462675,86.47507622,80.06721465,77.11728126,72.82674812,12.13358454,19.17955125,10.6245521
Ank2,ENSMUSG00000032826.16,0.219657414,0.234433272,0.204765743,0.306653129,0.407687693,0.330368813,0.860422007,0.884398141,1.031926727,0.826024791,0.814752596,0.467105862,0.413657486,0.487296742
Itgae,ENSMUSG00000005947.11,1.002867478,1.310133335,1.401824109,1.000844793,1.633292361,2.785922431,5.376812252,5.541372477,4.601894182,4.234295684,4.240002888,1.744921973,2.281742849,2.042447578
Slc17a4,ENSMUSG00000021336.16,0,0.163300895,0.024986628,0.058298144,0.168544507,0.123744319,0.856782087,0.761688677,0.150653485,0.350422517,0.442716522,1.146377265,0.983998313,0.857187124
Prss51,ENSMUSG00000052099.13,4.86855191,4.869294694,4.483453579,6.571614211,7.272314763,4.648524327,22.02546551,20.78168812,8.62976448,11.42984065,12.15846802,27.07713144,20.27719778,26.83751075
Gpatch4,ENSMUSG00000028069.16,0.09855801,0.106302826,0.149138003,0.316982876,0.096036598,0.165898202,1.846429924,1.905089884,1.07072223,0.504040409,0.771345604,1.989409985,1.824480781,1.720839447
Cln5,ENSMUSG00000022125.6,20.11275834,19.73186708,16.91242802,38.41942647,21.76735427,12.47907271,62.32473037,63.03772057,36.03580767,32.1325967,35.09765536,77.82860232,68.81807948,74.4378291
Chm,ENSMUSG00000025531.14,0.58309357,0.453115992,0.944290952,1.378934163,1.306996228,0.726598161,4.56512197,4.058884904,2.734519663,2.163832876,2.089470114,5.718957101,4.373889047,5.081908969
Eno1,ENSMUSG00000063524.13,3.209979963,3.959581483,2.676862621,2.618734971,4.773932548,2.785977059,16.46743031,19.0023729,9.072762007,8.498804411,7.687570989,19.40610066,14.31011673,18.88347186
Gucy2f,ENSMUSG00000042282.4,2.680711258,3.461582389,1.957672004,5.274559403,5.143098931,2.642923831,19.98427284,18.67158667,5.897171879,8.493020213,8.700146142,22.24232075,23.32787137,25.82903163
Coasy,ENSMUSG00000001755.12,0.533244159,0.632155792,0.272216361,0.781337089,0.252294835,0.264219339,3.670445934,3.474859922,0.88604405,1.401550337,1.738539606,7.205879833,4.557750846,6.317073562
Eif4a1,ENSMUSG00000059796.16,0,0.144717197,0,0.531511234,0.333060881,0.003076624,2.558880752,2.694717269,1.084513043,0.77618426,1.052903604,3.481801338,2.632595129,4.228871676
Pdik1l,ENSMUSG00000050890.15,9.424073974,6.727170177,6.337697461,9.530113079,4.935859271,4.75965086,20.34712712,18.89336462,6.77813998,5.433881985,9.055686306,23.25706053,21.0197342,21.42965355
Gpr3,ENSMUSG00000049649.8,3.180879237,1.582434671,0.360836453,1.073116452,1.017444888,0.573411913,18.06859751,17.09016915,6.751665436,7.166128339,6.326236072,22.99770687,12.92852348,19.93299138
Supt16,ENSMUSG00000035726.7,3.599424985,3.011811541,2.502207389,9.693243623,5.18872051,3.110593916,80.32130338,81.47328536,32.22528635,35.37797555,36.716257,150.0609957,107.912907,142.6615101
Gm9847,ENSMUSG00000050974.3,0.410020271,0.16679299,0.332310379,0.486342474,0.533506154,0.597923089,1.417888401,1.324485333,0.709368566,0.407147153,0.623103123,1.728494419,1.34102911,1.723654409
Trim36,ENSMUSG00000033949.11,1.766637254,1.832120874,0.464709099,2.975341307,2.190421753,0.589498376,33.07450249,33.57498786,15.3654678,15.85302472,15.13595787,63.43207036,41.68693947,63.4613875
4933407L21Rik,ENSMUSG00000026224.11,5.265104111,5.257006162,4.263429841,4.155903077,5.582954559,8.349225263,22.62220049,21.85978362,8.893662282,8.764418217,10.24609431,35.68332716,23.3119299,35.41861065
Zfand2a,ENSMUSG00000053581.13,13.58818923,12.13264045,13.83294297,59.72925742,129.3970388,55.98404642,420.8195137,457.2418207,129.3702496,124.752982,131.0510469,313.0849437,440.8594102,298.2453323
Cldn34c4,ENSMUSG00000043569.7,8.826475629,8.352085039,4.341599619,13.74550372,7.142096682,5.049508462,106.1270095,105.0549784,47.16096284,52.16182041,48.64631824,215.9010101,149.9559947,204.3972362
Slc6a11,ENSMUSG00000030307.8,2.368309361,3.307664479,3.722440986,6.11505175,5.116267143,2.004813179,33.27410124,30.97561716,6.522434131,8.703117866,9.844879386,32.697868,26.40968874,29.55807853
Acadsb,ENSMUSG00000030861.14,6.831080055,11.15063981,7.768346226,11.49034601,9.285652715,6.365186436,31.27460369,33.20841324,13.19601834,11.26938864,12.92507006,36.99444829,36.42206002,36.50528114
Ildr1,ENSMUSG00000022900.14,2.03023016,1.207397602,1.36415933,2.02899326,1.727789059,0.615416183,5.86250298,6.179495066,1.834242659,2.768783922,2.273554127,5.809786459,6.05085319,6.90990897
Prmt2,ENSMUSG00000020230.14,3.354011801,3.34534547,2.800982155,5.176671289,4.117716079,1.969265572,12.77634701,12.21141097,4.412948221,4.734172021,4.801071622,14.27609717,11.83642734,15.08292002
Apc,ENSMUSG00000005871.14,8.253959537,9.836967913,2.080125733,14.85868567,8.389206741,4.070365903,102.0506062,108.266941,41.08299072,35.9708556,40.23810053,179.6588578,138.1050199,159.9391792
Sf3b1,ENSMUSG00000025982.13,141.9459692,142.7584152,123.7023988,289.409056,410.7954015,176.4399575,1145.647696,1250.992085,541.6222159,475.9858319,461.8689314,1709.312509,1431.304583,1663.800894
Gcm2,ENSMUSG00000021362.6,0.5411597,0.332241674,0.518098028,0.555160644,0.346291755,0.403971393,1.24474924,1.107662813,0.472401317,0.539615836,0.466872101,1.21855227,1.409850111,1.108947617
Setd7,ENSMUSG00000037111.9,1.766302844,1.531211135,0.916123487,3.182108312,1.272342779,0.320378682,17.35944242,15.1941939,4.767929382,6.606382444,5.57297028,24.64599446,19.80447933,20.06302443
Insl6,ENSMUSG00000050957.4,1.476603494,1.207449182,0.938130209,1.746637305,2.688826069,1.055243629,5.491895727,5.311364151,1.749227153,2.497616687,2.084656371,6.706761101,7.084621793,6.517465011
Slc2a9,ENSMUSG00000005107.13,30.9153239,36.74658137,10.20541094,64.17880078,26.13185363,17.85675821,441.9377306,396.1834995,134.7700609,190.3779919,154.9807191,714.4620808,558.630881,704.4344776
Spaca1,ENSMUSG00000028264.16,40.47036115,38.22732105,42.1660022,40.8334155,32.21967621,44.12486402,165.4763349,140.3916141,34.76241078,49.51889973,47.05644148,145.3522792,120.6279051,143.4267073
Sdc4,ENSMUSG00000017009.3,18.31553393,15.01556084,17.77949586,20.05275921,20.19247135,9.196469263,69.0075599,71.57368221,23.38975915,29.78566271,27.69037676,111.4360222,89.01887244,118.7261827
Kif24,ENSMUSG00000028438.16,0.351646773,0.335128893,0.976670414,0.626920085,0.833452964,0.72995237,10.53898723,12.21324994,2.458063259,2.566159352,3.538259675,19.33942302,11.1090373,16.73019898
Dgke,ENSMUSG00000000276.11,6.206409966,4.65794974,7.536716613,4.427629812,6.479078461,4.604541901,27.47471122,23.33159796,7.077483597,7.177040803,7.467502394,25.45957105,21.39322373,24.94578971
Crp,ENSMUSG00000037942.5,0.392238771,0.512515452,0.330364876,0.614609375,0.563531729,0.481614628,6.221161439,6.657949357,2.17206343,2.502222663,2.232706231,12.85945059,7.426987929,11.94935193
Vti1a,ENSMUSG00000024983.9,0.868096485,0.945739923,0.419376366,0.88768359,0.765584682,1.268722622,4.778169158,5.577915544,2.039561335,1.72993364,1.55330899,5.820644525,4.913122354,7.346629993
Ccdc71,ENSMUSG00000049305.6,0.064206683,0.088376501,0,0.050023892,2.78E-17,2.78E-17,1.778342373,1.502542915,0.791197855,0.500217451,0.458292919,2.456766175,1.489367927,2.396765581
Mettl2,ENSMUSG00000020691.13,8.086211765,6.664519497,6.043009153,8.062120081,6.625164969,4.818843055,15.75535872,15.21837126,6.995796639,7.585775952,5.439921865,15.08313384,16.83496998,15.65728822
Gapt,ENSMUSG00000046006.5,0.706196892,0.582291613,1.616009625,1.105567745,0.530736223,0.246542351,3.552749693,3.259869352,1.133672519,0.598738814,0.876023804,2.802060416,3.410217562,2.545812785
Spry2,ENSMUSG00000022114.4,19.04059172,21.34082844,23.5761781,28.98845608,24.79091096,16.53318815,80.90912033,71.22713466,27.21116062,25.81301714,23.41058907,90.08675931,86.88267276,85.27708212
Rusc1,ENSMUSG00000041263.14,4.203130476,3.442879121,2.335830335,4.997034093,6.696869454,1.588044063,32.28206107,33.70293872,10.14637909,10.02509628,8.440580519,43.53424471,32.15309313,37.12359632
Olfr672,ENSMUSG00000051172.4,4.012975952,0.398631766,0.946140607,3.687139138,8.729559394,3.075304597,33.29828923,46.5460344,6.139112504,12.41176422,7.766625962,30.45343854,29.25604113,26.28607766
Klhl24,ENSMUSG00000062901.2,0.162677674,0,0.690825277,0.86235506,0.64439388,0.290875142,2.100787565,2.235509331,0.276784071,0.652319366,0.487072114,1.817186752,1.453179721,1.850421501
Nubp1,ENSMUSG00000022503.10,1.21129922,1.965207827,1.644076463,2.646061302,2.152580108,2.044257699,15.59919122,14.39892162,5.228244152,3.919046523,4.418244155,24.4215579,18.10612079,28.09103827
Cypt12,ENSMUSG00000027564.4,1.496285417,2.458705287,2.236469188,2.565855376,2.193211436,1.981421245,25.58589305,19.43475005,3.011352989,3.679995049,3.758271086,14.23464123,13.25673925,11.54050859
Spock3,ENSMUSG00000054162.15,1.46689661,0.926009526,2.224482688,3.236404058,2.040559922,1.045823566,11.09512371,11.79500966,3.077970955,1.944460824,2.959413594,15.95992261,13.64875087,14.89397273
Hmgxb3,ENSMUSG00000024622.7,0.308762046,0.251757895,0.23644088,0.690414218,0.771978609,0.771381107,12.89727124,12.95113819,3.53749476,2.984787661,3.032858576,17.85988208,14.01249815,19.63048062
Dyrk1a,ENSMUSG00000022897.14,0.793500374,1.031755812,1.713301884,2.984115828,1.689463265,0.913027377,5.63841326,8.451901108,1.7946987,1.853631007,1.72840215,7.815555443,7.141589601,8.307273759
Impg1,ENSMUSG00000032343.15,17.32016246,14.07381471,15.19106497,22.50126372,21.54399439,9.29724174,96.2383574,92.33822501,19.74882497,24.075203,21.95676217,123.460918,73.70159039,116.5818883
Sqstm1,ENSMUSG00000015837.15,11.16811275,13.96503183,12.42003552,28.16934196,29.61233092,11.93867675,228.3059596,218.0017168,62.91995015,55.09293668,57.2648777,382.9941779,283.4837814,366.296164
Brms1l,ENSMUSG00000012076.7,0.463288497,0.548849855,0.832659809,0.794749687,1.055793804,0.263903146,2.645650344,2.630816415,0.85874919,1.207094994,0.722841901,3.876356229,3.053583736,4.605240258
Nudt8,ENSMUSG00000024869.9,2.78E-17,2.78E-17,0.077071636,0.218488044,0.075201371,0.176350733,0.390406499,0.424348565,0.148143662,0.108367477,0.108185972,0.619610604,0.553336141,0.640252233
Sox8,ENSMUSG00000024176.10,2.515978182,1.940803741,2.991535468,2.867545108,5.828319586,3.258199591,30.40657665,33.45750847,8.700084327,7.680566369,8.135043801,61.31392965,40.72393787,63.44586862
Slc9a3r2,ENSMUSG00000002504.14,0.04693516,0.097787901,0.034178832,0.032187271,0.126307672,0.001155757,1.252238622,1.35266941,0.085984228,0.0979424,0.191485871,0.982712585,0.972266659,1.240420458
Gjb6,ENSMUSG00000040055.8,0.705422414,0.610440082,0.615735308,0.873417933,1.234174115,0.640427098,4.593615476,4.615922376,1.095313612,0.921052979,0.991942065,6.35329771,4.758027029,6.095705993
Rnf135,ENSMUSG00000020707.6,2.658084919,2.041662696,2.815378151,2.257795841,3.188514326,0.623462571,11.66644482,11.53287443,2.475925766,3.373955031,2.272269206,14.04699437,9.699117366,15.23894485
0610037L13Rik,ENSMUSG00000028608.15,2.78E-17,2.78E-17,0.225208284,0.17939453,2.78E-17,2.78E-17,0.44758447,0.470704086,0.200200494,0.161110719,0.108715688,0.639444357,0.942463452,0.77301499
Krt13,ENSMUSG00000044041.4,3.169670424,1.648223855,23.9816392,39.8125851,566.2477923,568.7231496,1056.97871,1055.803452,160.3279569,164.6930499,174.2652197,1464.343982,1046.235515,1640.269481
Sri,ENSMUSG00000003161.15,0.202871136,0.188149971,0.517178326,0.610070422,0.394904887,0.003651573,8.384751987,7.31353495,0.607346955,0.531449479,0.654325913,5.755573882,6.684445118,5.620539042
Dact1,ENSMUSG00000044548.11,0.726840594,0.181136607,2.235130176,2.134708865,69.8452281,51.50876766,679.3784535,668.579621,79.31828504,75.65429029,73.13203686,999.533959,790.6846555,1189.787646
Gm10139,ENSMUSG00000063905.2,2.78E-17,2.78E-17,2.78E-17,2.78E-17,8.825470575,11.89053995,377.1764945,368.8316095,40.56647302,39.92535985,36.27119385,554.2056829,411.3947114,633.4404631
Ggnbp1,ENSMUSG00000048731.14,2.78E-17,2.78E-17,0.209458287,0,9.894312677,20.63571147,1987.079034,1625.251338,120.8608503,154.6178602,166.4680908,3583.055891,2171.000478,3762.810069
Parp11,ENSMUSG00000037997.12,0.487366565,0,0.284210958,0,6.55491858,19.86384775,726.1851829,736.5069502,49.79031734,44.08642647,60.59307658,1167.113983,847.9868545,1364.760142
Zfp454,ENSMUSG00000048728.15,2.78E-17,2.78E-17,0,2.411540641,35.43992971,49.88623227,2426.044415,2028.813385,162.8917676,212.0725727,203.3502291,4317.770252,3084.070031,4479.150032
Fndc9,ENSMUSG00000048721.2,2.78E-17,2.78E-17,2.78E-17,2.78E-17,0.960883434,0.008893961,435.1470269,441.5606751,27.61327427,31.91920637,30.9046439,834.0397156,587.0453001,889.4814823
Psmb3,ENSMUSG00000069744.7,0.297236586,0,0.21878474,0,2.78E-17,2.78E-17,1.249379588,1.630292408,2.78E-17,2.78E-17,2.78E-17,1.100600872,0.90784341,0.896071653
Zfp248,ENSMUSG00000030145.14,0.254967134,0.25255398,0.031928159,0.228527809,0.883417861,0.550166033,1.426744699,1.613838396,1.194583092,1.361936835,1.668354993,0.618181686,0.59086562,0.695309012
Txndc5,ENSMUSG00000038991.16,9.192852054,7.857565285,9.993474858,8.516511905,14.51383529,20.24565903,27.7567858,25.24301636,21.82767634,30.60776185,31.13405746,3.532055557,6.541395018,3.636705711
Echdc3,ENSMUSG00000039063.5,42.46343228,43.02456191,64.55845204,51.11577851,85.15271386,72.93914554,162.3134352,144.9199402,120.0703726,141.700961,153.0397648,14.68579384,35.91127834,13.84777256
Dtx3l,ENSMUSG00000049502.16,36.69579856,38.64558416,47.81030619,37.5428182,66.64604084,67.98258316,127.8894883,127.9704192,111.7126165,134.9000549,137.509375,31.91605224,48.03519079,31.46539785
Fbxo38,ENSMUSG00000042211.6,0.284981463,0.122302059,0.50487758,0.2371147,2.128118057,1.609577228,1.831687991,2.149021962,1.769515491,2.343435622,2.187092347,0.538860486,0.67105574,0.372139787
Pla2g4c,ENSMUSG00000033847.15,67.66789156,68.38337343,53.56508439,74.69265926,158.3532548,150.6178501,206.2948809,198.2058351,145.9551557,151.6482825,193.1709344,11.82895499,31.15019242,10.22036448
Ap3s1,ENSMUSG00000024480.7,5.857003272,5.143102295,6.131915344,5.173266151,7.0132636,8.07767776,13.97906806,13.01493599,12.46973158,14.48018688,14.46523338,3.889268705,5.257050652,4.503516348
Cpxm1,ENSMUSG00000027408.7,2.771504023,3.450413137,4.34541892,4.291369556,26.09576817,25.90300199,46.89120161,48.92092109,34.3540291,34.02423345,38.40450698,17.20713839,17.90418515,13.09562712
Atg3,ENSMUSG00000022663.3,0.048768777,0,0,0.102973332,2.78E-17,2.78E-17,0.543415454,0.707786803,0.543113322,0.321626517,0.434784664,0.259491242,0.293493055,0.344286223
Dcaf7,ENSMUSG00000049354.8,24.04582463,19.84533083,109.1526564,77.05356893,263.9194615,213.3876533,553.8487299,497.6080778,233.3572068,294.703084,350.0848541,67.29073153,151.6741392,60.73358519
Car9,ENSMUSG00000028463.14,4.016130636,4.593476744,5.587541145,5.158889072,6.242369287,7.026700281,9.855963781,10.46545903,9.526050045,10.65046613,10.98906816,2.305092467,2.922371149,2.264471697
Nefm,ENSMUSG00000022054.11,93.81947853,90.47868101,102.315214,100.5891705,209.8779396,215.998291,354.5529547,332.6792222,258.9432161,309.970243,317.3091542,79.82646307,108.8537353,75.73442738
Csnk2a2,ENSMUSG00000046707.8,95.56907338,94.73620129,107.8988942,116.1532795,232.1785116,183.8219023,367.3382442,392.3899725,349.7085919,299.6022716,342.5229659,77.70110701,118.7249223,85.3649109
Gm9992,ENSMUSG00000056133.4,1.949297655,3.438510619,4.780825383,4.610528777,28.95336827,24.20581232,47.91134327,48.80584986,18.71439437,31.61708094,34.42366369,8.977524336,14.73518819,15.47230902
Hoxa6,ENSMUSG00000043219.9,0.616784786,0.219555056,0.556995103,0.472079936,1.258544386,1.065468724,2.05568072,2.578320236,1.619364576,1.687325959,1.818940611,0.271968921,0.61559872,0.468801333
Pram1,ENSMUSG00000032739.16,127.9883688,141.4845115,129.0386186,172.0938817,191.7856274,203.7458164,305.53482,299.2445755,352.3216261,278.1142174,322.5494705,68.95752804,91.97390644,67.20897681
Ints12,ENSMUSG00000028016.9,17.6406796,22.35577097,14.54930406,26.63131667,32.05364685,29.45481748,81.66821361,78.69992642,56.62590202,66.32333292,63.42148116,15.30813009,24.64603341,13.26052462
Col2a1,ENSMUSG00000022483.16,56.02186373,55.18142735,71.72201967,66.87504932,198.7712553,176.1422845,243.6929449,262.3468021,190.9374653,201.4487891,232.4365408,71.46704686,107.8844323,62.57156319
Dcaf4,ENSMUSG00000021222.8,102.5481735,91.23524689,99.32920999,90.22978199,215.9303682,242.1487391,363.9405039,334.5080193,279.0827252,335.3075209,349.4327603,140.5840392,233.4467657,134.7156253
Olfr215,ENSMUSG00000050654.4,5.173152578,4.986022288,5.415618831,5.832182038,20.61645778,18.29637189,26.85524406,27.77674184,21.26801092,25.43440553,23.47885865,5.438479753,7.773524751,4.128321456
Mcidas,ENSMUSG00000074651.2,9.528411862,8.481162593,11.89421597,11.3643749,13.22152591,13.90159129,30.44820827,34.35627517,25.88690334,31.13689742,28.63639111,8.266396298,11.98196482,7.93292324
Gm25260,ENSMUSG00000064987.2,7.319199931,10.37080059,53.11504736,36.7349644,226.734156,221.1189117,429.0540485,377.4204257,173.6835617,232.311911,265.5522931,65.09395589,148.137049,53.13994847
Get4,ENSMUSG00000025858.12,6.548107217,6.644060517,10.7407824,10.28364357,23.04518476,21.84534075,27.00256319,24.57540823,25.02638571,23.87064895,25.78616819,5.839381347,6.957138656,5.902478123
Gpr55,ENSMUSG00000049608.8,1.150029725,0.903202016,9.463028311,8.80314478,141.0920638,149.9900297,241.9696409,232.9046798,159.7035664,167.1294283,183.2642891,74.39324892,152.7357533,72.66510178
Cirh1a,ENSMUSG00000041438.7,43.29580333,45.15357579,65.9159409,57.39842698,139.8378541,149.6937039,226.488902,230.63846,190.1680408,200.2724663,203.5171531,80.13946119,71.52779029,77.71295153
Scrt1,ENSMUSG00000048385.8,140.5042568,140.0083614,174.7334292,182.633694,298.8371678,268.2551543,347.2561434,333.8865239,288.7664459,324.7201006,335.7693182,23.29443948,63.12200703,23.91877452
Ino80b,ENSMUSG00000030034.11,1.802624443,1.840859423,1.416460244,2.257248749,3.429348334,3.220021103,4.69645271,5.075050528,4.312632943,5.065523219,4.906264951,1.420456905,2.156283136,1.631997265
Mir203,ENSMUSG00000065574.1,65.84268481,49.98853015,216.7412064,171.2835018,716.6467819,573.4419364,977.3093408,902.5909684,580.3501101,560.3948504,680.0523229,128.7313241,275.9588679,102.6075211
Tmem18,ENSMUSG00000043061.9,27.64992103,25.19025028,34.15165309,36.93836765,157.5292224,133.965874,225.4341637,244.0933119,143.9643747,158.5254635,162.0507548,21.31148247,43.46673642,19.51734041
Cyp4f39,ENSMUSG00000061126.4,0.412636688,0.784800768,0.506909677,0.665259184,1.952147327,1.500724904,3.241171682,3.227799902,1.756518738,1.774797269,2.296292234,1.026769047,0.635405576,0.605231352
Olfr78,ENSMUSG00000043366.13,275.8290908,284.9347887,437.8069481,438.8085066,1209.125039,1112.687148,1988.593469,1819.421884,1258.499598,1535.040243,1434.486053,256.0270115,499.002258,236.3979163
mt-Tv,ENSMUSG00000064338.1,0.09495047,0.292427557,0.287101991,0.396001902,0.679039148,0.748674559,1.309264307,1.04274336,0.588872787,0.750315095,0.821399308,0.038892149,0.260442998,0.021734804
