gene_name,gene_id,CCT1,CCT2,CEA1,CEA2,CMA1,CMA2,CLA1,CLA2,CC1,CC2,CC3,CRT1,CRT2,CRT3
Ranbp3,ENSMUSG00000002372.8,114.8466222,122.9134722,121.8794938,131.5419622,107.8216211,103.1403906,24.98074726,21.9287728,37.61183775,30.64639634,40.46233322,5.350870232,9.119078192,4.277667873
Gm16286,ENSMUSG00000024571.14,2.277541676,2.340008748,2.367682411,3.094797315,1.67867477,0.859714296,0.780861613,0.826307668,1.453592118,1.551037366,1.764907441,0.368056171,0.387234062,0.359887035
Olfr1428,ENSMUSG00000067524.1,5.103038814,5.880567537,5.951603541,6.827010517,2.536258197,3.574585652,1.306135336,2.053835117,2.760290727,2.70671932,4.037952657,1.203227875,1.457592851,2.028596838
Rgs6,ENSMUSG00000021219.16,7.552301186,7.641284677,7.575906313,8.912300377,6.002789931,4.310862208,3.958520817,3.817523339,5.688062636,5.392972057,5.746784328,0.889229487,1.31953998,0.967218074
Hsdl1,ENSMUSG00000034189.4,32.56794671,31.99403036,32.49498299,34.25679523,18.63853734,20.08478323,20.92059342,18.21445617,21.91358457,20.48119992,23.16243395,5.835007325,6.726993174,8.848228075
Alpk2,ENSMUSG00000032845.15,8.444668276,8.762571854,8.68320598,8.876331479,5.161717078,4.678708855,4.169288113,4.902470661,5.554749792,5.721504627,5.489471326,1.428088484,1.71743542,1.583161321
Map3k6,ENSMUSG00000028862.6,11.90463673,12.28173818,12.75699535,13.59447083,9.087311235,7.24230605,6.742293144,6.996829729,8.001900654,8.274277013,7.813269328,1.646658662,1.91518447,1.613584938
Atp6v0a1,ENSMUSG00000019302.16,41.49498135,43.05431457,38.14235461,49.72623349,29.25713161,19.08421851,13.19579543,12.47980937,24.27055181,25.44342005,23.62077083,4.097796134,5.107105285,4.920255068
Mustn1,ENSMUSG00000042485.6,100.1200607,104.3204931,105.3629924,112.2064417,60.23224218,69.84546233,60.46319991,53.21491032,56.49228164,71.93097529,65.12111952,20.80996394,26.30701495,25.09077206
2210407C18Rik,ENSMUSG00000037145.14,14.98404717,13.67758119,11.06784226,13.17610083,6.322714283,6.773902241,7.060019767,4.734141721,5.773572568,6.582615639,6.842838839,1.171372875,3.429947947,1.007343013
Ubxn4,ENSMUSG00000026353.9,2.280255924,2.245892489,2.529444826,2.466567503,1.516800167,1.165061506,0.905919336,0.919185506,1.250875455,0.820536644,1.302738798,0.651592595,0.770929275,0.747638905
Timmdc1,ENSMUSG00000002846.9,1.826589147,1.953303268,1.602102247,2.362412778,1.113994925,1.020712081,0.299654373,0.388269712,0.690987494,0.533449177,0.872280853,0.289497636,0.09573879,0.355892752
Slc5a4a,ENSMUSG00000020229.4,6.848952197,7.559783636,6.727986728,7.494941099,4.268521224,5.012824642,2.733241004,3.688829235,4.380921252,3.753844914,3.924378301,2.239388017,1.663075873,1.404312436
Uqcrc2,ENSMUSG00000030884.11,3.719733657,3.5455416,3.165269279,3.624448778,2.024498663,1.533699686,1.294668749,1.287281199,1.519390271,2.285865356,1.719198392,0.51439322,0.840555364,0.609820736
Zfp41,ENSMUSG00000047003.14,3.929205491,4.792679107,4.016552231,4.822517692,1.821003381,1.805681475,2.140846456,1.747443245,2.851608508,2.68316952,2.18720478,1.178329312,1.115347475,1.030682026
Pitpnm2,ENSMUSG00000029406.15,819.7144496,883.6920199,874.8181494,934.0855564,365.5272311,400.6069594,331.7435269,323.9717686,339.7757057,369.3677503,407.0779711,259.0505312,296.919746,235.9806617
Efhc2,ENSMUSG00000025038.7,17.37706105,15.39495896,16.57674861,18.48081501,9.567764007,10.55693817,6.005357224,5.405027813,11.20763015,9.1268399,7.861268191,1.908619024,2.104394269,2.395797112
Gpr137c,ENSMUSG00000049092.10,127.8142829,126.3719253,159.8136131,191.6126073,121.7033242,78.35776716,40.06985843,45.64058646,61.56714884,66.9786761,68.05020021,32.51244347,26.22870405,29.87509178
Tifab,ENSMUSG00000049625.5,62.0690255,61.3891318,52.59258299,67.48051643,37.2190838,40.31972283,21.97333905,20.48945678,19.65107534,21.32670457,19.33493665,15.62464742,18.13360814,14.55244846
Gzmn,ENSMUSG00000015443.8,18.07826866,17.33450962,14.40609739,21.75248019,7.267570945,6.439917078,5.878620801,6.346853323,4.745746653,3.967861538,4.487445962,2.660414888,3.818659529,2.8848994
Slc35a5,ENSMUSG00000022664.11,8.371004779,9.85367539,6.252782512,8.414191029,2.092165164,2.201987726,1.77620607,1.43566472,1.825231723,1.586215079,1.943852061,3.308359685,1.969186076,3.117883994
Rfx4,ENSMUSG00000020037.15,1.035921614,1.093137556,1.245701714,1.306888027,0.656286268,0.482996007,0.263885757,0.308751003,0.366872402,0.267547984,0.287869627,0.812738751,0.560384279,0.711271698
Scly,ENSMUSG00000026307.12,10.49520419,10.53085215,6.175344324,11.55950272,2.669777946,2.317732737,1.405173412,1.635361688,0.95513283,1.15118096,1.427057337,1.041868996,0.657159176,1.328490727
Spaca7,ENSMUSG00000010435.6,2.865445699,3.00637438,4.298735053,3.779218085,0.612690415,0.193839036,0.099393067,0.088360484,0.286397983,0.486661896,0.496385469,0.999953938,0.592937217,1.125579005
Ciart,ENSMUSG00000038550.10,2.689010607,2.840335482,2.923675154,2.97932092,0.684033137,1.404654801,1.168014511,1.138713911,0.535050045,0.551362903,0.602164294,2.657332815,1.855574924,1.737664562
Dhps,ENSMUSG00000060038.14,10.26725577,7.61481244,13.15451944,15.71546133,1.948884842,3.595303332,0.723385313,1.579357077,1.823841606,1.233887893,0.531332441,0.416794803,0,0
Gm9934,ENSMUSG00000054061.8,2.283374818,2.45279571,1.774591186,1.651174469,0.515316364,0.925870755,0.145671905,0.100983511,0.043706685,0.139126024,0.076212541,1.153318932,1.867284991,1.269789987
Otop2,ENSMUSG00000050201.9,24.14839709,24.05802093,14.22470961,13.22386513,17.05850266,26.24281356,2.819104962,4.746126821,2.719485355,4.411046368,2.395070942,2.621169534,2.867620328,1.723259567
Lmnb1,ENSMUSG00000024590.8,5.469359652,4.764576643,2.542879016,2.255346972,1.376527358,2.928977619,1.297175476,1.742871723,1.891294968,1.992942986,2.247384593,4.818024566,5.872896529,4.850178067
Celsr1,ENSMUSG00000016028.9,8.847767498,8.567758895,4.358273871,4.611959977,2.084496224,3.798751014,3.835941141,3.101717108,3.399021098,2.649269349,2.625748142,9.405583649,8.402256575,8.31906471
Gpd1,ENSMUSG00000023019.12,16.00661595,14.28093975,9.369880323,5.749958653,2.3351201,5.61143619,3.918418142,4.316484285,3.786748989,4.009162574,4.045993669,14.23515317,17.40279632,15.7813871
Capns1,ENSMUSG00000001794.12,13.13603914,14.3168004,11.12525577,7.686866904,5.003710876,8.084672273,3.460346624,3.857187719,3.505676539,3.632960614,3.875489648,14.69710262,13.43054787,15.00743433
Kifap3,ENSMUSG00000026585.13,76.17826347,75.34225143,38.48224468,31.10122642,24.20482604,39.88616182,18.13431545,15.40432027,23.22369246,22.76147129,20.98325563,93.3620747,88.30953188,96.5818848
Sis,ENSMUSG00000027790.14,0.699852458,0.817152057,0.399287949,0.384393289,0.304057135,0.2756022,0.240204338,0.263073686,0.304207275,0.214452378,0.193378809,0.892515618,0.74951312,0.744228461
Rarb,ENSMUSG00000017491.8,26.14267204,28.89800684,17.92037188,12.42657608,8.631934065,16.7418732,2.751225215,3.545108296,6.780663545,6.619105795,6.560697918,25.55874977,32.68384414,25.98098505
Slc22a17,ENSMUSG00000022199.10,12.8379872,13.58973619,11.94174678,8.172286452,3.754829973,6.516571266,5.827348617,4.341831815,3.8254833,2.616675501,3.42542467,14.7772315,13.75018724,14.26216053
Gm22061,ENSMUSG00000064491.1,7.676899482,7.385422633,3.918124502,3.541142328,1.841667712,3.064702162,0.661619282,0.944991893,1.06597003,0.778292346,1.383651112,6.044469884,8.071095931,5.891976001
Rhbdd1,ENSMUSG00000026142.15,42.14945122,39.05844657,33.4437735,17.17499301,9.445756786,16.5653193,5.511930517,6.724409087,8.347470789,9.240738674,7.863770045,34.96631305,34.99880716,34.80624072
Phkg2,ENSMUSG00000030815.11,0.892422097,1.048739554,0.726823369,0.42287248,0.356003859,0.318982562,0.076729136,0.122703366,0.367039651,0.371135454,0.215493818,1.055281602,1.182409902,1.12434322
Bclaf1,ENSMUSG00000037608.15,2.048573008,1.798746839,1.1100503,1.026123672,0.013168811,0.462423495,0.530410293,0.640558813,0.574661262,0.559988817,0.311665537,1.928388048,1.802556904,2.056519067
Tchhl1,ENSMUSG00000027908.2,5.281241361,3.77190966,1.855469849,2.355594849,2.065194503,1.481357684,0.599598948,0.720611991,0.38325114,1.14025085,0.61550169,3.554525391,4.491135885,4.187048868
Greb1l,ENSMUSG00000042942.15,0.754844162,0.787978555,0.060012483,0.128619548,2.78E-17,2.78E-17,0.001127022,0.074773437,2.78E-17,2.78E-17,2.78E-17,0.384870632,0.4148174,0.442284897
Rab40c,ENSMUSG00000025730.14,13.61295764,13.64287362,11.37046344,13.58975346,9.658850019,6.635909376,7.047583958,6.805852034,11.83880142,12.66399753,11.9201149,1.871915745,2.195221426,2.869423059
Erlec1,ENSMUSG00000020311.17,22.06522777,20.99667914,18.09974168,23.20336278,15.27928276,9.602059663,10.63924112,8.013280729,15.9333024,16.22146712,16.94621429,2.715476375,4.632279856,2.704773658
Fmnl3,ENSMUSG00000023008.18,4.659352487,4.581610069,4.280823702,5.265135458,3.236514462,2.380058722,2.010194679,2.177035372,2.989912514,3.688957495,3.603033855,0.730191192,1.104432471,0.713691478
Slc25a51,ENSMUSG00000045973.18,145.6372675,140.2026732,110.804727,129.4327224,74.87270158,64.3471839,93.6636743,74.75054796,80.8711657,89.74789801,100.9166163,24.68861193,37.16465557,26.42942667
Tra2a,ENSMUSG00000029817.11,6.84092888,6.855035147,6.474030098,6.997263887,5.101167174,3.660622174,3.433702848,3.711874201,5.068445486,5.467730949,5.287400724,1.17551744,1.891898019,1.603106137
Srp9,ENSMUSG00000026511.7,4.721663364,3.687544748,3.053071486,3.599850215,2.231738157,1.685453569,1.395676842,1.323797197,2.106571944,3.331539665,2.517753924,0.414511778,0.473435107,0.248083771
Idh3a,ENSMUSG00000032279.10,4.969592668,5.140135723,3.991342749,4.658049663,2.949957715,2.566011972,2.291330738,2.297180932,3.377505237,3.41033441,3.324552077,0.938712548,1.449856261,1.224097873
Igflr1,ENSMUSG00000036826.14,2.89290668,2.996454854,2.534531945,2.695757036,2.055286356,1.523600793,1.442866699,1.780963932,2.394947924,2.13001922,2.066038948,0.743439601,0.683140624,0.868149687
Ifitm1,ENSMUSG00000025491.14,3.296933533,3.44046261,2.719363326,2.856132858,1.721718541,1.062218292,2.153186857,1.446923567,2.624412583,2.495293642,2.215288226,0.964206247,1.068695863,1.14621831
Vps9d1,ENSMUSG00000001062.17,20.97250712,21.13414127,17.77104489,23.30169724,13.95856887,14.58116094,10.67477323,10.70138318,13.03656187,13.82196669,13.20015341,2.562326213,3.41372878,2.475355338
Gng11,ENSMUSG00000032766.9,14.39467583,14.14644433,11.79381604,13.47929945,10.95493246,7.599096518,6.895098371,9.627564916,11.00918017,12.34913979,9.342182285,2.913763304,2.826738845,2.54382635
Dennd2a,ENSMUSG00000038456.9,6.087474799,5.317632306,4.907644232,6.44117841,3.695671228,3.065647742,2.966313957,2.952267587,3.373228219,4.208755189,3.516682916,0.704603857,0.961460136,0.716170447
Reep4,ENSMUSG00000033589.3,8.851605564,7.121365723,6.090585436,5.87963657,3.182038317,4.432579507,2.492912875,2.714807619,3.976967073,4.273842148,4.618401591,4.055579993,4.376783075,3.67033935
Tmem194b,ENSMUSG00000043015.15,19.47209208,19.38518726,15.82296194,13.45499133,9.965185352,11.30533349,6.675550908,7.751379109,12.53529002,9.911504888,12.18591746,11.04713058,13.22558021,11.04889253
Banf2,ENSMUSG00000037307.11,42.96377311,40.59994205,30.48995146,25.64479609,15.79010355,18.33354795,18.60439951,17.52896399,18.89729185,22.59271127,19.98137155,11.53117661,13.93818358,12.6413721
Myt1,ENSMUSG00000010505.15,2.831954106,2.292319192,1.327199373,1.469917041,1.153347829,0.8092492,0.390993385,0.446753828,0.838273337,0.744401658,1.205877549,2.089774614,1.851288137,1.793031283
Impa2,ENSMUSG00000024525.6,1.379845732,1.105813286,1.060904683,1.146487237,1.042773913,1.125439957,0.436394661,0.470392231,0.670626792,0.811711818,0.63596588,0.100958013,0.155130254,0.101377814
Lrp12,ENSMUSG00000022305.12,15.73222975,17.4174775,11.85655751,10.82563399,6.038465805,6.038374265,10.37197991,9.845424718,7.34295005,8.971748056,8.921428654,10.99194884,10.51310838,10.01478641
Pla2g1b,ENSMUSG00000029522.12,1.811149453,1.859514751,0.854975199,1.124212868,0.626900642,0.673636431,0.479438876,0.828149951,0.524742736,0.499733037,0.653514036,0.253183033,0.276275474,0.152366079
Dis3,ENSMUSG00000033166.10,8.185314296,8.316129066,6.512201519,6.437410953,3.943410947,4.319182719,3.206022911,3.893313435,3.625586033,3.033265322,3.902822266,3.561030163,4.373446478,4.476812309
1110004E09Rik,ENSMUSG00000022972.9,11.75737822,9.96572617,5.831451479,5.171301506,2.877691595,2.543616282,0.875051791,1.395984587,3.665828562,4.05257217,4.428123054,7.57648984,9.2149448,7.964088683
Gm10517,ENSMUSG00000073482.2,29.78035085,30.79519016,25.61700277,29.42217813,15.86656586,16.05279038,18.08899016,20.04154295,16.36703866,15.58381865,15.80428595,15.66342313,13.54517632,15.0752133
Atp5b,ENSMUSG00000025393.12,6.441552108,5.602784257,4.714632969,3.650067037,2.794393329,3.642753082,1.777716536,1.836211765,2.425992491,1.976268573,2.251371876,1.702278539,1.789202298,1.735350949
Gpr180,ENSMUSG00000022131.2,1.025567149,1.140348332,0.668622769,0.524324567,0.325925994,0.446148,0.066450722,0.20233493,0.337270757,0.454961219,0.361624268,0.347217947,0.520168151,0.404427791
Stx6,ENSMUSG00000026470.14,69.67563784,70.4151337,52.96819283,45.76917427,42.6897802,45.28191261,22.90965363,19.57267052,31.4292836,33.87311572,30.54041803,34.09689098,43.94733826,37.23830522
Glra3,ENSMUSG00000038257.8,5.040268615,4.56537279,3.936221747,3.577358299,4.64463632,4.426481036,3.730665318,2.931525803,2.093781611,1.548339178,2.173132788,1.160643972,0.526122989,1.021735502
Thpo,ENSMUSG00000022847.14,1.184356297,1.287916775,0.759267187,1.246089864,0.210400027,0.188804756,0.465942544,0.325214092,0.440566372,0.445502949,0.393385677,0.18085488,0.18202846,0.190742404
Arg2,ENSMUSG00000021125.6,600.4160177,584.6108058,448.7367821,295.2002361,210.6686497,360.8106286,193.0995046,187.8164873,241.4885835,266.5411052,271.1935061,560.535365,579.3375924,554.9277467
Gpr107,ENSMUSG00000000194.13,11.95538503,11.01376264,9.073987932,7.485077811,2.614225365,3.036518384,1.085017664,1.33622698,2.691784656,3.471491589,3.888549721,5.097283012,8.785233165,6.127368446
Dbt,ENSMUSG00000000340.10,5.631592802,5.748668834,3.196564426,2.954082302,1.175945008,2.322762654,1.376877863,1.434428686,2.165685098,1.682599291,2.029945028,3.809284571,3.558842733,3.687184692
Lrrtm4,ENSMUSG00000052581.13,81.90815907,79.89502242,56.51644993,52.61530837,35.66054432,50.65626473,36.94058499,39.40004906,35.05497489,34.33460707,35.31189019,65.01097298,72.76771471,62.16835654
Lars2,ENSMUSG00000035202.7,2.194034999,1.786744342,0.771876111,1.052937598,0.263934334,0.455802169,0.401019254,0.402224085,0.316711698,0.362098102,0.475016991,0.78327128,0.306626047,0.511916497
2010107G23Rik,ENSMUSG00000020083.13,45.6240717,43.15753707,33.03422804,26.72159514,21.82081154,30.53310049,14.33785823,13.10294991,16.39868437,18.03379656,17.46893477,35.80252058,41.61328733,34.84856142
Islr2,ENSMUSG00000051243.13,3.045357914,2.739722394,2.444535127,3.524286902,2.042372355,2.402151575,1.338279808,0.909667883,1.346925042,1.678799064,1.009309891,0.145578827,0.023802531,0.266709368
Rpf2,ENSMUSG00000038510.12,29.56973974,30.09635391,21.17930435,14.5913116,10.58139897,15.21679858,7.874395469,8.077873234,9.992049609,9.944075159,10.31416264,23.93512577,24.0447083,20.03986132
St13,ENSMUSG00000022403.14,4.106988568,3.322395804,2.846459188,3.091386802,1.429197907,1.756518309,1.417196107,1.302206747,0.995502729,1.170963811,1.262083784,2.076921604,1.901392838,2.498641626
Olfr1361,ENSMUSG00000049737.1,18.87330517,18.01633155,12.87741532,8.299043299,3.632899348,8.196436138,3.198533971,2.247202951,3.76955771,4.972259378,5.439260478,11.59077495,13.84763226,11.14362839
Grpr,ENSMUSG00000031364.2,2.577622015,2.306280588,1.307252858,1.534660541,1.695488918,1.581208901,1.255161295,1.085700501,0.86720763,0.814388272,0.803155231,0.853981748,1.205307464,0.969521849
Vwce,ENSMUSG00000043789.7,6.215425645,5.277827687,4.561171908,4.304327669,3.046531711,4.239700861,1.89391307,1.650800493,2.086572081,2.189422844,2.022798764,3.937604436,3.161990922,4.16534556
Stk24,ENSMUSG00000063410.7,23.36174911,20.21989099,13.07585377,13.00221058,12.07643177,18.20077022,10.5647748,9.594615728,6.319665554,6.978111031,6.549598909,7.418324389,8.637781284,6.798619762
Cdc42bpa,ENSMUSG00000026490.17,113.4623396,116.2125052,91.62891586,61.93738677,56.87623481,73.48578865,30.13277832,32.19439937,41.59919749,44.36064502,39.40696323,97.10945058,90.13059521,94.45818634
Lurap1,ENSMUSG00000028701.4,5.570289267,5.674564688,4.367526726,2.678865117,0.507387858,1.263996196,1.358556404,1.200217624,1.366017269,0.957563147,1.490800287,3.582741489,4.639022068,4.602132795
Vmn1r233,ENSMUSG00000045575.1,486.2551152,476.0250031,332.0605358,244.4515899,200.0070759,324.3108419,121.2686485,108.9226406,142.3318965,153.8944632,152.876621,443.1852221,452.4093902,416.2246668
Gli1,ENSMUSG00000025407.6,10.64269402,9.401734317,7.390042424,4.248028179,2.957717535,4.735174022,0.899037138,1.063609924,1.89198327,2.096571073,2.258533534,4.729737426,4.300399435,3.90204571
Cenpp,ENSMUSG00000021391.9,1.978790059,2.016318116,1.57286354,1.390390786,0.764116212,1.07831721,0.975647744,1.021500681,0.794053847,0.761056588,0.667566131,1.670452739,1.446022672,1.760071666
Hsh2d,ENSMUSG00000062007.12,5.625900015,5.306950819,1.921665236,1.821679911,2.12269817,2.16018379,1.232262198,1.062727178,2.017572559,1.923215004,1.139858363,2.12184576,2.007790461,1.400984731
Trmt6,ENSMUSG00000037376.14,5.522254893,5.130198486,4.213102205,3.836316532,2.446987874,2.747883241,1.581311644,1.585419348,1.835191105,1.791510826,1.686848683,5.424610449,4.815384687,5.051816762
Sucla2,ENSMUSG00000022110.13,1.830864412,2.122597989,0,0.111901809,0.08468864,0.000770775,0.002252839,0.144132586,0.054244181,0.04466529,0.170150738,0.057024969,0.222557805,0
Tpp2,ENSMUSG00000041763.14,32.14998848,34.56144985,19.51825688,14.26684295,8.299334993,13.28033367,3.338620605,4.241986819,4.167628636,5.529153386,6.098300211,11.88674319,11.97779984,9.288252077
Olfr298,ENSMUSG00000062878.2,27.89362256,29.43560194,23.19325505,17.88326421,11.64707457,18.78778054,6.3458174,6.005301975,8.985107052,7.730481723,7.578145245,23.75489359,28.03003906,23.79948962
Fam122b,ENSMUSG00000036022.15,12.91605975,13.35385687,7.795631629,5.58330558,3.33583523,4.340159944,2.359695398,2.354935912,2.500095234,2.246618631,2.316031614,5.85019015,5.038802979,7.11172342
Wasl,ENSMUSG00000029684.14,47.26344483,50.00109136,29.3619138,21.6747907,10.38341678,21.31279116,6.039663599,6.908083552,8.953549442,9.441825674,9.236576997,29.35181542,31.75256291,30.74998283
Inpp5f,ENSMUSG00000042105.18,50.35798063,51.83428684,32.63137078,22.36736511,11.03464543,28.93770793,10.99227361,10.91129137,11.32279512,10.64639652,10.07941273,41.20557983,44.24396729,37.55956143
Svs1,ENSMUSG00000039215.5,27.80729704,22.56738481,24.601062,18.18579699,6.828697765,8.191041501,6.458400832,6.420526734,7.571292535,6.354161302,4.958897954,18.43239494,23.08178462,24.88746629
Fam227a,ENSMUSG00000042564.12,25.76328016,25.51501432,16.51270225,11.49555383,2.519854818,4.103036875,4.492850115,3.533557791,0.641244116,1.311895749,2.458480374,5.248610162,11.41356861,2.704708692
Dnajb5,ENSMUSG00000036052.14,6.776127542,7.91827339,4.871432662,4.287537756,3.000300152,2.439755864,2.022721453,1.521096071,1.921825971,1.569523482,1.002015352,6.524923697,5.003743523,6.11681451
Tomm7,ENSMUSG00000028998.6,15.17547117,16.1695933,10.85086295,15.72393413,4.953710583,3.29785947,3.086480653,3.611709521,2.270301929,2.199448893,1.796473371,12.09136574,8.237818761,12.31014023
Pla2g4e,ENSMUSG00000050211.14,12.7088606,18.3677554,5.969775157,4.810789649,2.167076622,3.810895904,2.129321072,1.066195037,1.312039769,1.170412913,0.870848456,2.910079014,3.386895191,1.159511729
Krt34,ENSMUSG00000043485.2,18.7030048,17.59706087,12.45649505,7.741280096,2.279800262,5.092291185,0.497452087,0.661864497,0.806540593,0.866740727,0.937685995,3.141130775,3.76101949,2.433414768
Gspt2,ENSMUSG00000071723.7,3.878365471,2.490311149,2.78E-17,2.78E-17,2.78E-17,2.78E-17,2.78E-17,2.78E-17,2.78E-17,2.78E-17,2.78E-17,2.78E-17,2.78E-17,2.78E-17
Stxbp6,ENSMUSG00000046314.15,0.749088311,1.004356417,2.289068328,1.775954623,2.203602088,1.992185945,0.207780794,0.32975671,0.411213108,0.488580176,0.652616256,0.040011202,0.137368368,0.031458417
Csrp1,ENSMUSG00000026421.14,1.109975531,1.035403303,1.530284994,1.657366271,1.653649779,1.506375121,0.757616481,0.792190566,0.938784209,0.896671998,0.648693039,0.532608219,0.413575331,0.430927593
Gm25188,ENSMUSG00000065847.1,0.264136019,0.243095782,0.637894292,0.67126129,0.439282492,0.415982778,0.110008372,0.040935259,0.169840054,0.275898349,0.151136846,0.175035939,0.070828436,0.048138967
Gm8129,ENSMUSG00000059159.6,130.5395241,141.4411194,243.7847609,288.5632466,238.6469675,266.2896889,88.0402953,92.57524362,56.21578254,67.7841517,73.96160715,117.7448186,196.7206436,152.0152062
Gm22137,ENSMUSG00000076039.1,1.552633125,1.713813653,3.258691449,3.145068627,3.073705355,2.589265652,0.842646618,0.660778143,0.670626786,0.729434463,0.718306901,0.883075415,1.180226209,1.508437876
Ttll6,ENSMUSG00000038756.13,10.28969979,9.416924779,28.60838701,23.30025096,39.57837533,27.55954682,7.983817248,5.853186307,4.393425001,5.249014334,4.463222021,2.703444986,3.674523048,2.089558264
Olfr1239,ENSMUSG00000075088.1,2.78E-17,2.78E-17,0.444721389,0.465474446,0.586143118,0.736557005,0.349983501,0.163248421,2.78E-17,2.78E-17,2.78E-17,0.188209826,0.209372944,0.300379515
Ccl28,ENSMUSG00000074715.2,2.78E-17,2.78E-17,0.65874464,1.101797848,2.78E-17,2.78E-17,0.421893935,0.346612999,2.78E-17,2.78E-17,2.78E-17,2.78E-17,2.78E-17,2.78E-17
Psd4,ENSMUSG00000026979.16,1.197392084,1.146628375,1.280083833,1.480304158,0.729892521,0.664668292,0.49037435,0.817381698,1.036020345,1.047024235,1.271793333,0.165568388,0.07070508,0.074744738
Vmn2r27,ENSMUSG00000072778.2,5.375750408,6.16703784,6.900479849,7.289123965,3.540142306,4.132193656,3.158511924,3.425193893,6.970151638,5.780167074,6.421446241,1.346178938,1.725667711,0.926678711
Gfer,ENSMUSG00000040888.9,1.334640366,1.416827775,1.634140573,1.627201758,0.689852903,0.812419023,0.855744695,1.106701301,1.438917423,1.195989335,1.400102245,0.359384753,0.368488337,0.341849997
Angpt2,ENSMUSG00000031465.6,2.732416083,2.284692657,2.688530889,2.499231476,1.92904204,1.22464586,1.236286701,1.563246694,2.020745515,1.649536014,1.904463974,0.31747301,0.133282932,0.290409497
Afap1l2,ENSMUSG00000025083.17,2.986698677,3.20166669,4.160539753,4.644515769,3.835754548,2.622876692,1.977946083,1.853665337,2.725572463,3.040892719,3.058209095,0.87495164,1.412551348,1.207172312
Mvb12a,ENSMUSG00000031813.7,6.147651319,7.064883053,6.386839821,6.623726574,4.626682781,2.454741031,3.348050445,3.453515535,5.741758173,5.198765373,4.648518231,0.437946071,0.993506119,0.673502296
Abcd4,ENSMUSG00000021240.5,5.884829131,6.082540002,6.60970222,6.755696887,4.813532004,3.730194349,3.37371778,3.209763531,4.855929084,4.974652942,4.661259823,1.043814566,1.219619004,1.22605686
BC030336,ENSMUSG00000046096.6,1.868425973,2.074834342,2.352699625,2.884047689,1.29180578,1.341418132,1.389686618,1.490416196,1.897417971,1.864546468,1.698190346,0.678389032,0.535518172,0.454819977
Slc41a2,ENSMUSG00000034591.5,4.605073018,4.262923519,4.553335579,4.726228991,3.696145159,3.118614784,1.826973014,1.637599243,3.513286638,3.917234137,3.153305792,0.548942424,0.617330021,0.984072321
Fkbp9,ENSMUSG00000029781.7,6.366844981,7.324110205,6.502353653,6.987400376,2.914026795,3.168783209,4.558744613,3.858386641,5.593944699,6.366544205,4.520894766,0.994574098,0.404111104,1.08235919
Esf1,ENSMUSG00000045624.15,24.76479938,24.67679396,26.28318571,29.20907413,19.16967926,15.15455623,10.08587302,9.190650665,18.82810592,18.82170829,18.09056353,9.885804698,9.908936592,8.623472285
Ptpn23,ENSMUSG00000036057.11,1.910646265,1.556834149,1.985542099,1.920934266,1.483523811,0.899282217,0.670233084,0.465596345,1.240199986,0.964313171,1.096827776,0.370188978,0.350238522,0.250179294
Pid1,ENSMUSG00000045658.16,78.55807199,74.84752037,103.4060009,114.7615776,125.8557825,96.69291223,45.18729733,48.50408196,67.32399151,62.92574566,63.51294668,12.84762524,16.12376654,12.65765863
Olfr1452-ps1,ENSMUSG00000074985.1,0.580582739,0.546868441,1.22826807,1.233973866,0.639348731,0.949185651,0.306652154,0.219391867,0.378785475,0.35228973,0.506461992,0.133484951,0.391342496,0.161537704
Ap1s2,ENSMUSG00000031367.15,1.251821976,1.465412962,2.040095725,2.525129575,1.279692249,1.129398136,0.805590614,0.53659349,0.807728157,1.001962542,1.011126179,0.548098113,0.622818632,0.418613941
1700123L14Rik,ENSMUSG00000072878.4,1.654989286,1.9377221,3.675835787,2.951438354,3.373150165,2.689564728,1.062912084,0.968490169,1.635540025,1.137004411,1.6597226,0.91547223,0.717644125,1.069137127
Hcn2,ENSMUSG00000020331.9,47.15461928,50.08627444,54.2671342,54.86786838,45.67315674,34.09560862,27.05953418,27.90496002,30.48572546,33.1178177,30.33415507,8.622719292,12.78973734,8.675187967
Serpinb5,ENSMUSG00000067006.12,18.93818934,23.16015006,28.81638929,27.04936858,21.45940124,22.28071127,12.36964744,11.99910039,11.76450408,16.95960798,15.26483072,8.316795359,13.25191596,10.31080607
Eri3,ENSMUSG00000033423.16,14.45487078,15.74961881,19.85704201,20.66660756,15.43010002,14.22107388,15.75899128,15.76569047,12.28536742,13.99997149,11.25795177,5.640261145,4.185027994,4.993378291
Mir546,ENSMUSG00000072837.1,3.169326586,3.151237172,5.729181427,5.622754521,4.863738055,2.490125638,0.894463235,0.907702314,2.584403672,2.732542523,2.154584234,0.442191218,0.215198737,0.499889124
Ms4a10,ENSMUSG00000024731.15,0.436279537,0.549313239,0.656648565,0.670815222,0.375368701,0.1478154,0.27405601,0.263919014,0.325389763,0.246315984,0.266675852,0.040198454,0.090309258,0.058161757
Fbxo47,ENSMUSG00000070336.3,0.556935143,0.763318087,1.710365736,1.570276592,0.72052906,0.781141829,1.011971639,0.755031051,0.844933624,0.719589764,0.61577811,0,0.10860237,0.157558124
Gnptab,ENSMUSG00000035311.16,3.429393795,3.56028514,4.072816953,4.307420825,2.008034301,1.999434787,2.30474503,2.019603391,2.383189233,1.932902677,2.033455272,1.715338847,1.756658879,2.098117179
