gene_name,gene_id,DCT1,DCT2,DEA1,DEA2,DMA1,DMA2,DMA3,DLA1,DLA2,DLA3,DC2,DC1,DRT2,DRT1
Pnoc,ENSMUSG00000045731.5,1304.548982,1279.512811,541.9968828,440.3012297,247.869861,259.5704859,235.2998741,435.5460486,396.9218103,393.0145881,575.6861026,613.5307275,165.3806476,170.9644406
Sox8,ENSMUSG00000024176.10,36.11790179,32.95457073,14.22346152,15.49264976,3.949340913,3.954096104,4.689182629,5.476295698,5.226261713,4.852563578,11.99847646,11.25805939,3.502198371,3.754632734
Vti1a,ENSMUSG00000024983.9,6.298409077,5.037173371,1.893555447,2.129706397,1.094515606,0.898786242,1.135742401,1.40870926,0.944490162,0.883305524,3.093985062,2.773583121,0.767687731,0.68765996
Dgke,ENSMUSG00000000276.11,28.36409102,26.6762761,9.651612877,10.34844491,2.509952063,2.183350357,4.646811105,4.521527101,4.503224685,5.435962782,12.11882109,10.49725024,3.722572412,3.01961823
Nbn,ENSMUSG00000028224.14,0.876234775,0.722898145,0.059173334,0.019997401,0.242587061,0.259333983,0.308123895,0.338070021,0.242838626,0.114663073,0.059481259,0.028985938,0.195966233,0.082867793
Cypt12,ENSMUSG00000027564.4,21.90397925,22.76527249,6.887337894,9.382144983,6.286215408,4.972257912,4.446290459,1.943979914,2.281271667,1.763230022,4.546123804,4.53680816,2.417640015,2.210970763
Idh1,ENSMUSG00000025950.16,16.78110941,14.99852152,7.959768252,7.691898877,3.303316376,3.467882549,3.670004847,6.016176933,7.329816264,6.486664511,9.152044173,9.440215341,2.288377378,2.261912806
Fam19a5,ENSMUSG00000054863.8,164.3899302,128.1470007,26.69671073,25.4079181,12.46845259,14.58266181,4.181006309,30.57669888,11.3529539,14.94471786,10.98726558,0,17.76865902,10.52585835
Rusc1,ENSMUSG00000041263.14,36.58584485,33.09545596,10.74572947,11.84112112,4.964905606,5.362862998,6.504830405,7.109880549,5.580274273,7.297178962,10.61210459,13.22796087,3.017080581,3.519550419
Ints9,ENSMUSG00000021975.7,205.4174086,206.0624728,102.4776074,98.54126951,42.76797639,43.60291862,44.9348172,78.38916538,77.70074594,77.80525828,112.7385691,111.689383,28.58209039,27.6651063
Gjb6,ENSMUSG00000040055.8,4.38260934,4.439829069,1.905227716,1.858127937,0.606984086,0.609343249,0.676190094,0.565454652,1.020053197,0.647095917,0.377351942,0.659179058,0.38955187,0.40115809
Spock3,ENSMUSG00000054162.15,12.86697547,11.76731814,3.164693026,3.669913925,1.208765448,0.991516106,1.24812869,2.170507862,3.494341795,1.533870645,3.084374684,2.487137082,1.691975119,1.091785553
Pf4,ENSMUSG00000029373.7,307.561471,304.4208607,107.8070807,92.51748397,98.26662997,90.92763637,91.85309058,162.3878907,153.2617139,158.2854979,155.2854084,164.849447,39.75231038,39.89003679
Ccdc79,ENSMUSG00000052616.10,4.6685636,4.458395041,0.209138475,0.240625731,0.554138095,0.608131088,0.421894067,0.450507802,0.003520054,0.572374806,1.59266437,0.536940022,0.430976878,0.293889526
Cript,ENSMUSG00000024146.9,62.59658036,68.06171548,0.059894138,0,31.70049314,29.92559318,21.79942617,38.07895994,37.25852922,39.55933709,41.35317312,45.61632713,6.81601391,8.270092944
Ncbp1,ENSMUSG00000028330.8,84.33340446,84.36907534,46.34455636,37.62184924,13.11483544,17.5668762,14.26918603,32.84324332,30.2918724,30.17658362,15.85070276,13.08302112,9.054052457,7.949253569
Zswim6,ENSMUSG00000032846.9,8.115839138,9.70764021,0.766087042,0.662880013,4.178286212,3.523404701,3.886382931,3.213326614,5.409526866,5.231406823,3.301628985,4.076981575,0.685380952,0.900603877
4930442H23Rik,ENSMUSG00000053603.4,1214.421625,1198.146165,142.2263295,147.0156949,221.7583778,212.6855573,239.3396112,188.1098282,182.5978163,191.4908857,357.492654,375.2388085,77.59843203,79.1157629
Sri,ENSMUSG00000003161.15,8.187102584,8.208317718,1.972114842,1.907906128,0.881930999,0.36443917,0.493333843,0.17509311,0.076113254,0.215929678,0.854354543,1.586278069,0.411720088,0.412318364
Olfr522,ENSMUSG00000051180.6,103.6665971,106.7164636,1.007089966,3.643386587,25.57654624,23.38213027,17.20341566,16.11906842,14.54356251,22.15268587,30.09187707,33.10245619,3.725668267,6.275882568
Trhr,ENSMUSG00000038760.13,15.27398924,15.5572244,7.335520581,6.145669077,3.638596514,3.636302048,4.595600557,8.724714563,8.42544995,7.738433397,6.436603389,6.229330472,2.386567533,1.459347309
Rtbdn,ENSMUSG00000048617.16,23.4391455,26.37632067,4.912930519,6.195450098,5.189180042,4.149894917,3.952668018,8.227121955,8.105028544,8.050838936,6.298532685,5.064206332,3.034161287,1.697003028
Klf13,ENSMUSG00000052040.10,6038.467166,5934.260019,7.968257188,0.992807733,2603.686348,2515.027744,2927.28131,3669.3835,3740.086541,3848.074731,3420.749986,3272.037049,560.1372459,563.673266
Zfand2a,ENSMUSG00000053581.13,451.3231319,470.6163288,64.79566165,57.37143114,70.84179441,82.69959777,75.77798308,71.78873487,71.65169788,65.18668444,83.59050648,99.73507564,27.72961821,23.36556888
A730061H03Rik,ENSMUSG00000053588.3,59.22383006,43.19041042,10.88759596,11.49641957,11.11747822,13.95627667,11.58006568,7.719541186,8.624323377,7.593622018,15.94202517,11.54239987,2.16222047,2.88031713
Fabp5,ENSMUSG00000027533.10,1.485434809,0.935568919,0.050038615,0.059889017,0.000199854,0.062674536,0.000112939,0.051915687,0.000353832,0.051981589,2.78E-17,2.78E-17,0.060716763,0.036274382
Olfr672,ENSMUSG00000051172.4,41.45885918,35.2340283,8.546799938,4.346340506,6.104688029,3.307477645,10.10506172,0.021207345,7.982401941,4.670706183,5.198574229,9.088898395,3.1899643,1.828842398
4932415D10Rik,ENSMUSG00000044581.7,4.641693274,4.676612252,2.181081776,3.089576716,1.484480122,1.113521087,0.873519215,1.88242594,1.696711417,2.146971144,2.058019095,2.856427368,0.355926467,0.368245896
Arhgap5,ENSMUSG00000035133.8,27.05719815,30.89300655,0.200339649,0.509962663,3.075359681,4.275284871,4.372545374,3.643676628,3.516633281,4.962147065,3.453348743,2.159954719,0.662763236,0.868001791
Zfp42,ENSMUSG00000051176.5,137.666918,137.5325069,2.49055048,9.173072292,16.70382712,11.80277822,17.37266014,16.55230628,16.47701006,26.77616634,32.74847883,23.92723557,5.777115626,3.391078262
Gm24612,ENSMUSG00000065201.1,0.783266755,0.950746708,0.142103555,0,2.78E-17,2.78E-17,2.78E-17,2.78E-17,2.78E-17,2.78E-17,2.78E-17,2.78E-17,2.78E-17,2.78E-17
Olfr617,ENSMUSG00000073946.4,3.833309124,2.508570528,0,0.352661344,2.78E-17,2.78E-17,2.78E-17,2.78E-17,2.78E-17,2.78E-17,2.78E-17,2.78E-17,2.78E-17,2.78E-17
Agl,ENSMUSG00000033400.14,8.56061358,6.989960906,32.16590054,33.02257447,24.79285032,26.32918292,22.50803808,3.303608846,3.975089296,2.951727337,3.401764492,3.612240195,10.90255177,10.89238681
Aldh7a1,ENSMUSG00000053644.13,1.144520843,1.299620677,7.826835356,7.574781889,4.06589599,6.61411676,4.485156826,0.217830393,0.646212586,0.451714506,0.099115622,0.196030573,1.185341608,1.72475636
Mpg,ENSMUSG00000020287.15,0.531446855,0.582643601,3.731505644,3.524770064,2.055868821,2.10215685,2.625392772,0.114119921,0.272798624,0.134661732,0.228606417,0.048182932,0.701189766,0.643441949
Zfp661,ENSMUSG00000034800.15,2.784502894,3.028826848,9.153013106,9.251556898,9.264730964,9.138976129,10.39110283,8.240137548,6.996052225,6.899188957,2.457812061,1.699075766,2.78E-17,2.78E-17
Tnfsfm13,ENSMUSG00000018752.19,14.66190034,14.85091599,30.08714541,31.60354193,8.911741611,9.478089159,11.36620196,3.806826829,3.201270376,5.489495378,42.42330172,39.09223411,17.46799184,21.52023215
Afmid,ENSMUSG00000017718.15,6.531729404,6.719331643,8.118527135,8.8805199,2.232042663,3.037541895,1.938604889,1.781990202,2.107389697,2.076975805,8.158010241,7.695272283,6.457603845,6.075778213
Smtn,ENSMUSG00000020439.17,0.062832636,0.096202789,0.412963994,0.475776877,0.106517175,0.084073849,0.174928729,0.08324169,0.179578643,0.144576612,0.387601918,0.362891894,0.25332178,0.19342637
Ebpl,ENSMUSG00000021928.8,85.36115492,81.10522919,145.980677,141.5553124,51.04359578,45.14849842,53.5383351,61.48639455,58.46724838,62.99577537,147.6793719,143.6700855,53.97269423,60.18773089
Ube2q1,ENSMUSG00000042572.12,10.68408178,11.62631751,17.03056594,17.26534317,7.470562278,7.993376508,8.817276739,8.467128125,8.620561679,9.617954984,16.83233069,17.25681345,6.281972701,7.358724587
Nfkbie,ENSMUSG00000023947.7,2.495930632,2.134672115,9.314907902,9.289175711,1.504151178,1.052112817,0.802226298,0.676894397,0.610579559,0.930607236,6.167747318,6.170992,1.813696585,2.005714737
S100a10,ENSMUSG00000041959.14,5.414072773,6.853518268,9.571761203,11.78021989,2.207293442,2.719786853,1.55139518,4.822766005,4.498805067,4.421347902,10.06684158,10.8100442,2.534296854,2.513381345
Tra2a,ENSMUSG00000029817.11,3.740792098,3.470445119,8.399644909,8.948376743,5.671843087,5.709313485,5.736677825,4.714943274,4.976098655,5.1234446,8.41507692,9.403211565,1.696333966,1.671209322
Nol4,ENSMUSG00000041923.15,0.346327762,0.236327783,1.3472071,0.99825127,0.22320066,0.392688164,0.460962725,0.339053201,0.398846463,0.308908755,0.944557135,1.05235151,0.141238193,0.126262129
Zfp41,ENSMUSG00000047003.14,1.831087554,1.514841641,7.113768443,5.691801192,2.181181731,2.87546472,2.191880683,1.727490863,1.557785707,1.485839298,4.635342005,4.902023588,0.7126181,0.665141775
Ly6g6e,ENSMUSG00000013766.11,4.55992389,4.499296888,9.961981409,9.884105293,6.67168905,7.611578635,6.091282655,5.265243185,5.60754557,5.127406551,9.888709912,9.753824166,1.32814428,1.320808045
Timmdc1,ENSMUSG00000002846.9,0.438223704,0.382359503,2.90903432,2.989379842,0.987031025,1.633585237,1.412014993,1.349554842,1.172428524,1.158224875,3.132813582,3.632985938,0.155744686,0.310922628
Thpo,ENSMUSG00000022847.14,0.317373998,0.423649381,1.751525068,1.820570953,0.211424841,0.259124903,0.277510179,0.318399083,0.305685637,0.288231173,1.094096012,0.933296881,0.107406037,0.114815838
mt-Tl1,ENSMUSG00000064340.1,0.783700448,1.409850134,8.070090128,6.101789052,0.491171915,0.495207839,0.309443524,2.036325935,2.866028144,1.480764901,18.07010882,14.40956184,0.187386791,0.214146591
Oxgr1,ENSMUSG00000044819.5,0.634892863,0.749757978,6.874939373,5.831309756,0.000432842,0.000308863,0.133676584,1.547382617,2.491659442,1.366293465,9.737377719,11.58154663,0.001786385,0.135295242
Galnt3,ENSMUSG00000026994.9,4.432089829,3.104811564,3.820508073,3.661051693,0.005478649,0.598497529,1.100347438,0.944181917,1.396440193,1.188088466,0.42744384,0.352903729,4.641365482,4.881654734
Zfp511,ENSMUSG00000025470.10,9.265137812,7.434849706,8.222569179,8.859142576,1.832841703,2.306697379,2.990706915,0.68630037,0.557957338,0.737491102,5.890140767,5.075460327,8.041501441,7.994268069
Serpine1,ENSMUSG00000037411.10,0.539731102,0.472892073,0.634401829,0.728814115,0.417862538,0.270120573,0.298458722,0.000295224,0.064453803,0.103239934,0.089296999,0.038698476,0.676782222,0.535465378
Smoc2,ENSMUSG00000023886.9,24.55254954,26.24587914,30.94996692,28.41008487,11.12993564,7.807596071,7.243183385,3.960405698,1.788068753,1.574851652,15.4573588,17.9818499,27.21890609,28.02136025
Slc25a27,ENSMUSG00000023912.9,4.216932154,5.638676364,5.500128916,5.525609773,1.209972991,0.666617625,1.774713046,1.122478803,0.744571022,0.474960998,3.811789745,2.287169358,5.344380426,5.120950035
Prdm16,ENSMUSG00000039410.16,0.8719646,0.974976646,1.120496509,1.251338109,0.510900201,0.454026431,0.197240454,0.082886054,0.054268653,0.103408869,0.536842183,0.490750249,1.168031809,1.01738049
Mir24-2,ENSMUSG00000065541.1,2.149213927,1.522973491,5.997526267,5.183706097,0.804717291,0.936877,0.759117376,2.166538717,1.780168072,2.03656535,0.556255264,0.974711842,7.245589465,8.450354471
Cks2,ENSMUSG00000062248.5,2.78E-17,2.78E-17,0.61034811,0.686119407,2.78E-17,2.78E-17,2.78E-17,2.78E-17,2.78E-17,2.78E-17,2.78E-17,2.78E-17,0.279314792,0.388452301
Tmem212,ENSMUSG00000043164.3,0.055802701,0.373592501,1.118504377,1.094132508,0.416694517,0.146798357,0.20645222,0.154873097,0.22136637,0.144853227,0.288248059,0.146271456,1.009800561,1.22860339
Slitrk3,ENSMUSG00000048304.8,2.78E-17,2.78E-17,0.371545535,0.442521942,0.000599146,0.000427531,0.184636418,2.78E-17,2.78E-17,2.78E-17,0.238384271,0.235080176,0.400284488,0.390571097
Cpne6,ENSMUSG00000022212.15,0.705786772,0.937750159,2.53897035,2.768235193,1.001832018,1.28408448,0.72009183,0.707776623,0.765302443,0.910930191,0.228348693,0.323899196,2.013525518,3.048300357
Olfr355,ENSMUSG00000075380.1,7.701392935,6.50822111,11.12459919,9.19871798,2.085990506,2.091617605,2.513806013,1.65999799,2.310676966,1.833494665,3.092547648,4.008600473,14.79742847,12.6916329
Paf1,ENSMUSG00000003437.14,0.179050495,0.221760212,0.622787625,0.589848043,0.293458041,0.218182939,0.196126272,0.308310597,0.367436104,0.257812608,0.158782463,0.215583174,0.649355985,0.760528586
Luc7l,ENSMUSG00000024188.15,8.421898118,8.356779309,21.91535581,18.04971054,2.099614245,3.928061528,5.189846505,7.730255972,4.051757471,6.207281115,6.675924007,5.991438319,21.97636433,20.99441718
Sdk2,ENSMUSG00000041592.16,0.373655737,0.45797335,1.828336964,2.246184226,1.140684994,0.580483007,0.61674617,0.789267736,0.930028711,0.820311285,0.596751846,0.35240425,2.308494266,2.198036536
Plxna3,ENSMUSG00000031398.13,2.803795674,2.164586728,7.047110103,7.700288391,2.434482652,2.315847308,2.150245139,2.983087556,2.591749103,2.580408811,1.153801221,0.982478795,6.703720879,7.217185869
Olfr1490,ENSMUSG00000061387.1,1.308844583,1.282112856,5.685037724,6.051045389,3.277332325,2.763306071,3.464421702,2.633200387,3.1933131,3.647545472,2.38757048,2.114184213,6.323042127,7.252371877
Gm9828,ENSMUSG00000048603.8,961.7724626,949.5093746,3316.649302,3124.458638,1085.394553,1048.360855,656.415841,1083.235185,1047.844658,1051.406095,1121.234859,1150.542873,2698.724727,3149.141227
Rbm15,ENSMUSG00000048109.10,6.784314816,8.390576024,107.8688871,101.269828,25.9897005,23.09927593,30.59867602,25.41522505,23.66465993,22.80568542,15.72960188,14.59414709,87.86072487,80.54481005
Mbnl1,ENSMUSG00000027763.13,0.381883105,0.336914227,1.455211039,1.692644163,0.986900668,0.437423782,0.788588281,0.890039518,0.847279092,0.657733257,0.208252872,0.541216704,1.840933576,1.792027639
Pigo,ENSMUSG00000028454.16,33.02404001,33.27227066,59.70461947,61.69155955,19.02796737,21.64840359,21.48439103,4.887457205,5.846186869,4.232861017,42.57110322,41.10469419,69.62046073,66.76684763
Mrpl41,ENSMUSG00000036850.4,48.97253233,49.45272661,76.13192199,64.56957499,13.10613859,11.86150493,14.18108828,2.858659712,2.391836597,2.020580444,25.82839902,23.57927795,68.28997895,63.77685088
Cul1,ENSMUSG00000029686.15,1.312443026,1.413553173,2.998445606,3.11693269,1.894558966,2.045536712,1.477233808,1.110109371,2.160984862,1.556881852,0.616913251,0.145456274,4.068306055,3.755491945
Opa3,ENSMUSG00000052214.9,0.794570136,0.961991078,2.153952776,2.092950544,0.475345344,0.986379843,0.748086526,0.66767439,0.889035456,0.972147802,0.437148458,0.599703433,2.044930456,2.106915423
2510039O18Rik,ENSMUSG00000044496.6,0.418225512,0.951818208,3.593575086,3.521473312,1.798980567,0.665224768,0.791786056,0.606209095,0.969432936,0.728388114,0.178471213,0.462292319,2.733066163,2.624598982
Tas2r139,ENSMUSG00000047102.4,292.9301146,294.9033531,719.3738093,774.273079,269.5078452,267.7582387,210.0620908,247.998909,251.6928911,235.9759069,397.9732036,361.7932275,738.9879319,760.8991052
Vstm5,ENSMUSG00000031937.6,0.050179426,0.038232905,0.949197922,1.022159475,0.065262787,0.135635175,0.256417772,0.052793227,0.242059323,0.246593767,0.059414879,0.117324032,0.480566524,0.553380639
Retn,ENSMUSG00000012705.16,0.719346875,0.609192011,1.254513196,1.141230823,0.645827839,0.45537297,0.421719639,0.563589333,0.658161633,0.371341065,0.318010796,0.254577014,1.207190858,1.275492901
Dyrk4,ENSMUSG00000030345.16,3.885206406,3.923043909,18.83106575,18.16166362,6.585136464,7.27043839,7.491650182,10.81584055,11.5985949,10.83398108,4.365695661,5.545189571,16.95915194,18.54357401
Ssu72,ENSMUSG00000029038.9,9.956095883,10.68680971,14.76475177,15.45667652,5.145950498,3.975678638,3.789452854,0.957580781,1.914803449,1.789069613,4.256643184,5.09111203,13.83027249,13.36210748
Lyplal1,ENSMUSG00000039246.8,1.47266793,1.253526332,5.137944294,4.518172564,1.45588369,2.51269668,1.589088883,2.059417345,2.402064839,2.810073062,0.586466911,0.648585,3.942225213,4.363666121
Exosc10,ENSMUSG00000017264.16,16.72550288,15.42581126,42.82123874,42.67907568,18.14153363,17.90074065,16.54072953,26.45013065,24.4961332,25.05878433,10.63441182,10.91680538,44.9654093,44.83807404
Gm20715,ENSMUSG00000045929.8,1.510896174,1.057050938,3.296116215,4.031940664,0.560350381,1.404811149,0.830951756,1.016596061,1.276920926,1.736215851,0.397045685,0.88636615,2.94963026,3.004032296
Rcbtb2,ENSMUSG00000022106.14,7.643365731,7.602651411,37.75419942,35.39554393,7.852896531,8.341640337,8.79935865,7.900024251,7.392477448,8.077941048,3.262596421,3.375627537,23.32035594,23.56665396
Dcaf8,ENSMUSG00000026554.15,5.098908243,3.40651514,8.329851818,8.114062426,2.935504333,2.932601122,2.834343467,4.201371135,3.743907013,4.51821247,4.069026334,3.688894243,8.573321895,8.798380562
Sdr42e1,ENSMUSG00000034308.13,5.630516647,5.096815422,18.355168,17.82116537,9.186097249,10.18799301,10.01834105,11.48601857,10.94628933,11.40319126,5.750812031,4.977154732,20.81442008,19.84580914
1700111E14Rik,ENSMUSG00000029837.2,23.8285113,24.41359553,77.29145995,76.71163827,34.65184054,36.93602709,31.53880567,37.98948295,36.43122455,32.28871337,12.55218237,15.14726981,65.73497349,70.65499037
Wdr19,ENSMUSG00000037890.13,0.686331927,0.608392837,1.092973307,0.885800536,0.430306978,0.454955651,0.522755522,0.32890913,0.480854484,0.23777703,0.278176291,0.264552784,0.916540145,0.980257587
Gimap8,ENSMUSG00000064262.7,1.236237417,1.039178832,5.250181068,5.526643743,3.176865004,2.473242096,2.468024934,2.721131086,2.706276392,3.047063655,2.138599358,2.075551981,5.284150284,5.323399831
Trib2,ENSMUSG00000020601.7,40.06091641,41.01986412,207.8435829,206.3180333,76.64746019,78.73685985,70.26777091,71.38062457,68.4065921,68.00380574,48.1292071,51.21461598,155.6045202,160.911559
5830454E08Rik,ENSMUSG00000052658.4,1.796757507,1.853330289,7.512819943,7.255149574,2.916972639,3.147126285,2.956854911,3.849097313,5.03646501,4.19639547,1.521899231,1.356564604,6.518271825,6.763185163
Gm13534,ENSMUSG00000053472.3,1.702770845,1.631939331,13.3717523,16.07009195,5.9465407,6.416498546,6.318792653,5.313839898,6.02279086,7.27210705,2.435872541,3.408345522,10.86512524,11.63231143
Gng2,ENSMUSG00000043004.13,1.263683484,1.237123386,6.328739526,5.302177227,2.841342177,3.57803461,3.668794955,2.640639873,3.034453546,2.946372533,1.750292245,1.948519098,6.064825603,5.61769611
Kcns1,ENSMUSG00000040164.3,19.53633237,19.56701216,87.9655532,81.08035652,42.46095379,39.82152745,38.65555829,57.2510173,59.16686738,56.89636881,31.53943871,28.56881876,85.08004776,85.38506411
Odam,ENSMUSG00000009580.15,1.44169825,1.723321448,4.332531699,4.392232896,2.712945344,2.723805411,1.928955815,3.116680801,2.769520256,2.886173448,0.616451222,0.549734657,4.771838247,4.44489049
Cenpp,ENSMUSG00000021391.9,0.968040842,0.867868813,1.573847008,1.539197244,0.657685451,0.578524105,0.574638401,0.6979223,0.970553226,0.809984255,0.934959438,0.736310282,1.728455601,1.650429402
Slc12a2,ENSMUSG00000024597.10,0.224569277,0.256013141,1.059911052,1.052758965,0.366484915,0.188307812,0.399796445,0.64415866,0.431893003,0.381122497,0.337787469,0.392655699,0.957523276,0.873799686
Pogk,ENSMUSG00000040596.15,0.754676702,0.69793666,1.409293244,1.353482405,0.575554166,0.374707074,0.807324983,0.767672771,0.784111538,0.555474258,0.337885248,0.293971675,1.447683657,1.312482494
Hrasls,ENSMUSG00000022525.13,26.205186,25.48710986,95.19721912,88.24563064,39.37806477,40.66589337,43.85212361,36.85172916,35.9236682,37.99587648,14.96423338,13.19428406,81.79367861,74.74734005
Gm20517,ENSMUSG00000023984.17,6.142746537,6.555758738,24.95377556,22.59420271,7.102912786,6.16053634,7.449047666,11.75940048,10.91548506,11.14986643,6.115961957,7.969116793,20.50482592,19.17378947
Gm25628,ENSMUSG00000065936.1,0.816609026,0.962572667,2.975401825,2.462569363,0.981329862,1.101392717,0.912593028,1.006099392,1.623735799,1.280475628,0.367608234,0.44192381,2.275552803,2.18664888
Mrpl40,ENSMUSG00000022706.15,1.18132594,1.037776545,1.725295347,1.629320535,0.575664961,0.568237425,0.63532499,0.062691875,0.199997823,0.103695739,0.417012435,0.827002991,1.535058062,1.324938265
Tmem198b,ENSMUSG00000047090.13,807.1596712,804.8188054,2051.354974,2247.412267,807.4894923,818.9690083,767.6703386,956.5750615,992.7696392,974.6104181,1744.145347,1711.18879,2152.161692,2121.425882
Reg1,ENSMUSG00000059654.7,6.454375744,5.117813646,10.34360712,8.947390151,1.543670835,1.545586172,1.718192287,0.705468624,0.64823862,0.290169921,4.633564514,6.50255266,6.836283035,6.844561858
Slco2b1,ENSMUSG00000030737.16,13.67092195,12.64252471,53.75356913,48.40048766,19.47912925,21.79084306,20.886116,27.25017595,29.12670519,27.3210016,18.72439868,17.30057929,43.76630815,43.41889278
Fbxl7,ENSMUSG00000043556.9,14.19721276,12.55597913,76.60998219,72.36020791,16.00733162,14.25162305,11.77752023,5.709330571,4.817523811,5.126281049,3.03197929,4.749913554,33.58984123,33.36451021
Brk1,ENSMUSG00000033940.8,1.715286532,1.687000385,2.474177898,2.272509594,0.575220585,0.649222494,0.472933436,0.481541105,0.441029333,0.329785594,0.456914031,0.747815065,1.826445675,1.652406556
Pole2,ENSMUSG00000020974.5,2.644613082,3.134306727,3.230822539,3.737183549,1.795865744,1.279483347,1.240830647,0.400674099,0.287161225,0.634070291,0.855530431,0.519370607,2.77550266,2.582601159
Sgol1,ENSMUSG00000023940.14,2.438289935,3.226879106,11.11616874,10.04320972,4.562261854,4.154075322,5.605727833,4.156795351,3.480580326,3.60309712,0,0.47278455,8.186763845,7.256883947
Canx,ENSMUSG00000020368.15,0.78913901,0.753666764,1.320467471,1.619414352,0.429511884,0.301617105,0.522276884,0.626269252,0.84626632,0.758547373,0.706167756,0.480350556,1.336862342,1.235220832
Slc1a1,ENSMUSG00000024935.10,0.799268061,0.720997413,4.512071301,4.428846356,0.149199743,0.24868486,0.277311603,0.297773509,0.191705244,0.298038211,0.069226375,0.284904955,1.684070653,1.617378618
Siglecg,ENSMUSG00000030468.12,4.316762255,4.842922505,13.65832294,12.46093095,5.231384674,5.761956132,4.191497201,4.743850004,5.055069719,4.56513779,3.501909837,3.157425857,9.873006228,9.338250738
Rtn3,ENSMUSG00000024758.14,1.372985251,2.038306103,6.746327587,6.219823383,4.263227412,3.992747594,3.867917938,4.211286719,3.999387666,4.194140166,2.089116877,1.808991708,6.799188714,5.803583244
Gm5620,ENSMUSG00000056904.3,0.064951853,0.219429124,1.770131626,2.196078245,0.451651749,0.567442244,0.553652946,0.288124117,0.285423739,0.400004076,0.069337492,0.136987853,1.023170988,0.885797122
Slc22a3,ENSMUSG00000023828.2,0.77551386,0.654517422,2.677178967,2.369365033,0.951295902,1.162778448,0.993964126,1.107352178,1.398842866,1.391784003,1.163915383,0.854056916,2.345001188,1.930792245
Snx30,ENSMUSG00000028385.14,1.126852146,1.463177179,2.397479596,2.249326519,1.310692543,0.930404731,1.177186186,1.092652146,0.7351609,0.658012112,0.467132417,0.490972746,2.065868913,1.6571664
Mbl1,ENSMUSG00000037780.2,0.264927491,0.065156389,2.081160465,2.796010641,0.512529731,0.434791045,0.512781183,0.349081106,0.285579606,0.369677505,0.059466451,0.048555331,1.339097168,0.902505726
Rundc3a,ENSMUSG00000006575.14,2.439586181,2.866193633,11.82800547,10.29693863,3.693159672,4.867148483,3.919707665,4.060313606,4.88035747,3.719106983,0.546897931,0.401883745,7.158987144,5.821185675
Olfr1270,ENSMUSG00000075065.3,2.78E-17,2.78E-17,0.414274908,0.440987963,0.000299729,0.000213878,0.092825775,2.78E-17,2.78E-17,2.78E-17,0,0.058494589,0.184058435,0.037741079
Olfr979,ENSMUSG00000059473.3,2.78E-17,2.78E-17,0.404740627,0.467384648,2.78E-17,2.78E-17,2.78E-17,2.78E-17,2.78E-17,2.78E-17,2.78E-17,2.78E-17,0.194471087,0.002058938
Hnf1b,ENSMUSG00000020679.11,2.485475648,2.539364727,3.08307167,2.956209733,0.959883431,0.592395839,1.266169772,0.603997856,0.32955804,0.624728075,2.139214231,1.571751667,1.990770785,2.555505515
Crot,ENSMUSG00000003623.4,0.486983976,0.570572913,1.271045825,1.158046727,0.710886316,0.793392273,0.677088972,0.565014104,0.835074174,0.677017923,0.168673162,0.284604635,1.099699288,1.337564035
4933400A11Rik,ENSMUSG00000055357.8,0.604400306,0.419235236,5.249398887,5.96343721,1.228268808,0.970580189,1.095804081,1.464354569,1.424615513,1.860213421,0.666063885,0.717454585,2.711018667,3.480905329
Tm7sf3,ENSMUSG00000040234.16,0.461932533,0.449049113,1.028934096,1.386337036,0.429458394,0.352552701,0.461463405,0.073080194,0.210656428,0.154835579,0.278301075,0.136455089,0.63965382,0.813950492
Atp6v1e2,ENSMUSG00000053375.7,0.295598931,0.445124108,2.977461698,2.226922593,0.575387653,0.517187044,0.635162973,0.820558254,0.952331403,1.064289451,0.457308861,0.362681757,1.490644972,1.72052638
Prr14l,ENSMUSG00000054280.14,3.128028344,3.54138054,9.925163404,9.084142032,5.986916177,4.431749514,4.758536365,5.281122651,5.598966227,3.796320874,2.197669296,2.668155453,8.067405256,9.078050473
Olfr298,ENSMUSG00000062878.2,4.586713023,3.514322702,18.00403846,21.63174452,13.74228055,11.27316671,9.028783278,11.10002465,11.59980225,10.75354819,6.046786058,7.465540253,15.81093387,19.07129799
Serpinb13,ENSMUSG00000048775.10,1.018406341,0.704366285,1.809870641,1.669668786,0.618434969,0.671217388,0.828774624,1.257617787,1.006988542,1.147214636,0,0.235769799,1.357410845,1.621363492
Zdhhc17,ENSMUSG00000035798.13,0.400921842,0.678020252,1.340614946,1.146645998,0.448283921,0.300531535,0.186509802,0.319012044,0.409619634,0.410635825,0.437330037,0.421959489,0.839369589,0.946559499
Slk,ENSMUSG00000025060.14,1.866911856,2.412899628,17.62089248,15.8574604,4.354490367,4.629033859,4.753814228,4.312769355,4.347757739,3.840121272,3.818892105,4.658002725,8.687812982,10.43113293
Napepld,ENSMUSG00000044968.16,0.621366125,0.65072471,14.94247628,15.99796572,2.397020654,3.077173307,3.797383227,3.897395883,3.968309713,4.477303483,3.152586889,3.761358809,7.020940953,8.63878666
Mettl10,ENSMUSG00000030960.16,0.256325898,0.178688753,0.370905686,0.459924038,0.147749697,0.083988047,0.103570677,0.103226155,0.064619871,0.04192899,0.288103438,0.294117414,0.278224966,0.334566736
