gene_name,gene_id,DCT1,DCT2,DEA1,DEA2,DMA1,DMA2,DMA3,DLA1,DLA2,DLA3,DC2,DC1,DRT2,DRT1
Surf6,ENSMUSG00000036160.13,1.651096254,1.356766572,2.733035421,3.276481393,1.974269035,2.38654143,2.453543815,1.712056596,2.375080983,2.179209162,3.621224001,3.334827514,0.869772612,0.850639337
Fundc1,ENSMUSG00000025040.13,103.2364485,113.4325246,20.16181158,21.01557315,81.15759679,75.74267332,84.62907127,75.36758346,81.53240699,70.0185902,163.3583773,132.5962722,58.17234245,30.63502124
Gm5581,ENSMUSG00000061969.8,310.3556734,305.9452472,50.82653698,62.81014191,210.7415345,217.9028832,201.9668388,188.6269057,194.8744877,199.8529679,585.7908641,420.4776219,153.3457367,87.86820281
Olfr1414,ENSMUSG00000042849.10,13.13436903,13.20062183,17.74420444,18.89943978,16.93103828,16.36023819,21.06654152,19.77998968,19.93417736,21.33618388,27.86179853,32.74320507,6.631505683,6.936987783
Olfr322,ENSMUSG00000063549.3,1606.698038,1680.627354,465.960114,512.4038684,1169.130271,1096.726762,1200.997075,1122.037557,1190.446594,1103.891355,2568.210035,2060.456503,798.1743592,467.7042249
1700018A04Rik,ENSMUSG00000038408.13,6.118762692,9.521904474,13.87749565,14.39208265,6.618125852,11.0456265,8.021842697,9.534636283,9.048855423,9.551711833,16.45424525,16.91237474,3.339554064,3.783370429
Mir338,ENSMUSG00000065600.1,3379.684193,3330.657281,10.37825962,0,4135.719302,3906.606153,4663.908078,5889.848987,5851.853293,5943.019205,7613.490183,7827.841502,1572.067725,1518.190378
Cldn13,ENSMUSG00000008843.4,30.97584793,28.85453025,44.00536815,40.9036543,31.68708019,28.34480632,29.33495901,43.15475306,44.01913764,41.55031907,100.2313756,102.8839881,16.01427843,16.26968764
Gm22443,ENSMUSG00000064824.1,8.996616265,8.886509765,3.203437972,2.018168858,5.859122644,5.457733749,6.376230072,5.872650848,5.342133155,4.874546761,11.39316773,9.255182219,4.190434253,2.244771734
Pram1,ENSMUSG00000032739.16,294.1139079,302.2387761,140.8915235,118.3169771,291.982323,275.1625556,343.9532778,335.3374044,359.5038817,314.5922547,638.1550224,668.7433229,117.4872829,115.1386872
Prpf3,ENSMUSG00000015748.13,683.540113,655.7102941,158.0769906,157.8418939,534.9390583,527.0903589,564.9519508,518.3487117,519.3488755,496.6751253,1019.167982,827.0141641,340.9511694,191.4745283
Olfr577,ENSMUSG00000043354.1,17.66184332,18.64524252,4.844206974,3.744061759,16.53027074,14.25571705,15.18422349,13.70066074,13.85828735,11.94705137,31.59274275,24.67020324,10.06485986,5.368207703
Olfr281,ENSMUSG00000032987.8,660.2427869,671.6618686,823.1348412,882.0472301,858.0479035,812.4469,861.7376984,840.658155,804.4514314,781.7298926,1681.75263,1756.564465,302.070598,319.9779704
Acvr2a,ENSMUSG00000052155.5,6.874563597,5.610630749,10.54905397,10.91660378,8.576244819,8.214843118,9.552928681,8.742981626,9.137442473,9.640876063,15.85637329,17.27954665,3.242401104,3.385027637
Gm24032,ENSMUSG00000065866.1,91.79292395,88.72489079,19.25109526,22.72626218,67.72489459,59.12788823,69.16082393,55.39196007,67.72155799,56.75555363,151.0035417,118.6233794,52.13805857,24.97954466
Ceacam10,ENSMUSG00000054169.7,30.83022278,30.9247042,6.288503629,4.649855193,29.31021764,27.77020115,30.93507795,29.21232831,27.52264021,24.65594492,67.86808618,54.46136383,18.23339972,10.33934299
Gdf3,ENSMUSG00000030117.5,945.8173741,977.4800323,238.7300974,266.1199492,796.9705041,731.5335011,759.2571094,767.027517,815.6603501,694.3757495,1637.722443,1251.698617,534.20613,280.9603571
Gng11,ENSMUSG00000032766.9,10.79663364,6.812158691,16.72914112,19.3062913,13.78972399,12.4873881,14.39850651,11.49392257,13.21595972,11.8268421,21.03223807,19.83128994,4.528363589,4.718608621
Sugp1,ENSMUSG00000011306.6,41.97756685,39.73863927,25.6653093,23.53428074,55.00006803,54.61491415,50.21432643,48.53494523,51.3367588,47.52355027,81.27631866,70.74115284,23.19815723,16.33281216
Angptl1,ENSMUSG00000033544.6,201.5215916,205.3656906,26.90409442,26.12844667,129.6977349,126.3818902,132.5838363,130.0008576,134.1990436,120.5061852,359.2483437,299.7691398,94.63332906,52.88426581
Sestd1,ENSMUSG00000042272.17,3.11473641,2.676570554,5.29829325,6.031378393,4.736816511,4.571143415,5.161067564,5.259179573,4.040703283,4.858059003,8.078645516,7.418970828,1.772287176,1.662033998
Snord80,ENSMUSG00000065735.1,0.615402799,0.419483064,0.049545633,0.367582671,0.519743395,0.999473014,1.377684664,0.879653301,0.590562013,0.839826624,8.373443155,11.12205435,0.899020567,0.711604041
Taar3,ENSMUSG00000069708.3,14.51081945,16.37385819,3.669472594,3.56216133,13.4142044,11.69265287,12.35245396,11.58982802,12.26266071,10.83833192,23.75011164,20.52471442,7.792016847,4.265014868
Fam167a,ENSMUSG00000035095.11,38.88439837,49.4098631,19.06252216,20.90335701,32.5289823,33.23417405,33.16397135,32.35437384,32.11789461,32.35769525,64.28571436,52.47524164,17.66392075,12.01922232
Lmo7,ENSMUSG00000033060.15,3.342195369,4.148773984,1.145226019,1.486587474,3.256971238,2.966481739,3.292462176,2.9488884,3.289137286,3.831793279,6.128768611,5.430255836,1.550894572,1.099875818
Cab39,ENSMUSG00000036707.16,20.31018289,20.11198012,29.22078799,25.42384978,18.27366287,22.71043307,22.2274855,22.92674267,20.31970344,23.11571994,59.47184394,61.04546763,7.32480793,9.041683118
Leap2,ENSMUSG00000036216.5,6.550470793,6.599349244,8.550041421,7.574326879,9.65286022,10.4467189,10.47777906,8.440151472,10.10189953,9.317841459,17.729658,16.19765584,3.694747582,3.201333787
Spice1,ENSMUSG00000043065.12,15.16504349,15.60959003,4.605643884,5.071686189,12.55091663,11.0323991,11.30125325,11.43073398,12.30952259,11.95603444,25.06474077,20.33366859,7.005900166,4.165196393
Pdc,ENSMUSG00000006007.14,39.79788395,39.3691477,7.76996238,11.05687136,39.05324448,28.15303936,26.36995982,26.5037831,31.65374728,27.43727663,60.89272144,50.10420274,17.45792211,10.32739394
Adamtsl4,ENSMUSG00000015850.11,85.29944892,82.3483541,125.2379593,123.6503634,131.1749592,125.6247889,163.5633754,129.6174565,125.588438,132.6472236,181.7669708,198.9062103,39.81088886,41.4341793
Tnnt2,ENSMUSG00000026414.13,10.01941405,10.1511135,4.408781908,4.424170499,8.124668872,7.366297787,6.958525085,8.066072693,6.695431944,6.755431149,15.73162111,12.68840305,4.691280648,2.662264649
Mest,ENSMUSG00000051855.15,0.272811505,0.422600249,0.444388449,0.780020362,0.370183338,0.740657207,0.594585991,0.42127149,0.513861679,0.502772067,1.651058397,1.632718953,0.242729669,0.215006181
1700029P11Rik,ENSMUSG00000061633.3,23.37739912,23.47925509,4.343056143,5.598108349,17.50694184,15.63531602,17.50849687,15.76697514,18.06971549,16.20462521,38.76710429,29.71638848,11.86705961,5.946433336
Aqr,ENSMUSG00000040383.16,9.530519366,10.82946277,2.165952897,1.821691602,8.341424166,6.808904634,7.668511244,6.970557381,6.844291215,6.914912438,16.76673689,13.25808088,5.046763896,2.550375971
Teddm1b,ENSMUSG00000043282.3,13.4826067,11.73786802,21.83946862,21.20607668,11.62557324,12.6094449,13.6707825,13.75771311,15.09044597,12.85555423,31.43311987,36.84902793,6.257922063,5.503522788
Eri3,ENSMUSG00000033423.16,14.43927354,12.1222908,20.69453791,19.68141009,9.466768612,11.92241637,14.94170766,11.47279035,14.06532136,14.32972401,31.23204807,27.11876253,6.345393777,5.097630596
Obp1b,ENSMUSG00000067679.3,35.19348258,31.05091075,36.42024652,33.01464248,33.72039002,29.50347767,35.7219092,37.85154525,36.24345585,34.40542606,60.25939732,59.27847754,13.96385884,11.60277205
Sox17,ENSMUSG00000025902.13,8.126949783,6.409107445,8.309706473,10.39042606,8.630266166,8.216854483,10.02033458,9.234864103,8.98468392,11.23713705,20.12379715,22.24276524,1.887155449,3.248772219
Marco,ENSMUSG00000026390.7,97.18193035,99.88125094,143.4100503,136.3885379,113.0311147,105.313169,113.1093715,126.9035188,124.5744515,132.0305891,184.155845,197.2880588,41.91497407,39.1524338
Fam193b,ENSMUSG00000021495.8,5.033077312,5.332874741,7.376092472,8.08025403,5.529236782,5.963512413,5.706579959,5.102786071,5.360997545,5.369838975,23.78550894,25.32213659,2.134907711,2.654937298
Olfr814,ENSMUSG00000059134.1,9.041580688,10.20301024,1.178368759,1.730474917,7.771177802,7.328561966,8.074638792,6.650839254,8.193321614,7.263673053,16.9553415,13.8302179,3.89173455,2.443435731
Plekha3,ENSMUSG00000002733.8,200.4765281,194.0891439,328.688712,364.1934193,263.5132923,268.1763167,336.0146649,285.9203676,277.0526085,283.9046601,465.127985,484.0155611,88.28771633,90.671658
Gm16286,ENSMUSG00000024571.14,1.443811051,1.011466412,2.347748936,2.601079444,1.800294775,1.465217746,1.759403348,1.525011306,1.373296052,1.829791589,3.352737742,2.960372112,0.557422015,0.565551756
Fancm,ENSMUSG00000055884.7,0.952199806,1.097510177,0.166909723,0.250619988,0.475694158,0.834438388,0.970986047,0.686992329,0.856368251,0.667302739,1.959721644,1.730416361,0.550323404,0.263250432
Gm24201,ENSMUSG00000064880.1,130.4580771,141.8010212,28.76095441,30.06885191,109.7926384,107.226141,107.5095926,95.95276429,102.201813,79.15939301,197.7346325,152.2155899,68.93129378,31.77153619
Zc3h15,ENSMUSG00000027091.14,239.3228085,237.2208521,350.2635391,370.7332198,230.0467353,221.4956049,247.172497,264.168577,279.4305835,260.9230194,419.7940375,422.3743332,83.64100193,85.0789844
Abtb2,ENSMUSG00000032724.5,3.385007667,3.701576783,5.80148679,5.130016274,4.31366886,4.182245848,5.249630626,3.447911501,4.287080225,3.308801229,7.611330722,6.719236136,1.449057161,1.366115937
Aamp,ENSMUSG00000006299.13,3.169316919,3.848714077,6.030850758,4.816174678,4.18633797,3.125801951,3.925675212,3.429909085,3.545061393,4.768558246,7.409955691,8.665867328,1.568550025,1.357774146
Ptger3,ENSMUSG00000040016.16,0.268187363,0.212446906,1.005843087,0.706336471,0.846258578,0.876412978,0.891125899,1.156139835,1.026920401,1.136781211,1.501848862,1.465301814,0.210403187,0.257842518
1700010H22Rik,ENSMUSG00000067101.5,36.59802727,35.97659564,6.14310674,6.015847514,30.22992872,28.83414088,30.37031752,25.65816788,27.27867693,22.72368574,53.83161712,40.48947811,17.80616651,8.201504077
Olfr153,ENSMUSG00000061520.3,160.3387121,172.0648357,52.31054783,56.03231357,138.0707312,132.6632546,143.6373472,117.1202899,127.7403666,114.7201461,292.7855307,226.033798,73.26627258,40.81711881
Comt,ENSMUSG00000000326.12,4.519977175,5.045410374,3.859208868,5.434582615,5.156687818,5.767210944,5.471130069,7.539496474,5.069119082,5.783313095,18.30463607,18.84203493,2.229780516,2.099990725
Olfr1232,ENSMUSG00000075092.1,103.4014933,102.9869082,24.06863947,19.76271798,75.06160002,73.28787147,81.6392325,77.23569971,74.38970974,67.07495128,191.6876254,170.4406843,49.36475991,24.83218811
5-Sep,ENSMUSG00000072214.6,4.031841057,4.463158336,0.6374935,0.441870712,3.888699543,3.27716181,3.813492644,3.719749324,3.640401458,3.26694658,6.566744315,5.665840085,1.830924204,1.008309944
Atp2b1,ENSMUSG00000019943.9,3.726113703,4.126600959,2.700980306,2.613066192,3.473897957,3.100201836,3.354574649,2.834480198,3.354492241,2.917656451,6.01932119,5.3318487,1.743981554,1.00673189
Chn1,ENSMUSG00000056486.17,12.84609354,0.170454708,2.78E-17,2.78E-17,0.042809239,0.030528433,14.08032265,0.010225261,3.239847632,2.643141094,228.1484385,175.1506177,0.124605127,9.668611856
Ly6g5b,ENSMUSG00000043807.6,28.00769404,29.2039474,13.0131082,12.2742445,20.25830867,17.91579803,21.83318092,19.90730003,22.5422104,16.92940359,48.75473521,39.82862369,12.22494907,6.68371312
Bcat1,ENSMUSG00000030268.17,3.515582758,3.267422434,4.89064596,5.471000207,3.171583278,3.458553796,4.004538047,4.248317695,3.491695216,3.644073221,27.07076806,26.1423748,2.206614451,2.04593734
Rgs13,ENSMUSG00000051079.8,11.22698414,10.47701527,14.48804001,15.04903708,8.888683574,9.915880051,16.63922065,9.522553258,12.58908814,12.35741518,30.04272976,32.313063,5.260315712,3.982628649
Csk,ENSMUSG00000032312.6,25.31669601,25.79928075,2.797870567,2.766535845,18.73579648,17.45710518,20.51605556,18.73010666,20.60046495,19.56556493,40.99351572,34.21118161,10.87287169,5.446124507
St6gal1,ENSMUSG00000022885.15,4.976436485,4.477436413,10.11137473,8.946885242,8.121149356,8.691389454,6.789841784,6.919327297,6.648607877,6.964896365,11.17212436,11.00393631,2.466683952,2.00826652
Olfr1494,ENSMUSG00000050865.3,13.63981565,14.95827693,1.611952999,4.579820737,16.18870636,14.20915444,16.80929415,12.95608425,16.25581662,12.06353471,33.70227277,26.16535051,7.24935407,3.922322286
Slc39a2,ENSMUSG00000072572.8,7981.939587,8263.205959,1261.91372,1188.03285,6464.466941,6138.529284,6618.100935,7209.631797,6311.589791,6799.280183,12160.09574,11669.36992,3036.887665,1752.392498
Lpin2,ENSMUSG00000024052.17,259.9836598,243.9135093,368.3702896,377.5605738,419.9259986,422.7676671,516.9789629,479.1118069,478.8839956,495.4688537,690.4748188,727.1597935,116.6514135,114.5244556
Mus81,ENSMUSG00000024906.9,6.224993805,8.025033392,9.688960199,10.0508643,10.55450645,8.458746786,10.01718076,8.931191043,8.719771379,8.51229059,17.15886499,19.43788718,4.125177799,2.630346646
Hfm1,ENSMUSG00000043410.16,4.749074759,3.441692264,7.919990499,5.210358328,7.051991164,6.120005744,7.570605301,10.37691709,8.642662596,9.756349429,12.91278869,13.08214068,2.379634977,2.006537831
Il17re,ENSMUSG00000043088.16,4.129942113,4.03905122,0.621381941,0.624708747,3.478933836,3.611407528,3.681246788,3.118982572,3.03981848,3.303498293,6.923589461,7.156201097,0.827168618,0.892710337
Ranbp6,ENSMUSG00000074909.4,345.7287598,361.7817009,59.85715402,59.36442367,265.2433388,240.2885196,285.506597,234.9116493,276.0116501,219.4404892,625.8928416,458.2234135,168.1799674,71.36648236
Tap2,ENSMUSG00000024339.12,7.872848453,7.553739889,8.089110541,7.477878263,8.001747253,9.473400394,8.559664326,7.271689426,7.309277591,8.573326669,18.92626483,14.68359898,4.344777941,2.322806856
Tcp11l1,ENSMUSG00000027175.10,17.56360351,20.65481107,27.99334724,29.52046292,25.8850023,26.71694958,24.33235635,27.61894495,25.35180104,28.01444762,39.21408101,43.55928681,5.273467765,6.673410954
Pcyt2,ENSMUSG00000025137.15,5.650744532,4.648180791,9.860738548,9.835519909,7.710071413,7.511609412,7.993781838,7.95346551,7.53090873,8.789715733,12.09769788,11.60339579,1.769566701,1.983373902
Numa1,ENSMUSG00000066306.12,0.246655058,0.245381601,0.126626549,0.486695803,0.000964686,0.298266039,0.00054514,0.000589893,0.001130828,0.327116165,6.827124925,4.509383216,0.188000611,0.246661971
Gm25512,ENSMUSG00000065797.1,48.80042629,55.28208069,11.39193838,9.180838196,38.79852463,35.58266614,32.96957856,36.3416583,37.0004409,31.7977313,98.63344389,74.77821088,22.4596336,9.872637179
Inf2,ENSMUSG00000037679.8,55.01141395,58.1835445,12.08268953,9.114005937,98.89242713,88.36081001,100.2912786,96.23039384,86.66709041,89.40723877,129.2594461,138.1723188,19.95003425,17.29320294
Ehbp1,ENSMUSG00000042302.14,3.24676633,3.074178348,1.24361072,2.034493325,3.469738167,3.134815825,4.339424787,3.926927106,4.334884146,3.828638814,10.41768742,8.754583701,1.00245344,0.928323066
Angpt2,ENSMUSG00000031465.6,1.020849752,1.197827077,2.614516691,2.616518608,1.66355718,2.271850388,2.177967758,1.922315979,2.104694299,1.528886925,4.615547079,4.793421548,0.292304801,0.485438226
Elavl3,ENSMUSG00000003410.7,17.26933291,17.41622408,27.53226423,22.58190186,23.13378686,19.97252844,26.5852949,24.62044332,22.94859134,22.8323128,60.70673388,60.28365473,7.084940715,5.905602054
Aqp1,ENSMUSG00000004655.5,17.05539048,18.65327268,33.73115892,35.43075318,26.47730991,24.19307431,30.22667041,27.74566613,29.25678576,30.29376666,54.82213873,62.19880546,6.950334177,6.610894834
Hcn2,ENSMUSG00000020331.9,25.01275721,25.0220173,48.10325675,57.93069799,31.95628578,36.50279656,36.30439516,33.46133826,33.32197619,34.81608443,119.6570288,109.1176036,11.50131228,9.926519494
Map3k6,ENSMUSG00000028862.6,7.085939967,6.898058178,10.60281838,11.30649208,6.965316695,7.505390667,7.209264201,7.196396504,7.16766287,7.363723408,22.72242207,22.66969393,2.392216086,2.071115009
Papss2,ENSMUSG00000024899.6,19.86479214,19.93720546,15.12036664,13.04667348,18.14553749,22.04694866,19.60208563,21.73814108,17.64998202,18.66066941,27.62527422,29.74349913,3.953196693,3.935341261
Tmem27,ENSMUSG00000015401.12,61.31194209,53.21630449,80.55083725,80.8108558,56.85218315,60.93828247,74.22706973,71.95762778,68.60656344,71.75569595,101.9997998,110.1663766,13.00418992,13.5296964
Kdf1,ENSMUSG00000037600.16,9.946644941,11.62954133,0.931230417,1.040344211,9.761238265,9.041153832,11.00187064,9.018729313,7.996271513,8.022545317,19.33477027,14.49487453,4.455166119,1.635540219
Adcyap1r1,ENSMUSG00000029778.12,19.82852754,21.26729676,40.73604809,42.24781186,29.15421216,30.49650799,30.30054884,29.00394766,30.46984668,32.24361192,44.58964006,44.52378031,6.833318956,5.439499629
Rfx4,ENSMUSG00000020037.15,0.306738378,0.445389259,0.778375259,0.993989368,0.620104443,0.896005787,0.920918291,1.003148461,1.045126168,0.902663414,1.441982598,1.554432774,0.273993017,0.128123052
Atp5o,ENSMUSG00000022956.10,3.247695681,3.107036651,0.154368027,0.123233078,2.701320792,2.902714676,3.229411285,3.370664748,3.047779892,2.684788497,4.057832723,4.746042813,0.465747706,0.380918586
Cinp,ENSMUSG00000021276.9,21.59923107,21.47117637,25.28891737,26.21866819,25.10110422,23.50592806,27.38352546,19.08862503,20.20756196,21.00956399,55.50451505,53.67536175,2.41991869,2.725223451
H3f3a,ENSMUSG00000060743.12,2.78E-17,2.78E-17,2.78E-17,2.78E-17,0.630230119,0.001445317,0.001144585,2.78E-17,2.78E-17,2.78E-17,18.49411171,18.56502468,1.472184771,0.221888493
Mum1,ENSMUSG00000020156.16,0.823892695,0.820348174,0.446868213,0.483236746,0.816707781,0.775589825,1.225720423,1.176746348,1.222052695,1.035893313,2.058740132,2.224040075,0.173609571,0.071440019
Spn,ENSMUSG00000051457.7,3.92115343,3.256184146,7.380922768,5.499195578,5.23506957,4.169975987,6.400023997,8.486760212,7.955066559,6.841962328,22.0515942,26.81761188,0.148326661,0.525642389
Mapk1ip1,ENSMUSG00000041775.7,0.061275398,0.000803158,0.940448091,0.621879094,0.043116253,0.083410257,0.000225799,0.349081122,0.33701181,0.318946275,4.027696722,4.973396016,0.013430644,0.024279314
Exoc3l4,ENSMUSG00000021280.8,55.85095983,56.43559628,179.8636398,179.3810751,196.1112632,193.0601003,227.7563981,156.3625474,155.2867078,158.5263539,352.0268718,336.3853022,4.347433318,3.203394324
Olfr481,ENSMUSG00000054236.4,0.141035821,0.001926381,2.78E-17,2.78E-17,2.78E-17,2.78E-17,2.78E-17,2.78E-17,2.78E-17,2.78E-17,1.501641029,1.643137196,0.260498724,0.002784151
Gpihbp1,ENSMUSG00000022579.10,4.325180397,3.956657335,11.57100985,12.96014395,18.85646426,19.19285837,20.30786422,12.09472349,12.24870152,13.26900284,31.4461878,32.89172617,0.197022031,0.138012673
Slc38a11,ENSMUSG00000061171.15,0.087171364,0.164211028,0.197293393,0.344632147,0.190767272,0.095383069,0.449772149,0.000184581,0.105820507,0.000190802,1.800479991,1.622310032,0.082969153,0.000848545
Olfr508,ENSMUSG00000063764.1,2.338674553,3.202184938,0.563005584,0,1.569156502,0.855343449,0.004365571,2.925266569,0.012418021,0.72237019,50.36413806,44.32410583,1.162775937,0.012738244
1700029J07Rik,ENSMUSG00000071103.9,0.886925687,0.712174996,0.24310924,0.482112657,0.335980683,0.666604501,0.001816244,0.483150949,0.792481377,0.53430617,18.8396321,21.78257098,0.457135578,0.004955201
C3ar1,ENSMUSG00000040552.8,2.78E-17,2.78E-17,0.042404708,0.051992998,2.78E-17,2.78E-17,2.78E-17,0.144547438,0.159164604,0.154886712,0.825578465,0.578687274,2.78E-17,2.78E-17
Fkbp14,ENSMUSG00000038074.16,2.78E-17,2.78E-17,2.78E-17,2.78E-17,2.78E-17,2.78E-17,2.78E-17,2.78E-17,2.78E-17,2.78E-17,2.108553837,2.21397822,2.78E-17,2.78E-17
Gm13981,ENSMUSG00000074930.5,2.78E-17,2.78E-17,2.78E-17,2.78E-17,2.78E-17,2.78E-17,2.78E-17,9.23E-05,0.000176967,0.051871889,9.222525051,8.748585871,2.78E-17,2.78E-17
Zhx2,ENSMUSG00000071757.10,0.081590681,1.204040782,2.436247997,0,0.016192197,1.455590656,3.649424535,3.344591263,0.966338556,3.134439936,24.38031656,17.67014553,2.78E-17,2.78E-17
Prl6a1,ENSMUSG00000069259.10,2.78E-17,2.78E-17,2.78E-17,2.78E-17,0.155915395,65.3347873,0.087803785,2.78E-17,2.78E-17,2.78E-17,399.3113287,629.3521643,2.78E-17,2.78E-17
Gm9752,ENSMUSG00000025450.4,3.219194226,2.87641067,2.644167258,2.728989109,0.794029671,0.916226182,0.708208582,0.257288277,0.264105375,0.308303234,2.964318177,2.922234735,3.318650739,3.386603197
Mif,ENSMUSG00000033307.6,32.03484197,35.95650016,27.86309038,26.81882691,6.864110459,10.39615345,8.467582985,8.087127382,6.461280189,7.211959782,35.12409837,28.40229605,37.31715656,34.35472668
Nobox,ENSMUSG00000029736.15,0.654149485,0.640559448,0.406520679,0.200327129,0.148150217,0.207063037,0.073116716,0.369735359,0.450648444,0.319318787,0.895129111,0.726566137,0.795941622,0.956408385
Cyp4f39,ENSMUSG00000061126.4,2.151916448,2.388048841,0.065496068,0.075829998,1.516711346,0.748380957,1.461539206,1.228903482,1.296689315,1.391854625,2.66623404,2.310780659,3.93987003,3.420625773
Xntrpc,ENSMUSG00000070425.12,0.932077639,0.757221847,0.330510573,0.400590121,0.679570733,0.721826816,0.666609393,0.636006123,0.83520318,0.626414755,1.412579907,1.149508248,1.957620959,1.676471911
Gm23741,ENSMUSG00000075719.1,1.656996435,1.181441924,1.418137847,1.965640128,2.014512179,1.918991201,2.766672199,1.881230885,1.612629787,1.872509982,3.890211681,3.294370961,4.012842669,4.140145326
Itfg1,ENSMUSG00000031703.7,0.222667436,0.16682656,2.78E-17,2.78E-17,2.78E-17,2.78E-17,2.78E-17,0.00036895,0.209513076,0.000381384,0,0.54195499,1.686057087,2.131506578
Tulp2,ENSMUSG00000023467.16,7.556280574,8.049591459,4.270965024,4.83166274,5.722145644,7.48085755,7.459026004,7.583864391,7.336836562,7.700815265,13.03184771,13.51627894,14.92350231,14.86417572
Lmtk2,ENSMUSG00000038970.7,5.159400556,4.350741957,3.902857828,4.566817626,5.172449503,5.730725903,6.476368585,7.143083478,7.776349374,5.963280584,10.74368079,11.18310916,11.79439675,12.17580425
C8a,ENSMUSG00000035031.15,2.527902572,2.102652551,2.515501739,2.314564491,2.338683511,1.81561574,2.107634228,2.982556571,2.682837285,2.336898949,4.127252071,5.012548427,5.014267306,4.985690126
Fst,ENSMUSG00000021765.7,17.70096598,17.95362147,10.0259088,11.34508926,13.1815974,13.62059879,15.06064051,15.35875374,15.03915746,14.94419531,27.66600319,28.67744272,27.88838322,29.83078036
Btbd17,ENSMUSG00000000202.9,3.715234376,3.73243404,1.798215767,2.142384215,3.723078712,3.499037523,3.387206102,3.639533088,3.416712891,3.78392392,5.151519672,6.451233822,6.775130868,6.575283823
Olfr401,ENSMUSG00000070380.1,2759.660456,2718.887303,1244.60832,1338.124549,1692.547107,1689.672752,2506.032657,1977.886909,2166.97455,2373.882639,3811.835595,4028.761712,4194.763813,4149.126643
Ptbp1,ENSMUSG00000006498.16,3.685581508,3.074809186,3.03006811,3.386756236,4.971940918,3.447030395,4.406654686,7.904203016,5.814330533,7.798420017,2.775828345,2.290640869,8.802517233,9.264116591
Serpinb7,ENSMUSG00000067001.11,0.796254468,1.027693176,2.450479601,2.028916606,1.898166244,2.109083581,2.015760236,3.660623554,2.397554108,2.134939201,0.705782131,0.825974731,4.847042613,4.832261218
5730460C07Rik,ENSMUSG00000062046.1,0.524413416,0.746910706,0.252926922,0.196465636,0.913974363,0.982629114,1.876250081,1.332240112,1.904100559,1.353590434,0.656710804,0.184708301,3.238844439,3.245684093
Dnajb9,ENSMUSG00000014905.3,0.274720615,0.003848665,0.246633491,0.630532743,0.699569899,0.762121679,0.52447068,1.145852966,0.667596638,1.450248877,0,0.344363378,2.751211214,2.485655811
Cd300a,ENSMUSG00000034652.12,39.58949783,35.4117126,63.56483902,55.07055918,43.66702399,49.1381582,48.3894665,67.62751011,59.3357457,80.17978678,5.240716309,6.855966868,87.47524977,90.12218179
Prok1,ENSMUSG00000070368.9,2.059074587,1.816553026,2.940211624,3.066816687,5.708422865,4.775235587,4.230547026,2.910732411,2.660477278,2.133380601,2.028974744,2.125346684,7.862118852,7.347211726
Pcdhb11,ENSMUSG00000051486.5,0.745964836,0.785474987,0.072321409,0.117247047,0.644649055,1.102430114,1.490140142,0.279743018,0.597217084,0.7971766,0.128920082,0.235392174,3.47773111,2.811050993
6330403K07Rik,ENSMUSG00000018451.6,11.87669608,11.34854098,12.80310074,11.49001977,3.685463374,3.731996398,5.509671005,1.801640561,2.167504914,1.813177749,6.610853635,10.98029078,13.21903579,13.37253108
Acta1,ENSMUSG00000031972.4,8.954417214,7.723354136,16.07773903,15.17816272,7.001021866,9.113428841,6.472781157,9.049065593,10.26833481,8.974777411,3.451566512,3.612059584,21.08914511,21.48558787
Olfr1361,ENSMUSG00000049737.1,1.912286839,2.884007751,12.40399409,9.659801869,8.345290471,8.010425454,7.123742031,8.79592809,8.436367941,7.769176229,3.121560331,4.798972597,13.37380282,15.43759206
Slc10a6,ENSMUSG00000029321.1,2.327409291,2.381911587,3.205589571,2.53229414,1.568630954,1.176102786,1.128031586,1.542169585,1.193715799,1.077627318,0.885077664,0.80560596,3.348036926,3.687152243
Ubtd2,ENSMUSG00000044949.4,0.465128933,0.58100868,1.072653398,0.956283453,0.306603204,0.53590185,0.461648512,0.522949013,0.473466039,0.553790313,0.60666732,0.391836978,1.413639578,1.258190478
Ptchd3,ENSMUSG00000039198.8,10.33121205,9.873737712,31.74415384,29.45110115,16.7591302,18.28012348,15.5925465,19.90228353,21.24945527,20.15026456,9.430026833,10.2590776,34.1013277,34.97850886
2010107G12Rik,ENSMUSG00000029847.13,23.71700638,26.98802075,34.01893661,31.08316782,17.21984006,14.63493415,9.392116753,14.58316811,17.35547436,15.09094813,10.41396299,12.20148358,33.04614348,36.14948886
Tmed2,ENSMUSG00000029390.13,13.84103426,11.9767576,33.62575479,24.43598382,16.87059004,20.8374858,16.88074174,21.01649646,20.69337979,19.24659584,8.711483723,11.68387365,36.99906108,35.60157567
Pisd-ps2,ENSMUSG00000023795.16,25.48841514,24.53624396,67.16589272,57.89258868,44.18010515,41.5539773,38.45909603,45.13908214,40.27921316,40.52841139,18.28649158,17.03527379,74.30653093,73.45104532
Gm5065,ENSMUSG00000048398.6,13.11479205,15.12113687,63.11502165,61.09128832,34.14376248,43.69726892,43.30770936,41.68371407,42.80668789,44.98627021,22.32651654,20.11397233,71.46954033,70.69373371
Mir7-2,ENSMUSG00000065609.1,1.744840915,1.567360605,2.11872233,1.718783989,1.090082809,0.824745378,0.485037278,0.473296717,0.741979897,0.696750736,0.407248769,0.629438936,1.965127524,1.966002671
