gene_name,VCT1,VCT2,VCT3,VEA1,VEA2,VEA3,VMA1,VMA2,VLA1,VLA2,VLA3,VC1,VC2,VRT2,VRT1
Gpr107,5.375938287,4.229444507,7.080137245,10.86981404,10.85536883,10.10164491,2.569654433,2.948882138,3.246870398,3.041348786,4.081631853,0.613969841,0.852782362,11.07423046,8.221929535
Il1f5,3.190888527,3.284189836,4.71874389,6.950215536,6.850873245,7.191464336,2.182098473,1.539019119,2.768266591,2.972432747,2.68711542,1.062928587,1.131611891,5.800170494,3.699458624
Pecam1,0.933304404,1.318518419,1.683029689,7.88515597,5.991216858,8.399519085,3.47260448,6.655026308,2.226204517,2.292170181,1.763767005,1.158311936,1.332122206,5.46210881,5.750269421
Bivm,0,0,0.022986224,1.856589697,2.187213494,2.196758638,0.046079047,0.000369916,0.118214345,0.044995891,0.000696125,0.064668899,0.000478431,0.717428221,1.037339402
Krtap12-1,0.012094644,0.027076371,0.014330419,0.527248489,0.491052927,0.478661983,2.78E-17,2.78E-17,0.065882495,0.140527253,0.000881555,0.032990557,0.03399206,0.059424144,0.282226367
Gps2,1.250787327,1.765287963,1.167948743,11.73663282,11.32254665,9.637542987,4.582909078,4.331795224,5.27111731,5.201395382,4.645113114,1.958468123,2.506774083,6.311542326,8.385979643
Prpf39,0.46920214,0.374142326,0.198712505,2.061336913,2.900432147,2.181867922,0.362773035,0.285376442,0.373321597,0.240738948,0.487132111,0.223269314,0.196178721,0.485384031,1.288309044
4933407L21Rik,7.957611816,6.393976855,8.082436508,71.34775522,72.10906069,68.0836852,13.91802846,11.74734397,10.82694907,12.72263942,12.36963545,8.766764097,10.27792182,36.77054213,41.45512523
Ormdl1,0.499220234,0.448274091,0.258628596,1.749444024,1.7769715,2.209536535,0.447442911,0.243830584,0.447600544,0.315789919,0.61289793,0.278285732,0.54411915,0.67915834,1.258465069
Ccdc30,3.480504145,4.397094048,2.814651496,16.01438098,18.0663493,15.38634326,5.544245034,5.159588273,7.153400782,5.357276563,6.322394857,5.031498245,3.954616689,10.83602703,14.8787541
Gpatch2l,12.6159697,10.6617063,11.60918045,56.56370041,56.61868268,58.67846522,14.02744367,15.88311399,28.71636476,27.73535084,27.83753824,23.03205281,23.11054195,38.3856025,53.04657616
Slc25a39,1.796802431,2.205398063,2.158180771,8.356378226,7.498012791,7.443597386,2.885996607,2.806322532,3.028878314,3.92732845,3.195067737,2.929454968,3.160111616,5.699638661,8.36490211
Akp3,0.311050174,0.30390473,0.452623112,1.505262966,1.60467332,1.69507035,0.286776306,0.209877762,0.661028653,0.831750223,0.847017772,0.67905469,1.147087513,1.160088459,1.711660735
Tbca,0.204681436,0.129207928,0.216377367,1.193929958,0.944322865,1.096114112,0.330216116,0.253044838,0.161574649,0.183970177,0.098822664,0.23307552,0.121905648,0.352638719,0.694931936
Pramef12os,2.729823517,2.320235829,2.170850766,8.674343305,8.447958016,8.810478622,2.991324013,3.335530377,2.328755579,1.682271013,2.237172317,1.576365472,1.652497726,3.060505861,5.987699727
Ptgfr,1.371744492,1.279345866,1.374473943,4.662553216,4.394454614,3.913744014,1.400080798,1.18911899,1.724591879,1.839565794,1.756247901,1.088600964,1.624452237,2.465999961,4.116666838
Pogk,0.589430941,0.600924014,0.792268898,3.297238015,3.130788878,3.752953177,0.333735189,0.486346922,0.659809153,0.9850788,0.525742646,0.244559207,0.249272579,0.926549114,1.862078527
Ftmt,0.95334447,2.074135042,1.095813271,2.875608389,3.27376361,2.945292984,1.9796616,1.504272687,0.771011451,0.631333729,0.482381283,0.819664445,0.666657171,2.404452988,3.000580856
Nhsl1,1.552280659,1.683446308,1.750292375,4.905756231,4.643927572,4.641941384,1.557877961,1.106962252,2.302430088,2.389832091,2.107827317,1.421362765,1.702671822,3.113688081,3.876434819
Mboat1,10.93522976,11.46257017,11.32080364,32.21609128,31.88289013,31.79726678,8.475848911,7.907457864,13.61027315,13.86555904,15.3197224,8.577391468,10.00256447,17.03823853,26.1013028
Rtn4ip1,31.11645925,33.98771085,32.53510102,92.89312862,88.87804245,85.03250006,28.63799516,34.42622494,39.63232274,39.64385842,32.30008679,18.92318447,19.96240084,50.01194408,83.80784253
C8a,2.895276508,2.442186302,2.498833058,5.802356388,5.921021708,6.53047893,2.598777285,2.221310288,3.455386177,2.195678945,2.582630226,1.817469438,1.907478601,4.700948368,5.306681929
Rbm25,0.421267762,0.353063709,0.395461798,0.850090239,0.888607971,0.815704858,0.384133646,0.285648161,0.466672126,0.366240625,0.322068081,0.402716822,0.4827486,0.801536554,0.846425275
Ccdc93,0.658054301,0.71406213,0.661923388,2.17599566,1.562797824,1.603867316,0.563240269,0.806643259,0.478063436,0.491917415,0.333408821,0.441920032,0.230273187,1.204956291,1.379946758
Fbxo27,1.361423248,1.313276023,1.130068065,3.041631761,3.329498966,3.363238793,0.925504402,0.81217498,0.889880308,0.82366396,0.890287382,0.255599229,0.323200649,1.176689058,2.204312663
Kctd4,4.625560072,6.102873455,5.307862507,12.42084537,11.41953188,11.29849203,3.355551013,2.359599637,5.523281263,5.424077753,4.814942537,2.788080518,3.524795434,10.06176791,12.25297468
Strap,1.847912167,1.507080083,1.575733325,4.633818029,4.268098698,3.787909356,1.029316275,0.67617232,1.188820051,0.824147419,1.950155294,0.560447837,0.684263897,1.597615697,2.908764058
Cntn5,3.422740276,1.76033626,2.692444299,7.416485254,6.902550985,6.136537604,1.835060338,1.723767294,2.708169121,1.867837436,1.597940883,1.150256633,1.562518296,3.644398784,5.144126411
Gnl3,1.570666727,1.309171107,1.315165388,2.444071252,2.689409526,2.882817143,1.001664662,0.908416299,0.423321359,1.090461979,0.899092173,0.783044487,1.159078745,2.381136226,2.98043507
Pwp2,1.524014772,1.158397215,2.108274045,6.381089673,5.133414142,5.079612189,1.477190305,0.777754663,0.520341956,0.420375696,0.499941687,1.40155308,0.821142236,3.54670853,5.938247895
Lpp,4.010364567,4.070649101,4.028811958,8.766919319,8.315991061,7.671020493,3.884930174,2.282807071,3.705902851,3.864372845,3.57365814,1.936126899,1.384729442,4.317880579,7.337079762
Ep400,3.388168513,2.731850559,2.906302519,6.561690287,6.773006239,5.479253248,1.474081556,1.169117083,1.737192779,1.314377913,1.295382447,0.7252979,1.660795167,4.650826644,7.468336276
Nsun6,4.29836847,3.087088951,6.256314426,15.42387755,15.95674835,13.80296903,5.575803254,5.730107489,3.130633599,3.667972284,3.193809488,4.28455576,3.881565388,6.64702685,11.06117694
Parp16,3.790825147,3.064467494,3.134053942,6.457811066,5.434466613,5.418608108,2.386915017,2.840394765,1.676549095,1.998452592,2.089135213,2.187478511,1.629452368,5.191107257,5.438152328
Prr14l,6.641123062,5.203023871,6.75604119,17.15726199,14.18510174,15.44775085,3.174193404,2.874214384,5.338688117,5.414503982,5.093785494,2.343680884,2.659108113,8.414668078,12.843783
Gm5065,55.85154847,57.29112547,54.55627438,113.5015994,115.5411978,109.2736079,38.04362396,21.46614995,46.52517474,46.64590189,41.96225928,10.9538104,14.52631175,57.07858845,87.53773394
Abt1,0.487300309,0.454452351,0.653130496,1.065136466,1.140317803,1.115231059,0.503540366,0.414622334,0.583165214,0.545870553,0.438803835,0.433905716,0.483142595,0.910459522,1.047690733
Mfap4,15.75562652,12.64684505,15.63601596,26.2953582,25.58007475,24.8591404,12.96108511,11.83985172,10.56007448,13.61739244,13.52796755,7.125457574,6.877814506,21.14853855,24.5578062
Myo16,127.3681748,120.838304,134.0936731,204.3661914,195.5444178,205.6326819,104.9243111,54.21917016,60.95249086,68.82030558,60.74956223,21.74430019,24.45256708,148.8320452,187.3710442
Ccm2,11.84403744,9.871550503,12.24449493,15.72237215,16.88039551,19.07157944,8.196173202,7.734277487,3.038759438,2.934514953,2.823916273,5.238777658,3.957362794,14.21630496,17.478196
Thap4,9.921518247,9.942996436,11.93236383,14.21483149,14.11150477,14.89779954,8.1705158,5.747744904,6.195309914,6.214917279,6.321567126,2.679741047,3.07266151,9.441773151,14.16267798
Gm22774,0.622831521,0.572037727,0.289707458,1.525555818,1.595664964,1.51952812,0.265664999,0.230944699,0.339679463,0.279793939,0.100287481,1.298312449,0.851377754,0.431631763,0.302807082
Fcrl5,0.469630611,0.427697842,0.41096397,0.947537204,0.98468979,1.068007645,0.09161101,0.132750404,0.436895828,0.41948305,0.468118278,0.870731889,0.593722724,0.457683261,0.755417145
Olfr1162,0.454527254,0.447881877,0.617854689,1.054775961,1.237820476,1.182974168,0.328067086,0.113809472,0.270947691,0.429783603,0.612400629,0.996444938,0.721444994,0.211332654,0.201910532
Zfp677,0.103230126,0.03109766,0.088193003,0.683506936,0.753281506,0.66146767,0.179072984,0.187243015,0.109089958,0.12078994,0.182318213,0.350972069,0.51359137,0.380170564,0.121535194
Ceacam1,3.193967434,1.315663965,3.034725598,8.843245241,8.478793794,8.312632608,2.505777065,1.268696229,3.48697779,2.775585691,3.262108355,5.238093888,7.97303026,2.981423982,3.041712482
Mir704,3.625981728,2.709842605,2.540342401,6.331638447,6.532990126,6.816528394,1.521498085,1.43384724,2.495283637,2.501695836,2.753645921,4.012683972,5.680476705,1.638009695,3.099848798
Eif3b,2.008115942,1.962836442,2.240387046,5.212102337,5.954698618,6.211936578,1.511059192,1.444238464,2.07713031,2.556289683,2.31492208,4.039154325,5.209304313,1.979540231,2.185512731
Nrd1,0.508803109,0.467359666,0.779044201,2.390307541,2.08858111,1.833714066,0.534979021,0.383222825,0.709395001,0.538207066,0.658172452,0.994148263,1.51831392,0.465913024,0.65487887
Ccdc60,0,2.709217797,5.284851053,11.63111781,12.64701329,10.68300558,1.019472581,0.718372625,1.491096285,1.480480776,1.460871696,5.706857234,7.088801371,0.819731081,1.379335992
Fchsd1,34.41699191,28.87423126,23.19857346,405.1543474,394.1393924,424.8391431,159.9932817,217.4517227,343.9335309,341.1052321,251.805715,130.6612666,160.4322631,250.3395029,121.2864583
Prap1,8.274709835,8.723148359,7.323021338,10.53683119,10.52077257,13.20218087,11.71700503,10.06766418,1.872386982,1.916045279,1.996728883,3.915053591,3.257775417,6.036728188,5.127711868
Rln3,22.33056848,13.68102686,20.2756855,20.84564414,20.7371103,20.98488081,8.623046387,15.99053278,0.884854527,1.026248822,1.400185099,0.423415149,0.472502227,1.583706149,0.696644012
Alyref,10.10913018,10.87201994,11.27779846,18.00084289,18.88198358,19.09972555,15.09128782,17.85477207,6.975623251,6.824448104,7.277361355,4.450799635,4.900837469,7.666304671,14.40125323
Masp2,33.43305175,20.27825435,27.05574814,69.45487456,64.40793749,67.85786851,21.49618074,38.03431846,2.780999937,3.390075026,3.904346992,1.342125249,2.078581979,3.770032634,4.541069493
Ctsj,23.38951352,10.99506251,18.95215554,36.07988857,35.39808345,37.89806593,17.90120028,35.83152422,3.170979544,4.435443132,5.026253749,2.074481624,2.697057277,2.219796021,3.211413328
Poldip3,0.977440712,0.727412754,1.960810698,3.259188701,5.053092997,4.64885476,1.728501188,2.934603461,0.000598579,0.000671358,0.139047513,0.182423071,0.311807044,0.79610644,0.101792502
Kat6b,1.334778985,1.187783074,0.77341846,1.614130401,1.771979038,1.381669174,0.612048261,0.532646453,0.173310999,0.268996376,0.225499862,0.001091044,0.193809919,0.883195603,0.916934017
Tor1a,2.567430821,2.057796685,1.656763544,2.230503701,2.056784637,2.497664411,1.00558093,1.130194841,0.364876225,0.502965647,0.520201362,0.099031034,0.394878155,0.580351989,0.675156281
Vmn1r233,526.9948436,510.6540475,487.300003,520.0700474,550.6835543,544.5789434,215.9975534,244.2350469,206.7370126,215.830791,218.5199659,108.0452028,92.91986389,275.6268862,190.3978869
Wdfy2,1.020495233,0.864732378,0.975694398,1.034545874,1.404159172,1.191913017,0.265976028,0.252241339,0.351694172,0.385543252,0.227331564,0.191793363,0.174657896,0.493546526,0.805744329
Hrasls,144.9121445,115.7121269,129.7806997,140.0271763,135.7701813,133.6592505,53.64683124,43.5021051,44.60681103,46.60779816,44.55311415,21.32051242,22.17656985,81.07213117,95.94000095
Nr1h3,4.402446746,3.137338799,4.06824268,3.853463788,4.367441917,4.249677674,2.535473423,1.692236911,1.56121945,1.19932098,1.43841687,0.900126955,0.436107137,2.658836036,1.703883177
Gm5620,3.363439163,2.136566481,2.748471213,3.365604637,3.060790689,4.016284388,1.105254169,1.353343985,0.74545156,0.178837505,0.343574557,0.180590246,0.078580889,0.591703249,0.675172691
Rundc3a,17.35417801,11.19488245,15.25578421,19.90757823,14.68479474,17.26188208,4.062051854,5.5577941,3.809363411,2.593447172,2.380761074,0.763976118,2.529983143,6.800780829,7.813595925
Atp6v0d1,88.11023994,49.48036241,72.72017441,86.87722363,80.36372595,84.37933678,34.67319024,48.02445039,9.424372965,9.060272888,8.892221032,4.849275033,4.350727874,17.53564294,12.92675922
Tmeff1,69.79257313,55.1110428,71.54659111,88.65006266,80.7531688,87.10578642,29.3591982,36.61923654,10.32255408,11.71623547,11.11126853,4.787907622,5.419291332,12.99254001,16.41045859
Pdp1,38.03672326,23.93778229,44.51575125,70.64294017,68.53996743,64.09184828,14.61982148,31.02508829,0.6794316,0.994086945,0.358818016,0.64392383,0.727347967,0.596116397,0.474038544
Ptk7,68.05841055,37.01365113,69.75524801,88.89198065,84.37251088,85.96297007,26.96718471,42.63543504,5.036346523,4.28245413,3.524892451,3.254879883,2.588026062,3.758425859,3.032840483
Plcg1,22.17253452,12.4051647,18.31982979,19.61894416,19.46925293,17.10540546,6.203521824,8.209942265,1.760919177,1.980096639,2.276350355,1.114236584,1.079888004,2.37994861,2.045365306
Tceal5,138.7502225,89.23254945,127.8517044,148.0708092,140.405176,150.140369,8.867103392,55.02315591,11.87467101,12.34574473,12.44736981,3.174476239,3.792427276,9.925881182,8.632658419
Ptchd1,3.485552815,2.541421275,2.294346167,4.161183601,3.92719703,3.987238967,1.323201527,2.274145098,0.914335361,0.952122497,1.244303542,0.9046743,0.867242152,1.473456643,1.933352494
Gm15348,4.612305746,3.396851541,3.21755256,4.645405924,5.238047411,5.371108502,3.166781832,2.483489284,1.312089641,1.000269889,1.610960259,2.47488203,2.325593008,1.517665907,2.224986161
Atp10d,190.5315579,141.9582254,139.8748578,197.4996276,176.696961,201.7350663,75.85577817,63.56802194,84.73384688,67.89065896,78.56650603,31.57726269,39.9885347,148.6201639,115.4735699
Gm23041,2.396576673,2.011885448,1.65227677,2.337698287,2.585052214,2.347777835,0.963536767,1.161179487,0.389834656,0.694766197,0.957778773,0.965905333,0.773576781,0.872181283,0.615226044
Nphp1,18.90315404,13.1249992,14.74953448,26.20869267,24.78039307,24.89198591,5.553551547,10.24663906,4.231285889,4.010757569,4.253674044,2.736964986,3.597372989,5.208961058,5.930866605
Pcdhb6,4.489225262,3.174580561,3.02641166,5.91796498,5.921799174,4.259759039,1.437990747,2.128570639,0.646364294,0.381011339,0.718779901,0.296909933,0.281522779,0.550934186,1.177829553
Edar,4.320965699,7.600327711,5.742786038,7.526764722,7.68538872,7.904873639,0.544185339,0.298309792,1.504719422,1.732098546,1.618685139,0.766845347,0.571402665,3.594313252,5.666863693
Cct6b,0.491690183,0.767637889,0.772676573,0.92624322,1.276942087,1.3102156,0.355003153,0.47607853,0.214256776,0.100488489,0.235145663,0.118671009,0.195062232,0.186176575,0.131405881
Casp4,2.719002401,3.881328849,3.01324422,4.079952176,4.297293912,4.365782163,1.187229449,1.175269917,2.455736967,2.275227518,1.95238473,2.358143067,2.072329597,1.097525183,1.540644217
Gm22797,0.297001668,0.359532723,0.290470214,0.625991435,0.461557662,0.429703551,0.092888623,0.239430729,0.065882492,0.045228178,0.097557392,0.064883822,0.034254971,0.162681876,0.121308757
Gm10126,37.66165942,33.3649481,44.17799276,58.61926815,55.97189008,58.26679766,19.50315001,21.97868701,15.34098841,14.76541523,15.10992503,6.263791473,4.810207864,21.83754116,20.55561315
Prim2,68.07023745,83.57098593,88.13484717,92.85356195,97.90893609,90.53267486,49.13228393,47.67691678,17.18938345,18.68917374,15.31528806,19.56363363,23.29161358,62.25764814,64.7705971
Topors,3.004527227,2.79420185,3.511109547,3.965198611,3.949533194,3.617827133,1.236338291,0.954203387,1.787741809,1.272192579,1.191549045,0.977151932,0.857714092,2.087420797,2.05497281
Klhl42,4.057044633,3.877622158,4.647397439,5.121543238,4.376204414,5.227084337,2.393457879,1.489290385,1.453619459,1.990430051,1.464607098,0.445069011,0.567303107,3.54465733,2.750974116
Gm25896,0.909620496,1.336271404,0,17.42417809,17.49457616,15.24638645,2.78E-17,2.78E-17,2.78E-17,2.78E-17,2.78E-17,1.485876429,3.002171314,0.100846634,7.57E-05
Hs3st3a1,2.78E-17,2.78E-17,2.78E-17,36.16133139,28.20615884,19.74122728,2.78E-17,2.78E-17,2.78E-17,2.78E-17,2.78E-17,2.78E-17,2.78E-17,2.78E-17,2.78E-17
Gm22879,2.78E-17,2.78E-17,2.78E-17,1.0050269,1.119361739,1.466733077,0.057154633,0.000462354,0.000230331,0.055119781,0.000232177,0.085763769,0.000637797,0.001854528,0.090929115
Qser1,2.78E-17,2.78E-17,2.78E-17,0.350049553,0.511367237,0.479442791,2.78E-17,2.78E-17,2.78E-17,2.78E-17,2.78E-17,2.78E-17,2.78E-17,2.78E-17,2.78E-17
Rapgefl1,0.229588284,0.153653037,0.197765123,105.8214602,105.5503364,106.5124619,42.13771127,44.53899079,46.85212929,46.54717495,42.7153067,70.11707488,59.69168028,29.89810125,47.44331563
Id4,0.357917616,0.482539182,0.403131278,40.6848685,37.4360601,39.11637205,24.24121415,25.71413958,33.59108071,32.42203749,33.34604393,20.70177335,22.72670501,20.95953227,18.63351481
Klhdc8a,3.546066826,8.462714416,3.34591943,505.1346421,486.7629195,473.860019,33.65796535,31.61091721,53.54485218,46.05255632,43.37109139,54.96144995,56.29784589,116.7902357,83.79558869
Mir184,6.784319174,33.24043554,3.247059608,348.8221285,372.2818572,439.676776,8.780860943,8.926032507,0.728530902,1.643159428,0.749612724,34.2775374,25.62270662,0.503984274,1.529613338
Ppa1,0.019887775,0,0.014652037,0.662762519,0.810595152,0.963339504,0.200027111,0.144690186,0.194731641,0.165100164,0.402102812,0.086727419,0.141750101,0.176277852,0.191805235
Tmem51,0,0.561636561,0.221876474,17.82391119,18.26564988,19.61908791,2.241512569,3.670817952,2.78E-17,2.78E-17,2.78E-17,2.78E-17,2.78E-17,0.285353527,0.000226726
Shc1,0.138664399,1.155824416,0.235507732,7.728441899,8.746560227,8.58983728,1.218468201,0.572752636,4.500646828,3.753918876,3.236343638,5.028581932,3.692283889,5.173906367,5.277247698
Snord45c,11.25838362,56.78750078,10.00503854,616.7674217,715.3183257,737.1644304,14.07535967,10.98812186,0.283214209,1.103172134,0.231211077,70.56377973,51.07303703,1.097525183,1.540644217
Med18,98.875748,400.2082673,99.68036287,5962.380334,6322.104929,6425.305396,133.8248681,94.86111233,4.642394843,5.605441179,6.158615299,646.2959777,452.3203522,17.60166578,9.798976691
Mir344,3.794338382,16.03991884,4.329951557,201.3715753,221.108821,225.1353305,5.79102414,4.14949163,0.234272174,0.194349591,0.001853634,21.63426101,16.55564947,0.376044418,0.000302094
Ddx43,0.042360666,0,0.01433042,0.664804971,0.411615219,0.673110236,2.78E-17,2.78E-17,0.128907829,0.000980872,0.076502044,0.138778644,0.078201185,0.00267781,0.13122013
Mtcl1,168.215081,627.9656795,203.6163403,9062.909027,10667.74224,10143.45636,226.8079524,164.052835,8.130064641,10.61733432,9.32014753,1122.334729,630.6644222,25.82672713,14.81703387
Mir192,0.586240887,1.782442875,0.91153678,30.69961916,39.05451397,39.86655872,1.583715588,1.350352619,0.001471791,0.001650749,0.337173526,4.387450905,2.003860403,0.163798532,0.161591376
Mir200a,4.818367323,15.23972264,6.367151258,251.2398697,259.6796497,266.7017272,3.17683369,1.913068908,0.002022327,0.464200858,0.002038542,24.4556051,17.27901446,0.003089232,0.151356737
Gm5812,2.002087414,8.22654964,3.084089194,96.0164688,130.6702647,137.4522977,4.53408702,1.847127432,2.78E-17,2.78E-17,2.78E-17,18.03069091,8.274793268,0.602454092,0.03093364
D630039A03Rik,15.48432026,60.18358531,22.59070365,796.5828376,900.5433354,809.5598876,23.76708888,20.95313357,0.474695458,0.541457876,1.30933257,108.6723111,53.043002,0.919554172,1.309118815
Snap23,0.291791417,0.81206542,0.676813314,16.02412635,20.09170152,21.23401732,1.582920858,0.758001549,2.403950304,2.5858369,2.929890033,2.652911934,1.572540839,2.34623725,3.593668465
Tmem255b,0.97018565,0.402856129,1.159809355,22.49504903,21.57187326,25.67097455,5.136837904,4.973789573,4.638665579,3.810153654,3.559823059,6.510293979,5.558353849,12.21606261,11.02918744
Gm22053,4.911755105,13.49786393,8.106648694,250.5560905,266.8062514,271.6505115,5.190294476,2.777219105,2.78E-17,2.78E-17,2.78E-17,26.61409232,18.1525132,0.556343319,0.000452521
Klk1,1.169771092,4.928407207,1.762848028,46.01630277,59.20963305,58.2770549,1.463029779,2.350340215,0.523679525,0.002576598,0.002315676,6.405244295,3.573227257,0.199479611,0.191831589
Gm23245,1.063518271,10.68851017,7.521641198,218.4774415,236.5464815,178.5603386,4.294972092,2.087547436,0.001334044,0.001496252,0.305994788,24.83034362,18.48170874,0.578821394,0.000471296
Ube2e3,2.226056072,2.217218181,2.410543271,21.52087496,19.72445532,19.73175343,9.771420811,14.26548173,11.15082756,12.09392739,11.75417379,6.970977198,6.980612139,11.9306666,10.31480055
Meikin,14.6775846,16.08769608,12.87839189,142.0682026,146.7496445,141.7047688,29.21177641,32.44000734,48.36007609,46.72874138,45.50165271,49.18678669,46.86477155,41.08653168,43.20000588
Gm9789,102.2483379,96.431398,87.96126024,789.4531455,787.6745948,741.3288002,148.6964386,159.8756757,337.8700932,331.6741818,313.2524194,214.9347887,204.4978009,424.5291785,378.6433247
Pdcd1lg2,2.781132254,2.524535997,2.73470679,19.88322808,15.80531054,17.76271494,8.811621738,10.77487115,13.16750327,14.20404372,11.16981504,6.459421746,7.676175441,9.468951426,6.107933798
4933407E24Rik,1.268644844,1.381079482,0.494607286,3.961009142,4.100269299,4.786831397,1.055604833,0.951489555,0.764526081,1.017986771,0.599642102,1.709173914,2.471621167,0.863779876,1.007400484
Igfbp6,260.898168,252.2178811,270.8168714,1646.430001,1948.096447,2018.454821,1163.429964,1203.446084,826.213019,911.8623602,971.0317937,553.2280628,475.5744843,1040.177741,449.8986679
Mettl14,1.648359955,0.896094738,1.006715509,10.85025217,8.868025872,8.836091808,1.683845428,0.504229356,1.341711732,1.858267011,1.90883179,0.71499572,0.570755194,2.884583249,3.473898096
1300017J02Rik,2.924864886,1.313728027,1.206264057,9.092779621,9.851765038,9.132141993,3.035214484,2.270262788,1.854201251,2.187229376,2.050681006,1.186978877,2.139030858,3.425039897,4.36959372
Gm25791,1.56401269,2.794075171,1.897109974,16.20321366,17.43094205,15.35919446,1.998870159,1.398900104,2.60999006,2.099743671,1.983380454,6.177974182,5.501461732,3.410930762,0.437015863
Gm10399,0.233900781,0.261005863,0.240069829,1.380006735,1.314900967,1.093118938,0.230701552,0.036408648,0.805596263,0.769873853,0.785352357,0.707940539,0.906505684,0.463606229,0.946456551
Espn,0.335899916,0.708417527,0.36353132,1.917248712,2.012427915,1.885430111,0.992901765,1.013890799,0.71178374,0.882383439,0.629534824,0.725793299,0.612928651,1.107028635,0.866981334
6530409C15Rik,10.25945996,18.18459626,11.59235375,89.24426392,77.27385956,80.69978557,13.98761556,13.36603736,18.23392137,14.82117664,15.44237434,12.48976542,12.25780273,26.2902495,37.11751335
Cacnb3,5.842376587,4.020773876,4.613140972,20.55361459,17.81841967,18.94700931,9.666161723,8.432049362,13.41314944,12.16236002,14.12054069,11.15250295,9.21754985,9.370859364,14.44413832
Gm8325,1.551612461,1.025094963,1.666085278,8.703068612,6.802097534,7.572087781,4.24132769,3.12290583,3.735412778,2.994703595,4.240999936,2.135746262,2.60367866,6.042948311,5.590264651
Gm1564,1.052090576,0.816919332,1.111726703,8.416410353,10.05685456,7.810068195,0.597201068,0.288316822,0.838039306,0.937033387,0.786868883,1.953834896,3.082763328,1.001318317,1.37962685
Sap130,0.913990882,0.935532853,0.742021627,3.855662357,4.272681896,3.645894937,1.377252405,1.104262456,1.135037804,1.215457755,1.320927286,0.946587634,0.909773811,2.042270848,2.356534908
Ssu2,2.101402156,1.581630897,1.406197057,8.0086311,7.927276625,7.949726097,2.559042879,2.368456883,2.890912569,2.516494778,1.697633428,1.832288893,1.362361167,2.697209861,2.980939681
Edf1,5.673391547,6.23081958,3.00655622,20.73075157,22.66699187,21.69649055,5.971772728,3.084252747,2.377265694,2.609747039,2.162070434,0.00768492,1.345953144,4.851064091,4.190817701
Mir96,1.653635561,1.634314403,2.674453227,23.89038415,21.61730386,22.54304879,1.394502293,0.893062204,2.036054538,1.68768544,1.944329937,5.011232725,3.996308327,2.475728055,1.351638078
Mocs3,0.795777203,0.718659669,0.372701539,2.404717474,2.385112263,3.16770874,0.263293709,0.06972826,0.280631429,0.283208469,0.632055443,0.154378857,0.772891399,0.196246447,0.49360396
Olfr131,0.799653252,0.882972949,0.889811627,5.69737364,5.573169736,5.782512216,1.118264904,1.490657107,1.071676985,1.037941569,1.360413024,0.874407723,0.950748015,1.573366311,1.883241845
Lcp1,1.508084811,0.718393022,1.747314287,9.151647449,9.090719409,6.749977713,3.04486279,2.777186445,3.240340019,4.212514846,3.406632059,3.700589972,5.591964164,2.700602622,2.769801676
Olfr1261,0,0,0.125531454,1.418958046,1.677790647,0.87698703,2.78E-17,2.78E-17,2.78E-17,2.78E-17,2.78E-17,0.001333034,0.236005123,2.78E-17,2.78E-17
Tfb2m,3.434190297,2.52683002,2.539374138,16.93642197,15.70919465,15.40269011,4.310241369,4.538539093,3.086861543,2.703702383,2.604481975,1.680480791,1.695900304,3.795608016,5.265023536
Peli3,1.192396086,1.044711413,0.546412963,3.034325642,2.891260214,3.005044704,0.780024546,0.407682469,0.275325003,0.736236733,1.040052697,0.233607302,0.185694473,1.792804078,1.139485693
Pacrgl,0.11814369,0.351626849,0.161101157,1.135580863,0.906455189,0.892029158,0.265039443,0.188260985,0.16169923,0.142176441,0.161795958,0.08716668,0.205292197,0.212494256,0.242166999
Timeless,0.151428396,0.036999748,0.122029741,1.038219265,0.79082274,0.640037714,0.09057689,0.046131724,0.001288124,0.151639032,0.150421345,0.191283214,0.110827137,0.155121532,0.272282299
Amy1,0.125691262,0.068458844,0.130641197,0.704007264,0.479706773,0.672535567,0.046675211,0.056666526,0.183175129,0.111204235,0.276750391,0.234739473,0.322953949,0.400502616,0.39331
Suco,87.28365639,68.42696385,81.9774605,626.0868886,609.4454402,648.1323665,154.3665294,203.6771408,34.16137843,32.64093711,32.58918714,10.29942248,8.96540936,16.52584899,17.3204217
Gimap1os,8.317211182,6.613082543,5.788354223,24.28349576,28.06767105,24.30309719,8.111705593,10.29922807,11.14516826,8.378430833,6.737490012,6.311067361,5.345896698,16.2456384,12.3217253
Naip1,1.452700368,0.8900926,1.417807345,7.003944371,7.716179408,8.112162443,1.139117832,0.868193316,2.566474484,3.088782538,1.990593102,1.755152882,1.896106839,2.599493086,1.904917099
Snord22,4.889609308,9.800900355,8.635513598,55.99608469,59.58168451,54.3843773,5.354015691,3.530249548,5.661883661,6.188289643,8.610205107,13.89312936,15.87719292,8.595096117,5.684388656
Ugt2a3,0.237532848,0.195581367,0.170439274,0.859912666,0.829593984,0.884164863,0.156630956,0.122729918,0.215108106,0.227447603,0.246410515,0.130325539,0.353251191,0.383865673,0.232306104
Wtip,25.12177957,39.86834951,20.20934255,102.817051,93.47940614,103.505784,27.82905033,24.95228552,19.51252497,20.04316212,19.0968273,15.5574771,15.11005077,41.35056801,53.06980447
