gene_name,VCT1,VCT2,VCT3,VEA1,VEA2,VEA3,VMA1,VMA2,VLA1,VLA2,VLA3,VC1,VC2,VRT2,VRT1
Tnfrsf11b,8.461574372,9.486405765,8.276768932,13.75370181,12.51253126,12.44510659,4.55480946,5.133377584,1.016668305,0.868512678,1.130375792,0.002057994,0.362182259,1.307702002,0.816978812
Tnfrsf19,0.969336899,0.804196971,0.761596851,1.125280387,1.180936499,0.754410257,0.137174861,0.293071536,0.10908996,0.141836477,0.161481418,0.38951207,0.176690723,0.139064925,0.111210679
Atp6v1e2,4.798903074,2.947089497,4.018392434,3.532582713,3.6879066,3.563175659,0.639842651,0.923913884,0.854842995,0.601792417,0.618137832,0.233607302,0.185694473,1.377864102,0.605836594
Krt34,8.081625643,5.992667694,7.312001108,6.29231665,6.798530759,6.522947691,1.984738247,1.218956428,0.774677197,0.831933228,0.754416496,0.455272092,0.546438453,1.454918976,1.128944546
Rbm15,217.657879,144.7383537,194.4906461,136.1534406,127.8255002,130.4393038,51.37419639,49.91792636,32.78585756,29.4852941,27.08915048,10.57726739,11.91821806,56.92348098,45.81016517
Sp8,7.273015267,5.033625999,7.5683083,5.03428632,5.542183915,6.790509243,2.008226431,3.09756584,0.0789484,0.290040746,0.329355113,0.086653885,0.131122573,0.333775933,0.091251586
Pmis2,42.35968783,25.02689968,40.78968553,26.76294684,28.47913465,23.89309136,9.80170497,17.90159098,1.279449984,1.195065565,1.228535591,0.232896867,0.100524854,1.496413937,2.265166134
Sorbs1,236.6504834,224.7634523,215.2854516,54.06217135,59.63259928,59.00660753,213.6562704,193.6613524,42.50575633,37.74994036,38.78650788,68.92211031,69.56369705,214.2996001,194.5157199
Nradd,16.13117161,15.50505094,13.2665924,5.588102714,5.434838069,6.203012681,13.72669251,17.14769424,3.213671698,2.562607853,3.0298492,4.379202162,4.008702074,9.254427317,7.274165409
Cdc25a,17.57374431,22.78714921,16.70188845,0.70191998,0.751164679,1.099999618,15.97463862,18.45959047,10.09344284,11.47574314,11.28441352,14.53497742,14.54091578,0.730170821,1.79137495
Adcyap1r1,47.48245754,46.93510733,39.71853655,2.868074017,4.617758178,4.107596154,43.31503097,44.5298031,23.59115798,22.78517626,20.95194442,29.98034912,30.36994587,9.124386418,6.238204041
Rbfox1,37.60890401,31.32828158,33.17322761,16.30177524,16.82271199,15.92589287,32.21888862,34.42592661,10.92401393,9.823279181,10.04171305,7.198758858,9.039402777,27.6006637,19.50613942
Trp53rka,4.013678934,3.797671627,3.94442996,0.740464392,1.073683753,1.06866398,3.908783095,4.690273667,1.29700842,1.626949687,1.719842359,2.792911589,2.990464006,1.320524418,1.148858432
Gm8849,5.966843068,5.367405093,5.664867709,1.602281928,1.965443377,1.819216261,8.430154596,7.135655409,0.545567949,0.83985103,0.700778849,1.272062756,1.302278945,4.527004683,3.969120021
Lrch3,10.96613995,13.90137219,11.36216304,5.80650895,5.41661802,5.704809429,11.3938315,13.7302865,2.58951401,3.091741089,2.271333108,2.06164104,2.455912167,5.306149068,6.122058753
Samt4,9.2418194,9.011431976,8.703003705,0.654132604,0.626077901,0.730471713,7.86201934,9.355471595,5.247273231,5.49855767,5.259831609,6.689359272,6.819445433,0.783287731,1.308901225
Dnajc11,87.17015484,83.71052588,71.20372045,5.522456397,4.183494763,6.39589196,65.30043227,68.20691412,36.87349086,39.51925107,35.24925956,45.45772828,44.86175642,8.623621436,14.89550462
Dcaf15,304.677778,261.4687335,264.8463197,133.8563343,125.6094597,133.4471093,274.5384123,340.928286,58.64484946,56.35664398,56.8589725,31.2132804,32.56139094,114.9984876,81.76176784
Gm23462,1093.875653,1132.239347,1020.564881,100.465015,125.6440975,118.9974277,927.226247,984.9965199,604.7887662,615.2548242,478.3971214,640.2101739,565.8623935,181.0919409,97.99416794
Gal3st1,3.678256238,3.77312737,4.251245539,1.375882596,2.025916058,1.703161833,5.451397702,4.735850112,1.119684896,0.910014436,0.996608834,1.364479219,1.219662044,1.788463371,1.602047082
Ercc6l2,21.14565404,20.78788124,19.31712737,7.803630155,10.40243119,11.7760662,17.39182978,20.56359561,4.143417867,2.970463438,4.690198292,2.335373852,2.858062453,8.893867076,6.992096317
Cox15,4.249075881,3.936134462,4.225406031,1.706131315,1.432366375,0.750446767,3.771255674,3.54854359,1.208373341,1.557488459,1.06458914,0.441688811,1.384259221,2.498444614,3.101273414
Kank2,45.32879067,34.72039973,35.39523532,7.150820938,6.967996206,9.158350162,29.77915501,35.97741577,13.0001773,10.62661551,11.80899415,5.162585178,6.588243155,22.3201679,16.17099378
Pdcd5,9.949836268,9.589573564,9.298409227,2.269426139,2.802935873,1.908488653,10.01273524,8.775184362,2.513151198,2.157680664,2.740528622,2.677323033,2.842079107,3.752927001,4.380171508
Ugt2a2,45.0363956,37.18565806,38.78164597,15.79225317,16.10306394,15.74677322,30.63145357,41.25911601,7.655253428,7.362001893,6.061026483,6.160341457,5.794902414,16.36246711,11.78884713
Hcar1,117.7097047,137.0466699,121.5354384,5.092502481,6.277219927,6.357001075,100.1178629,107.1667915,64.40377669,67.38508561,48.22788814,59.33725588,80.34606485,16.59664955,7.273244635
Dennd2d,1073.446441,1110.970509,1176.393966,371.7656073,360.2686447,345.4109627,878.0392396,922.2733792,267.3366296,283.6466533,277.0690656,191.7018141,190.9925191,491.79512,446.5660237
Olfml2b,4.36590732,2.592546212,3.701568582,1.05564634,0.964135166,1.174757067,3.728142871,3.516200753,0.594651998,0.578244443,0.553644617,0.307593701,0.313275951,1.276193119,1.168903246
Rarg,1576.790883,1612.496221,1897.497657,671.8199566,598.7151665,605.8678997,1417.330027,1528.872156,353.5006409,384.4703852,396.6111034,311.3888824,317.648985,526.4338223,803.3781268
4921530L21Rik,8.333508814,9.814266301,10.90551198,3.800996052,3.100531618,3.447998004,7.941687486,7.783248369,1.723500692,2.376968271,2.42457858,3.088965554,2.575276512,2.421610312,3.483200541
Gpx2,40.36888044,49.1231054,56.83316385,17.31114575,18.07597073,16.40198115,45.85568631,48.67516577,5.134077654,5.447001669,5.434977145,15.53388244,13.70221484,11.10118813,18.91179964
4931431C16Rik,10.30583342,7.098810217,7.693277516,2.78E-17,2.78E-17,2.78E-17,9.656168482,11.63295081,1.278548468,0.006311684,0.005672416,2.78E-17,2.78E-17,0.035736234,1.770096012
Ube2e1,196.7071725,151.8213387,200.3724725,28.34393137,28.3944133,29.40723394,173.2252144,172.9828874,14.35905405,15.12718262,15.59429987,30.05312862,30.37068993,62.60190713,85.62053088
Ear-ps2,0.435821508,0.552239123,0.570908056,0,0.183134455,0,0.343816707,0.44418252,2.78E-17,2.78E-17,2.78E-17,0.161086534,0.258884025,0.001854528,0.090929115
Lrwd1,3.914976238,3.894352617,3.447433565,1.046342348,1.161519674,0.803547821,2.421237592,2.387366025,3.099892662,1.57974828,1.692290889,3.771561383,3.402618481,0.383199645,0.212174017
Tmem27,69.60138228,78.06522685,72.51615629,7.860322692,5.729422692,10.32146788,51.71155216,57.60280442,46.78106633,48.16186291,50.00276457,66.87025263,67.78587097,19.74953672,12.72826544
Prepl,4.410727074,3.106633817,3.363523362,0.763010346,0.587102467,0.603506681,1.815158163,1.797323252,2.289991994,2.036348076,2.208657693,3.193373452,3.614557791,0.414814942,0.483850861
Ranbp3,139.819771,157.7412422,104.1048628,3.935209757,2.263637381,2.55524296,16.87984404,31.44020471,44.8156177,43.72122051,53.94867502,77.16202811,78.91383731,5.653000011,5.418743784
As3mt,7.564602941,6.820334788,6.520320159,3.688654674,3.979457318,3.775126275,3.837972567,3.707902978,1.546407101,1.732679049,1.639783164,2.511219297,2.818722054,6.889377483,7.441688763
Nrxn2,1.10106753,1.132341866,1.130649247,0.654219281,0.606589126,0.720832896,0.552055208,0.774807958,0.195170216,0.322263722,0.319954457,0.34110113,0.576425197,1.222777708,1.249263404
Tmem59l,26.97296624,22.61639636,22.67979162,6.284226593,7.056870142,5.693501291,18.96772284,15.52662149,8.221607593,6.959622805,7.205073375,8.160746852,8.758994413,22.25138198,26.58088836
Slc6a11,17.42535294,15.73609134,15.71590779,3.242452632,2.783843557,2.770542642,8.412006844,6.723364097,3.591202643,3.541402724,2.562885765,8.143352908,8.055886715,27.60081,19.16415406
Hmg20a,50.4119453,48.45924373,46.66800573,9.778748973,11.41722747,12.24686696,25.22164768,24.06324028,11.2930792,9.905581773,13.48413518,21.19458296,20.79790047,76.03365984,50.59372975
Rfx1,14.12943494,19.22595915,13.94508768,5.67175746,5.294378623,4.829189926,2.955878101,3.735734329,7.001607464,6.167418716,7.272317998,1.95921326,2.580112946,17.97107754,12.74626133
Impg1,74.9969074,61.96151828,61.79198639,11.76775645,13.53119461,13.76417581,39.97258129,33.68202962,10.22601972,12.31647528,13.07904879,25.50649811,28.48110761,78.08939637,64.04821399
Ggt7,107.4222412,104.1961343,115.604703,30.80941239,30.50358296,28.90309249,80.69295175,59.06119146,21.4745727,30.44360746,23.16269621,37.0327713,42.26592687,151.2107172,111.4387893
Smcr8,248.5945484,198.901335,217.9778624,37.42751015,38.94784531,38.85082366,133.6265123,112.7460768,49.20301244,50.81881051,51.59487902,63.7516336,69.12463681,228.0346501,195.5574029
Fbxw17,9.86812876,8.203590158,8.130100745,2.25264646,2.276600533,1.541269508,4.699021153,3.721254635,2.253069554,1.96786621,1.584865637,1.830140152,2.127727063,6.874950638,6.727745051
Lrrc36,6.567534442,6.229721493,7.204557908,1.711128713,1.995141939,1.643005441,4.644247138,3.086619119,2.741218685,2.014750806,1.672049902,2.700562055,2.118971043,6.248240294,5.952558082
Dyrk1a,7.497936567,5.655183084,7.133472416,1.487543733,1.057834903,1.620332398,5.511942599,3.458541266,1.33191803,1.526557422,0.971682751,1.899479213,2.83058964,7.259983416,6.456815881
Rpl9-ps7,3.613456383,3.939768333,3.688007489,0.182517952,0.550181306,0.704246892,1.069630184,1.141759694,1.308952805,1.16258054,1.062356888,1.49154748,1.473094764,3.414086797,3.756260399
Zfp2,24.5094029,18.40611852,24.39627916,3.512594362,3.225814392,4.1119661,9.560924968,9.729980349,6.093180749,6.224906663,5.209713774,8.322248985,10.45015771,24.092217,22.55986184
Avp,44.00776794,32.54574715,38.82498561,11.11457709,13.99934877,14.57326529,19.79855791,20.27845707,6.324935806,6.127521259,5.740445804,3.038372426,3.664692398,28.14383411,30.13867081
A730061H03Rik,35.79368106,26.635725,38.98036906,1.644048475,0.371538924,0,0.475380783,0.004054847,2.670902996,1.840523805,2.096020654,8.352684734,11.49966128,57.88534521,64.83730616
Trp53inp1,4.96306647,5.59480952,7.138648538,1.368438086,1.282895953,1.658718503,3.030657183,2.586968128,1.000766386,1.668977781,0.970296948,0.895367394,0.972009563,5.12424293,4.261609706
Nptn,47.97818375,41.19386696,39.4283803,8.980851755,6.544900122,10.34911803,37.92673029,29.47164048,8.691634269,8.261357855,8.922062579,20.11636003,16.36047209,55.6561443,33.29348915
Preb,23.61312011,23.57998793,23.37234925,12.10266404,12.79016825,10.95261757,18.62505314,14.78155037,4.291172823,6.781349236,5.262406913,8.564162176,8.649016159,29.44158767,21.20800131
Higd2a,28.03236433,24.54946985,21.9353138,6.048590935,6.548407787,5.931226766,11.03348429,15.98662648,8.064521914,7.454838427,9.191048037,8.834142546,11.94704276,24.02065084,18.12418309
1190007I07Rik,23.83990326,20.9702284,20.16393975,6.331311901,6.86644833,6.590579072,11.26564092,12.3650839,6.640868538,6.839395406,6.93220474,5.558943897,6.814100054,20.1191951,13.55342392
Tha1,83.65803017,74.38683203,71.26671493,23.02933907,25.32291155,29.07403476,57.73402753,57.55182877,17.29907403,18.51174279,17.88537895,18.18620927,13.2072464,66.72506318,39.79112712
Efna1,132.4395909,118.5902994,122.483836,39.31841994,39.88919889,41.23875704,75.10243639,80.97960442,44.55665324,39.13374852,34.81643037,40.66272407,39.06550808,114.1964312,81.45942583
Chmp2a,36.45564767,36.48885239,39.18906729,12.15678752,12.9626356,16.13121922,25.16365263,19.46601687,13.66428882,13.40982562,13.11259064,11.22167899,12.03162543,41.89973874,30.54530157
Ptger4,1.95527339,2.105964755,1.867349125,0.410434842,0.160915982,0.344683886,1.255763394,1.440168413,0.133139347,0.271206829,0.568543672,0.68482245,0.664915769,1.922550711,1.290519084
Sirpa,3.137470163,3.212321748,3.217650156,0.939766678,0.624657883,0.767930649,1.375468338,1.009120435,0.954534617,0.961296191,1.057988514,1.639233495,1.71627971,2.724855843,2.518472504
Nup43,2.963211738,2.903894818,3.346427173,0.54651815,0.568789214,0.546293383,2.08852789,1.643245921,0.933280375,1.032908189,0.923407725,0.940408784,1.328982941,2.765247577,2.39787509
1700123O20Rik,5.630002421,6.176432051,5.988763667,3.150371518,3.614595604,2.971147966,5.750092763,4.793190893,1.542716771,1.635526891,1.275571578,1.593162928,1.285705748,3.37960317,6.028455768
Tmem132c,11.07883057,9.623472509,12.09468486,2.985836514,2.666706717,2.987099072,9.047822184,7.176314859,2.778894634,2.445956282,3.242981522,3.201657968,3.415554079,6.655182938,10.23666005
Cd86,3.877701289,3.401614328,3.269299328,1.273700521,0.778421729,0.989395524,2.302971637,3.52430778,0.691770955,0.696957397,0.918830432,1.160737844,1.573147682,2.70710644,3.564099256
Gins2,2.174268341,1.816482242,1.796619019,1.51910878,1.040770629,1.045139915,1.058055966,1.088802728,0.396165652,0.472119731,0.551386038,0.300360699,0.691193107,1.511776493,1.742385002
Fam134c,4.582913404,4.681241183,5.367813587,2.936839251,2.873723251,2.69375398,3.640906761,3.97907942,1.071434978,1.141077603,1.226422102,1.35533654,1.334894162,3.104032968,5.233721297
Slc15a2,3.447791634,2.64743366,2.51841143,0.515996779,0.773487201,0.691449333,1.452169138,1.717609284,0.73145237,0.870918736,0.494171605,0.560348713,0.673770581,1.679625143,2.325789
Toporsl,1.647740922,1.618839338,1.785791659,0.44783961,0.578646329,0.62465469,1.276111555,1.387745393,0.511157911,0.587552329,0.501079815,0.609155173,0.358930667,1.198689868,1.520697282
Epb41l5,3.804128723,3.400047901,3.668700923,2.260479879,2.627416494,1.802321629,2.150847238,1.570248438,0.72050509,0.859831648,0.431408959,0.71499572,0.570755194,2.007693082,2.969771643
Iqcg,1.062306791,1.280565778,1.119212512,0.44903659,0.374616823,0.401803193,0.826754662,0.641537552,0.141174866,0.278374267,0.109801723,0.086874204,0.162968749,0.741156212,1.067539111
Sulf2,3.060513071,2.735039559,3.70152573,1.115018641,0.983861561,1.076836139,2.365346953,2.238743385,0.600336511,0.781640963,1.146878994,0.950275929,1.276743916,2.41748779,2.739192818
Brms1l,2.465559405,2.475504572,2.70688497,0.61390109,1.086713015,0.562856527,1.760086169,1.131079057,0.38650802,0.576584527,0.562490768,0.582603798,0.831380472,1.940837801,2.054744728
Slc30a4,1.48690382,1.43933825,1.36833868,0.242391987,0.316557708,0.500485375,0.367301452,0.581944886,0.267090425,0.196153638,0.236092186,0.337478013,0.165535121,0.591580059,1.01703472
Sntg1,1.185863583,1.128702532,1.436540043,0.232905363,0.395552823,0.286113331,0.597387224,0.298974371,0.361231553,0.186653584,0.29930886,0.505004787,0.31553796,0.827707104,0.947016453
Il6,10.09497022,12.23608363,10.3770615,1.767896294,0.816788062,0.655882632,7.724636324,10.07134299,4.646242372,5.124191196,7.160625294,11.10919899,7.08544722,0.972354606,1.198605098
Setd5,2.158890398,2.114249391,2.468856552,0.41009889,0.444084215,0.178596859,1.615528443,1.931222615,0.94645472,1.407832206,0.915960574,2.17735258,1.650302609,0.361779861,0.25240857
Gcgr,4.418460927,4.515930691,4.497956466,1.045883936,0.719109294,1.39084246,2.24289472,3.122673901,3.19009717,1.907261545,3.345575556,5.219328173,4.072513452,1.832188465,1.863539393
Erlec1,27.72082677,28.47462692,23.59513746,1.676341772,2.419018126,2.957294301,18.20435183,21.43194281,15.49300362,14.0676119,15.25167144,22.25475265,19.6847428,2.923277521,2.408168452
Sfmbt2,3.506609742,2.89622467,3.30692588,0.989023408,0.565613222,0.836182462,1.68198892,2.079959565,0.922621152,1.499708662,1.850269728,2.844669781,2.036969758,0.510241151,0.28277744
Alpk3,4.233820359,4.401860126,4.215346384,0.28163894,0.453502607,0.382779488,1.792128834,2.292685738,1.433731451,1.599184521,1.969613619,4.018795171,2.356638974,0.247636938,0.664612022
Fcna,6.805793853,6.815417243,8.622876247,0.605091439,0.675685093,0.613590501,5.07961336,5.943814375,4.461156036,4.623965778,3.845128197,6.995366073,4.431178839,1.275139435,0.847105604
Cdh22,4.831462686,5.570442599,5.839335501,0.774939355,0.305697226,0.255059214,2.925371654,2.638095919,0.85508155,1.471696375,1.154690049,4.368378108,2.140321952,0.714407194,0.313214396
Rnd2,3.481521967,3.521677545,2.896033277,0.359653055,0.383523097,0.69443857,2.213582577,2.078035636,1.873971279,1.87650868,2.234958479,2.650257649,3.229399623,0.613017516,0.634978866
Zfp219,16.82263831,13.88011818,14.29798231,0,3.035928653,1.208250408,11.70787386,10.77568618,12.73961469,10.97527111,8.690239403,6.922696286,4.419773604,1.710052253,0.00141111
Ebpl,161.2405059,187.9222612,165.6696511,79.53424499,72.65289378,77.13174447,178.6399024,156.2049597,48.26683066,45.46582277,46.90503824,56.04902046,70.40485543,107.4371247,136.4264571
Mpzl2,3.473630144,2.834992347,2.820794485,1.015283979,1.277185672,1.173226936,2.772205882,2.403476563,0.626062577,0.547662143,0.616041723,1.072324835,1.03736093,1.868508547,2.235607771
Mecp2,5.65684183,4.287001969,4.223185055,1.791009276,1.711282166,1.605145216,4.349832946,3.240724138,1.04747579,1.095914404,0.862402113,1.242359728,1.438123345,2.511192533,3.141510424
Gm10435,8.518253973,11.44499412,9.028880989,5.516872403,4.05198019,5.216946057,8.984410818,7.788202676,3.101205312,2.314956696,2.248523369,4.096054642,3.700703856,2.957511415,2.136722597
Tjap1,3.243749018,3.810877504,2.507260495,1.093677649,1.561280626,1.025153564,2.637038548,2.000157155,0.39588176,0.513239036,0.468497032,0.482696736,0.156334841,1.01219819,1.047844732
Gm16286,2.464899762,2.831723812,2.626358816,0.27215714,0.287559269,0.412833654,2.371017798,1.974948875,1.066539981,1.674107729,1.427868693,2.160433422,1.996182373,0.49242993,0.423607527
Csnk1a1,1220.874549,1231.937369,1231.289525,560.4857105,556.8194998,580.260255,1155.886751,1012.789313,336.0033744,332.4304054,339.3521088,219.4891657,224.4155179,667.0030308,797.0267538
Ift80,4.646588473,4.238370416,5.168434505,1.124165864,1.306974109,0.977633166,4.530061331,3.22229146,1.825406797,2.138134759,2.402673972,3.399963032,3.544164295,1.51506219,1.832878321
Bax,15.96070049,13.13663414,13.94184936,3.415251894,3.542519506,3.418425873,11.82502129,10.77735319,4.855373428,4.938630852,4.816265144,2.439724126,2.922460072,8.441980452,7.28307848
Oaf,3.574796997,3.482544502,4.296701658,0.488654908,0.316049604,0.382450771,3.427463469,2.783151263,3.248679797,2.587345319,2.251761529,3.295506596,2.515144697,0.702869847,0.614992137
Zfhx4,26.69210309,26.61160864,30.13587269,11.61736667,12.16980152,12.52556145,26.59178942,22.84025488,6.401096213,6.638376987,5.672235449,6.858123981,6.09798985,14.82177597,16.51357378
Vmn1r66,6.780221359,5.22988462,7.475599291,2.846754119,2.655905203,3.33903028,5.360028082,4.39656317,2.388895577,1.825568398,1.854884049,1.046056138,1.51908359,2.779519688,2.769924548
Gm25147,138.7907589,101.7705376,138.2265751,64.00733022,64.53138951,58.94378948,98.5271699,90.11118598,33.37796958,30.19212532,16.68520189,7.642396243,10.99656137,71.39166678,35.38744215
Snord38a,1.437251874,1.621417647,1.654781231,1.536797621,1.489634957,1.198508361,0.799628637,1.569601134,0.553067029,0.401389775,0.728570876,0.211260895,0.00159282,0.118937793,0.242055624
Aip,31.83607631,32.37777698,29.39163993,11.77395371,11.81441271,13.22769661,28.45350912,33.3320138,15.56626533,16.03058653,16.34773343,19.32610067,18.52719893,4.9478114,8.594943571
Spocd1,16.78494334,17.31299244,15.42076146,1.427811091,1.155374905,1.707896737,14.64374234,15.07760503,9.87589254,10.32564791,12.53089666,14.89507748,13.10639824,3.415596561,2.338504652
Tdrd3,15.15946929,15.78782061,14.84118747,6.878961575,5.968832381,5.686351773,12.55841615,14.61426351,8.131906335,8.53864721,10.19706456,10.05512558,9.424086119,2.798733032,2.981099634
Acaca,9.201582598,8.758431871,8.600888218,5.493294267,4.940024365,5.514255611,7.827617809,8.573524206,2.798542838,3.023340202,2.532049294,2.419307613,2.9535916,4.741358577,5.17603357
Gls,9.090314932,11.3543534,9.406367824,1.711686788,1.86821456,1.594972267,6.986789235,9.225435778,6.250399873,6.549709689,6.397323939,6.872592264,8.562872472,1.300928855,2.878096876
Gm20517,45.31958704,42.12067741,39.3527849,25.01559028,24.84955381,25.83969553,36.28204467,41.51523933,9.33513154,10.54493089,9.359801754,4.38934179,3.987870143,28.43443579,27.06100916
Slc51a,8.539730815,7.267379922,7.212136031,3.481351766,4.137182671,3.73640746,4.9578575,6.923099023,3.388369271,3.296845684,3.358945775,4.434021312,3.338183999,2.765420605,1.563240319
Ppp1r42,10.19394601,11.71665436,10.72745218,1.476220894,1.360029428,1.774678825,8.447732538,10.00878544,6.78456751,7.31577279,7.601589126,9.190044284,7.985672239,2.111285462,3.020211481
Pdcd10,12.08694337,13.13852295,11.08547515,2.689785805,2.8837474,2.890042034,9.562591095,11.11388044,6.564038517,5.354419115,6.566760105,7.062262024,6.782558321,1.674633413,1.571709181
Gins1,88.13827411,95.87709922,86.31398391,13.21241431,10.25036559,14.5722863,71.78457954,84.78498062,45.26896324,46.39899416,47.8032909,69.73989724,61.11393494,31.3906989,18.87639874
Nkx6-2,24.01837336,18.77341881,19.90256848,5.974727545,6.914157953,7.18672478,16.93821348,18.71627694,9.794761969,9.857320779,9.004804951,13.21331105,9.893565011,5.324680752,5.3880819
Cnga3,25.00647311,30.0456137,26.56026742,2.506714573,2.29158688,2.192523859,23.14147651,27.29966711,16.12661259,16.14757051,16.0508018,18.99699308,18.8912457,3.866905581,3.505592947
Tcp11l1,34.4164994,37.00834586,36.51320904,4.186523759,5.43416819,3.8133306,29.98613277,34.53778966,22.01995498,20.64430937,21.57408585,28.60603117,24.87345532,9.702846941,4.921518669
Rnf41,15.02479736,12.99947094,11.43772322,1.349590141,1.30393315,1.366173122,9.220865225,13.80245423,6.051413939,4.125293537,3.604014784,9.010160429,6.660944237,2.146059864,0.989103129
Vamp1,3.256602908,2.68957983,3.018733716,0.193544678,0.307363788,0.41313002,2.340396432,2.618143278,2.108991334,1.378053654,2.294915259,2.346860149,1.98828003,0.827701643,0.333478527
Dhh,9.23934572,7.823174471,8.899158436,1.380230351,0.667839275,1.672119269,6.390466843,7.927976096,7.268033465,4.727537625,5.788850981,5.856804687,6.524761469,1.230454689,1.460421832
Mmp8,51.87784176,46.6587137,48.35831737,3.984483785,4.758353435,6.15782015,39.24245497,44.04150148,25.76673775,28.02605068,27.34205516,32.3264879,34.05704333,11.65822443,9.037278714
Ltbp4,2.524107547,2.551926825,2.414251959,0.232785933,0.375730192,0.354219662,1.854118659,2.188264821,1.251372856,1.765836452,1.045661199,1.680035482,1.653962201,0.481232655,0.101480569
Rasgrp1,26.73277634,23.30619279,22.42217193,5.354978683,6.024665848,7.79978061,18.68091981,24.2540705,5.387465827,5.112865098,6.316368939,5.356952417,4.336610976,17.47236836,9.969806836
Clrn2,7.692027956,6.723177841,5.357409906,2.02373612,1.714366353,2.783882359,3.390484152,5.514711154,1.413695533,1.123223657,1.229036349,0.592501694,0.77909587,1.861001853,2.657862235
Reln,18.56964363,16.23769869,16.55630468,7.581027069,8.757632454,8.463911488,13.71156221,14.75779853,2.794520535,3.424945562,4.288361365,4.295898824,4.961508978,6.066577062,7.179000241
Sorbs3,20.59231193,20.20774257,20.98523942,2.912450929,3.338213457,3.705221425,15.41985148,17.72191914,11.06369983,12.21274641,11.0787841,12.07434934,14.46770778,4.317198841,3.787813399
Olfr571,45.34647706,34.45843365,34.54442941,7.97931211,7.652860597,8.146201862,26.37223176,29.32145728,6.676348514,5.705695736,7.286659004,9.149817066,11.29038148,15.19321935,22.60871092
1700003F12Rik,5.697927167,6.342951529,5.288636709,1.171073643,1.784669152,1.267060072,3.335549684,4.153383096,0.986979834,0.973353447,1.213977077,1.406660445,0.367613594,3.61579299,2.560022739
Rara,8.05719831,8.49592383,8.233502312,0.260622209,0.519744192,0.87957856,4.771729758,6.614031392,4.378831529,4.014544323,4.535074491,5.093637083,4.909864425,0.769339428,0.896653595
Ropn1l,65.62691653,59.72976067,63.19915056,6.470718035,5.964531941,7.013842705,32.13177314,50.72308419,34.44694167,28.52171017,28.74053378,38.76302294,36.72006369,11.73451838,5.778944768
4930517O19Rik,1.937242618,1.56111689,1.68101494,0.780841518,0.878646627,0.923307895,0.991083108,1.530709022,0.279300636,0.364949329,0.341666098,0.214030309,0.343754475,0.321775766,0.433437649
Pced1a,0.558908051,0.596711936,0.675551823,0.193914073,0.298212505,0.267316962,0.269027174,0.464267299,0.055492174,0.130307681,0.066149686,0.160520203,0.184925466,0.35232541,0.312769891
Gm9934,2.067777589,1.570426597,2.665648845,0.272965395,0.220346439,0.170392259,1.061382503,1.278795973,0.204316871,0.132649992,0.287461608,0.054918866,0.130808368,0.239103016,0.36292273
Plekhf2,159.4573536,153.817871,147.0203782,155.5669765,161.6124599,138.4091569,52.16891606,79.01241154,64.1965727,64.92603953,62.85957429,30.50925379,28.85974922,41.65543147,54.53903363
Cyp4f15,1.446948501,1.56875265,1.673874032,1.534916836,2.017682254,1.254195127,0.50932725,0.126549934,0.289678396,0.292136926,0.40371371,0.360641698,0.429676372,0.230949968,0.483596504
Moxd2,7.596253561,6.506072097,6.661555372,5.063478264,5.468763979,3.808667219,2.590139439,2.326731474,1.611113554,1.104650988,1.303133667,0.352946376,0.74432243,1.163329236,1.480424667
Mapk11,2.497073314,3.408200308,2.920215293,1.996285859,2.169636253,1.669762444,0.669240132,0.766053945,0.246679096,0.300835252,0.20521135,0.538581143,0.568515099,0.586361556,0.856158064
Mbl1,2.244277863,2.110131844,1.969299762,1.88050536,1.171996941,1.909973869,0.886807556,1.033341885,0.819664379,0.358716176,0.366121017,0.274157556,0.057813545,0.224290607,0.664577319
Aftph,5.879303162,5.386817193,5.964526547,5.772307881,4.226368291,5.292512767,2.881727854,3.15441238,0.257063984,1.14310262,1.126328968,0.288193791,0.481285077,1.382952894,1.933206287
Fam122b,7.846489182,8.293398649,8.052812557,7.264210377,5.192732931,6.195108101,3.400323528,4.207196306,2.912994927,2.777043342,2.821621618,1.87270445,2.233123902,2.82481946,4.016723343
Rxfp2,4.574372127,3.328522767,4.385685262,1.949287702,1.740814119,1.409290472,0.076751441,0.75666807,0.181764205,0.001599255,0.150609569,0.097337381,0.152472535,0.170857057,0.00013237
4933400A11Rik,8.509823084,6.654897222,7.974410131,4.94672046,5.839079663,6.126356379,2.3718184,2.017191712,1.216177907,1.474042586,2.184202439,0.674238061,0.643778064,3.214309323,2.368378735
Capn12,4.840954117,3.567569594,4.148121549,1.881784777,2.858017085,2.982653515,1.455749987,0.766862015,0.328460741,0.164004891,0.099615185,0.118747716,0.205635062,0.353284328,0.342952135
Svs1,22.6347451,18.20009152,28.43051233,17.03276041,18.22578856,13.6495631,3.091595021,2.440097393,5.176417837,5.313988606,5.672950356,3.584179592,4.311885716,12.72377717,10.35609523
Rnaseh1,1.243245365,1.257328755,1.386942979,1.01432919,1.216649325,1.553897688,0.76657003,0.852021692,0.226547672,0.207690927,0.423437681,0.087530294,0.25804473,0.626751251,1.047251924
Hr,48.46977289,41.03070951,43.71560407,37.56706179,33.6564921,38.59832572,28.40721678,32.19717482,10.27482206,10.6722614,9.876894077,8.415179677,9.318446116,13.60622336,10.9908269
